Acct_No,Trans_Date,Ref_Code,Ref_no,Amount,Timestamp,Tag,Reading,Consumption,sequence
111204290,5/1/2019,2,10277797,406.63,5/2/19 16:08,W,55,17,3025737
111204340,5/1/2019,2,10277799,210,5/2/19 16:08,W,18,5,3025739
111204420,5/1/2019,2,10277800,526.34,5/2/19 16:08,W,36,21,3025740
111204510,5/1/2019,2,10277801,1232.75,5/2/19 16:08,W,479,39,3025741
111204560,5/1/2019,2,10277804,266.18,5/2/19 16:08,W,829,12,3025744
111204570,5/1/2019,2,10277805,378.54,5/2/19 16:08,W,786,16,3025745
111204620,5/1/2019,2,10277807,632.66,5/2/19 16:08,W,339,24,3025747
111204624,5/1/2019,2,10277818,526.34,5/2/19 16:08,W,69,21,3025758
111204700,5/1/2019,2,10277810,526.34,5/2/19 16:08,W,1067,21,3025750
111204710,5/1/2019,2,10277822,210,5/2/19 16:08,W,877,10,3025762
111204720,5/1/2019,2,10277811,322.36,5/2/19 16:08,W,34,14,3025751
111204730,5/1/2019,2,10277806,210,5/2/19 16:08,W,346,6,3025746
111204750,5/1/2019,2,10277812,210,5/2/19 16:08,W,413,7,3025752
111204751,5/1/2019,2,10277826,322.36,5/2/19 16:08,W,803,14,3025766
111204760,5/1/2019,2,10277821,378.54,5/2/19 16:08,W,781,16,3025761
111204940,5/1/2019,2,10277817,294.27,5/2/19 16:08,W,40,13,3025757
111204950,5/1/2019,2,10277815,238.09,5/2/19 16:08,W,808,11,3025755
111205140,5/1/2019,2,10277836,668.1,5/2/19 16:08,W,78,25,3025776
111205220,5/1/2019,2,10277835,462.81,5/2/19 16:08,W,66,19,3025775
111205230,5/1/2019,2,10277830,597.22,5/2/19 16:08,W,94,23,3025770
111205240,5/1/2019,2,10277831,561.78,5/2/19 16:08,W,75,22,3025771
111205300,5/1/2019,2,10277834,210,5/2/19 16:08,W,35,10,3025774
111205310,5/1/2019,2,10277833,406.63,5/2/19 16:08,W,70,17,3025773
111205340,5/1/2019,2,10277838,434.72,5/2/19 16:08,W,65,18,3025778
111205341,5/1/2019,2,10277832,845.3,5/2/19 16:08,W,78,30,3025772
111205351,5/1/2019,2,10277844,2883.56,5/2/19 16:08,W,721,73,3025784
111205360,5/1/2019,2,10277846,322.36,5/2/19 16:08,W,453,14,3025786
111205370,5/1/2019,2,10277845,378.54,5/2/19 16:08,W,54,16,3025785
111205410,5/1/2019,2,10277847,434.72,5/2/19 16:08,W,458,18,3025787
111205430,5/1/2019,2,10277849,23014,5/2/19 16:08,W,2151,250,3025789
111205450,5/1/2019,2,10277848,266.18,5/2/19 16:08,W,37,12,3025788
111205800,5/1/2019,2,10277855,238.09,5/2/19 16:08,W,300,11,3025795
111205820,5/1/2019,2,10277859,888.35,5/2/19 16:08,W,607,31,3025799
111205822,5/1/2019,2,10277860,210,5/2/19 16:08,W,33,9,3025800
111205880,5/1/2019,2,10277862,931.4,5/2/19 16:08,W,437,32,3025802
111205900,5/1/2019,2,10277863,322.36,5/2/19 16:08,W,19,14,3025803
111205910,5/1/2019,2,10277865,210,5/2/19 16:08,W,129,7,3025805
111205920,5/1/2019,2,10277864,350.45,5/2/19 16:08,W,18,15,3025804
111205940,5/1/2019,2,10277866,632.66,5/2/19 16:08,W,135,24,3025806
111206140,5/1/2019,2,10277873,210,5/2/19 16:08,W,744,6,3025813
111206150,5/1/2019,2,10277874,462.81,5/2/19 16:08,W,64,19,3025814
111206180,5/1/2019,2,10277875,210,5/2/19 16:08,W,84,2,3025815
111206190,5/1/2019,2,10277876,210,5/2/19 16:08,W,2,2,3025816
111206220,5/1/2019,2,10277877,350.45,5/2/19 16:08,W,57,15,3025817
111206240,5/1/2019,2,10277878,238.09,5/2/19 16:08,W,42,11,3025818
111206270,5/1/2019,2,10277879,266.18,5/2/19 16:08,W,30,12,3025819
111206500,5/1/2019,2,10277884,210,5/2/19 16:08,W,259,3,3025824
111206570,5/1/2019,2,10277892,315,5/2/19 16:08,W,21,5,3025832
111206590,5/1/2019,2,10277889,210,5/2/19 16:08,W,28,10,3025829
111206640,5/1/2019,2,10277888,238.09,5/2/19 16:08,W,740,11,3025828
111206700,5/1/2019,2,10277890,434.72,5/2/19 16:08,W,44,18,3025830
111206740,5/1/2019,2,10277887,462.81,5/2/19 16:08,W,40,19,3025827
111206760,5/1/2019,2,10277886,378.54,5/2/19 16:08,W,28,16,3025826
111206800,5/1/2019,2,10277891,434.72,5/2/19 16:08,W,56,18,3025831
111206820,5/1/2019,2,10277894,490.9,5/2/19 16:08,W,461,20,3025834
111206860,5/1/2019,2,10277896,1519.4,5/2/19 16:08,W,84,45,3025836
111206870,5/1/2019,2,10277900,266.18,5/2/19 16:08,W,2659,12,3025840
111206890,5/1/2019,2,10277899,210,5/2/19 16:08,W,33,9,3025839
111206900,5/1/2019,2,10277897,350.45,5/2/19 16:08,W,48,15,3025837
111206910,5/1/2019,2,10277898,210,5/2/19 16:08,W,778,7,3025838
111206990,5/1/2019,2,10277902,315,5/2/19 16:08,W,158,0,3025842
111207060,5/1/2019,2,10277908,462.81,5/2/19 16:08,W,454,19,3025848
111207070,5/1/2019,2,10277910,869.44,5/2/19 16:08,W,55,18,3025850
111207090,5/1/2019,2,10277909,210,5/2/19 16:08,W,2329,8,3025849
111207130,5/1/2019,2,10277912,597.22,5/2/19 16:08,W,68,23,3025852
111207180,5/1/2019,2,10277915,266.18,5/2/19 16:08,W,1758,12,3025855
111207190,5/1/2019,2,10277917,294.27,5/2/19 16:08,W,33,13,3025857
111207200,5/1/2019,2,10277914,462.81,5/2/19 16:08,W,58,19,3025854
111207210,5/1/2019,2,10277916,668.1,5/2/19 16:08,W,187,25,3025856
111207220,5/1/2019,2,10277913,888.35,5/2/19 16:08,W,84,31,3025853
111207670,5/1/2019,2,10277582,210,5/2/19 16:08,W,755,5,3025522
111207693,5/1/2019,2,10277840,406.63,5/2/19 16:08,W,56,17,3025780
111207694,5/1/2019,2,10277718,210,5/2/19 16:08,W,980,10,3025658
111207695,5/1/2019,2,10277686,266.18,5/2/19 16:08,W,46,12,3025626
111207697,5/1/2019,2,10277633,8388.92,5/2/19 16:08,W,531,186,3025573
111207698,5/1/2019,2,10277643,210,5/2/19 16:08,W,786,7,3025583
111207699,5/1/2019,2,10277795,210,5/2/19 16:08,W,249,1,3025735
111207700,5/1/2019,2,10277778,4783.64,5/2/19 16:08,W,390,112,3025718
111207702,5/1/2019,2,10277712,597.22,5/2/19 16:08,W,89,23,3025652
111207703,5/1/2019,2,10277858,1470.68,5/2/19 16:08,W,585,44,3025798
111207704,5/1/2019,2,10277780,809.86,5/2/19 16:08,W,121,29,3025720
111207705,5/1/2019,2,10277827,4324.84,5/2/19 16:08,W,264,73,3025767
111207706,5/1/2019,2,10277614,350.45,5/2/19 16:08,W,542,15,3025554
111207707,5/1/2019,2,10277814,210,5/2/19 16:08,W,796,8,3025754
111207709,5/1/2019,2,10277626,210,5/2/19 16:08,W,583,10,3025566
111207710,5/1/2019,2,10277854,315,5/2/19 16:08,W,588,7,3025794
111207711,5/1/2019,2,10277647,2658.6,5/2/19 16:08,W,144,45,3025587
111207712,5/1/2019,2,10277816,858.9,5/2/19 16:08,W,97,20,3025756
111207714,5/1/2019,2,10277708,238.09,5/2/19 16:08,W,712,11,3025648
111207715,5/1/2019,2,10277776,406.63,5/2/19 16:08,W,34,17,3025716
111207719,5/1/2019,2,10277619,703.54,5/2/19 16:08,W,682,26,3025559
111207720,5/1/2019,2,10277577,774.42,5/2/19 16:08,W,1055,28,3025517
111207721,5/1/2019,2,10277813,315,5/2/19 16:08,W,775,7,3025753
111207722,5/1/2019,2,10277819,561.78,5/2/19 16:08,W,675,22,3025759
111207723,5/1/2019,2,10277901,490.9,5/2/19 16:08,W,57,20,3025841
111207724,5/1/2019,2,10277769,399.22,5/2/19 16:08,W,554,12,3025709
111207725,5/1/2019,2,10277650,434.72,5/2/19 16:08,W,903,18,3025590
111207726,5/1/2019,2,10277893,315,5/2/19 16:08,W,6,2,3025833
111207727,5/1/2019,2,10277720,210,5/2/19 16:08,W,296,4,3025660
111207728,5/1/2019,2,10277704,210,5/2/19 16:08,W,207,9,3025644
111207730,5/1/2019,2,10277775,526.34,5/2/19 16:08,W,398,21,3025715
111207732,5/1/2019,2,10277770,367.5,5/2/19 16:08,W,154,5,3025710
111207733,5/1/2019,2,10277839,2207.2,5/2/19 16:08,W,599,36,3025779
111207734,5/1/2019,2,10277842,210,5/2/19 16:08,W,149,10,3025782
111207735,5/1/2019,2,10277841,210,5/2/19 16:08,W,120,9,3025781
111207736,5/1/2019,2,10277885,1060.55,5/2/19 16:08,W,226,35,3025825
111207737,5/1/2019,2,10277657,210,5/2/19 16:08,W,178,10,3025597
111207738,5/1/2019,2,10277789,210,5/2/19 16:08,W,376,1,3025729
111207739,5/1/2019,2,10277609,210,5/2/19 16:08,W,82,10,3025549
111207740,5/1/2019,2,10277595,210,5/2/19 16:08,W,39,6,3025535
111207741,5/1/2019,2,10277587,367.5,5/2/19 16:08,W,33,2,3025527
111207742,5/1/2019,2,10277856,420,5/2/19 16:08,W,41,7,3025796
111207743,5/1/2019,2,10277906,420,5/2/19 16:08,W,85,2,3025846
111207744,5/1/2019,2,10277683,322.36,5/2/19 16:08,W,73,14,3025623
111207745,5/1/2019,2,10277705,210,5/2/19 16:08,W,48,10,3025645
111207746,5/1/2019,2,10277820,294.27,5/2/19 16:08,W,56,13,3025760
111207747,5/1/2019,2,10277823,210,5/2/19 16:08,W,30,7,3025763
111207748,5/1/2019,2,10277588,367.5,5/2/19 16:08,W,11,10,3025528
111207749,5/1/2019,2,10277589,367.5,5/2/19 16:08,W,2,1,3025529
111207750,5/1/2019,2,10277590,367.5,5/2/19 16:08,W,2,1,3025530
112202700,5/1/2019,2,10277742,1060.55,5/2/19 16:08,W,136,35,3025682
112202710,5/1/2019,2,10277743,1275.8,5/2/19 16:08,W,748,40,3025683
112202720,5/1/2019,2,10277744,1421.96,5/2/19 16:08,W,1038,43,3025684
112203840,5/1/2019,2,10277783,632.66,5/2/19 16:08,W,73,24,3025723
112203990,5/1/2019,2,10277788,210,5/2/19 16:08,W,42,10,3025728
112204140,5/1/2019,2,10277791,210,5/2/19 16:08,W,157,9,3025731
112204210,5/1/2019,2,10277794,210,5/2/19 16:08,W,18,3,3025734
113200190,5/1/2019,2,10277593,210,5/2/19 16:08,W,502,4,3025533
113200240,5/1/2019,2,10277598,1554.24,5/2/19 16:08,W,119,31,3025538
113200670,5/1/2019,2,10277640,613.2,5/2/19 16:08,W,349,15,3025580
113200720,5/1/2019,2,10277646,315,5/2/19 16:08,W,10,2,3025586
113203100,5/1/2019,2,10277759,774.42,5/2/19 16:08,W,80,28,3025699
113204500,5/1/2019,2,10277803,210,5/2/19 16:08,W,10,5,3025743
113205350,5/1/2019,2,10277843,367.5,5/2/19 16:08,W,44,9,3025783
113205720,5/1/2019,2,10277850,809.76,5/2/19 16:08,W,423,19,3025790
113205770,5/1/2019,2,10277853,367.5,5/2/19 16:08,W,466,3,3025793
113205810,5/1/2019,2,10277857,367.5,5/2/19 16:08,W,19,6,3025797
113206000,5/1/2019,2,10277867,476.18,5/2/19 16:08,W,30,11,3025807
113206080,5/1/2019,2,10277871,1855.6,5/2/19 16:08,W,691,35,3025811
113206300,5/1/2019,2,10277880,367.5,5/2/19 16:08,W,28,8,3025820
113206360,5/1/2019,2,10277881,514.92,5/2/19 16:08,W,300,13,3025821
113206460,5/1/2019,2,10277883,858.9,5/2/19 16:08,W,466,20,3025823
113207000,5/1/2019,2,10277903,367.5,5/2/19 16:08,W,271,2,3025843
113207020,5/1/2019,2,10277904,760.62,5/2/19 16:08,W,64,18,3025844
114200680,5/1/2019,2,10277642,322.36,5/2/19 16:08,W,54,14,3025582
114204150,5/1/2019,2,10277741,210,5/2/19 16:08,W,639,9,3025681
114204320,5/1/2019,2,10277798,483.44,5/2/19 16:08,W,37,14,3025738
114204520,5/1/2019,2,10277802,525.55,5/2/19 16:08,W,1049,15,3025742
114204770,5/1/2019,2,10277824,1461.14,5/2/19 16:08,W,787,33,3025764
114205000,5/1/2019,2,10277828,315,5/2/19 16:08,W,3,1,3025768
114205040,5/1/2019,2,10277829,266.18,5/2/19 16:08,W,878,12,3025769
114206060,5/1/2019,2,10277870,315,5/2/19 16:08,W,13,3,3025810
114207240,5/1/2019,2,10277918,1161.14,5/2/19 16:08,W,93,28,3025858
114207250,5/1/2019,2,10277919,567.66,5/2/19 16:08,W,63,16,3025859
115200220,5/1/2019,2,10277596,2207.2,5/2/19 16:08,W,554,36,3025536
115200280,5/1/2019,2,10277601,420,5/2/19 16:08,W,989,10,3025541
115200450,5/1/2019,2,10277617,3623.44,5/2/19 16:08,W,1026,51,3025557
115203600,5/1/2019,2,10277782,588.54,5/2/19 16:08,W,55,13,3025722
115205730,5/1/2019,2,10277851,420,5/2/19 16:08,W,33,10,3025791
115205740,5/1/2019,2,10277852,420,5/2/19 16:08,W,13,4,3025792
115206100,5/1/2019,2,10277872,757.08,5/2/19 16:08,W,429,16,3025812
115206440,5/1/2019,2,10277882,869.44,5/2/19 16:08,W,547,18,3025822
116203500,5/1/2019,2,10277781,4960.62,5/2/19 16:08,W,168,72,3025721
117203300,5/1/2019,2,10277737,210,5/2/19 16:08,W,33,9,3025677
120203310,5/1/2019,2,10277713,406.63,5/2/19 16:08,W,793,17,3025653
123203320,5/1/2019,2,10277825,210,5/2/19 16:08,W,655,2,3025765
126203330,5/1/2019,2,10277765,367.5,5/2/19 16:08,W,6,2,3025705
211207090,5/1/2019,2,10277728,322.36,5/2/19 16:08,W,46,14,3025668
211207350,5/1/2019,2,10277837,350.45,5/2/19 16:08,W,39,15,3025777
211207682,5/1/2019,2,10277768,858.9,5/2/19 16:08,W,70,20,3025708
211207683,5/1/2019,2,10277764,1292.9,5/2/19 16:08,W,79,27,3025704
211207684,5/1/2019,2,10277762,367.5,5/2/19 16:08,W,637,7,3025702
211207685,5/1/2019,2,10277766,760.62,5/2/19 16:08,W,56,18,3025706
211207686,5/1/2019,2,10277774,982.9,5/2/19 16:08,W,32,22,3025714
211207687,5/1/2019,2,10277772,367.5,5/2/19 16:08,W,31,10,3025712
211207688,5/1/2019,2,10277767,809.76,5/2/19 16:08,W,907,19,3025707
211207691,5/1/2019,2,10277771,564.06,5/2/19 16:08,W,996,14,3025711
211207692,5/1/2019,2,10277777,367.5,5/2/19 16:08,W,83,9,3025717
311204200,5/1/2019,2,10277895,294.27,5/2/19 16:08,W,273,13,3025835
314205676,5/1/2019,2,10277730,238.09,5/2/19 16:08,W,337,11,3025670
314205700,5/1/2019,2,10277761,420,5/2/19 16:08,W,55,8,3025701
411203130,5/1/2019,2,10277773,210,5/2/19 16:08,W,24,3,3025713
415201990,5/1/2019,2,10277779,210,5/2/19 16:08,W,895,9,3025719
