Acct_No,Trans_Date,Ref_Code,Ref_no,Amount,Timestamp,Tag,Reading,Consumption,sequence
111201790,4/1/2019,2,10274351,434.72,4/3/19 13:03,W,36,18,3017727
111201820,4/1/2019,2,10274352,210,4/3/19 13:03,W,2414,9,3017728
111201840,4/1/2019,2,10274355,294.27,4/3/19 13:03,W,28,13,3017731
111201860,4/1/2019,2,10274356,322.36,4/3/19 13:03,W,643,14,3017732
111201890,4/1/2019,2,10274357,210,4/3/19 13:03,W,17,9,3017733
111201920,4/1/2019,2,10274358,597.22,4/3/19 13:03,W,1008,23,3017734
111202060,4/1/2019,2,10274361,526.34,4/3/19 13:03,W,27,21,3017737
111202100,4/1/2019,2,10274362,210,4/3/19 13:03,W,123,9,3017738
111202110,4/1/2019,2,10274365,1568.12,4/3/19 13:03,W,643,46,3017741
111202140,4/1/2019,2,10274366,322.36,4/3/19 13:03,W,833,14,3017742
111202150,4/1/2019,2,10274369,526.34,4/3/19 13:03,W,1184,21,3017745
111202180,4/1/2019,2,10274370,238.09,4/3/19 13:03,W,917,11,3017746
111202210,4/1/2019,2,10274371,210,4/3/19 13:03,W,832,2,3017747
111202220,4/1/2019,2,10274372,888.35,4/3/19 13:03,W,849,31,3017748
111202270,4/1/2019,2,10274374,668.1,4/3/19 13:03,W,394,25,3017750
111202300,4/1/2019,2,10274376,210,4/3/19 13:03,W,14,7,3017752
111202310,4/1/2019,2,10274377,322.36,4/3/19 13:03,W,43,14,3017753
111202340,4/1/2019,2,10274378,490.9,4/3/19 13:03,W,47,20,3017754
111202360,4/1/2019,2,10274379,210,4/3/19 13:03,W,603,4,3017755
111202370,4/1/2019,2,10274380,238.09,4/3/19 13:03,W,27,11,3017756
111202400,4/1/2019,2,10274381,238.09,4/3/19 13:03,W,23,11,3017757
111202440,4/1/2019,2,10274382,210,4/3/19 13:03,W,21,8,3017758
111202470,4/1/2019,2,10274384,210,4/3/19 13:03,W,17,8,3017760
111202540,4/1/2019,2,10274386,210,4/3/19 13:03,W,16,6,3017762
111202550,4/1/2019,2,10274388,350.45,4/3/19 13:03,W,555,15,3017764
111202560,4/1/2019,2,10274389,322.36,4/3/19 13:03,W,35,14,3017765
111202580,4/1/2019,2,10274390,1017.5,4/3/19 13:03,W,571,34,3017766
111202600,4/1/2019,2,10274391,294.27,4/3/19 13:03,W,789,13,3017767
111202620,4/1/2019,2,10274393,378.54,4/3/19 13:03,W,787,16,3017769
111202650,4/1/2019,2,10274401,210,4/3/19 13:03,W,18,5,3017777
111202670,4/1/2019,2,10274394,809.86,4/3/19 13:03,W,479,29,3017770
111202840,4/1/2019,2,10274402,597.22,4/3/19 13:03,W,57,23,3017778
111202860,4/1/2019,2,10274403,350.45,4/3/19 13:03,W,462,15,3017779
111202880,4/1/2019,2,10274404,668.1,4/3/19 13:03,W,786,25,3017780
111202894,4/1/2019,2,10274405,210,4/3/19 13:03,W,870,8,3017781
111202900,4/1/2019,2,10274406,1470.68,4/3/19 13:03,W,109,44,3017782
111202920,4/1/2019,2,10274407,462.81,4/3/19 13:03,W,45,19,3017783
111202940,4/1/2019,2,10274408,322.36,4/3/19 13:03,W,276,14,3017784
111202980,4/1/2019,2,10274409,462.81,4/3/19 13:03,W,462,19,3017785
111203000,4/1/2019,2,10274410,210,4/3/19 13:03,W,966,9,3017786
111203020,4/1/2019,2,10274411,294.27,4/3/19 13:03,W,17,13,3017787
111203040,4/1/2019,2,10274413,266.18,4/3/19 13:03,W,14,12,3017789
111203060,4/1/2019,2,10274414,266.18,4/3/19 13:03,W,15,12,3017790
111203120,4/1/2019,2,10274464,462.81,4/3/19 13:03,W,44,19,3017840
111203140,4/1/2019,2,10274416,266.18,4/3/19 13:03,W,335,12,3017792
111203150,4/1/2019,2,10274445,367.5,4/3/19 13:03,W,21,8,3017821
111203160,4/1/2019,2,10274561,2465.5,4/3/19 13:03,W,499,39,3017937
111203170,4/1/2019,2,10274309,266.18,4/3/19 13:03,W,38,12,3017685
111203180,4/1/2019,2,10274306,266.18,4/3/19 13:03,W,12,12,3017682
111203190,4/1/2019,2,10274332,210,4/3/19 13:03,W,987,9,3017708
111203200,4/1/2019,2,10274516,367.5,4/3/19 13:03,W,375,8,3017892
111203210,4/1/2019,2,10274523,476.18,4/3/19 13:03,W,27,11,3017899
111203240,4/1/2019,2,10274418,974.45,4/3/19 13:03,W,661,33,3017794
111203250,4/1/2019,2,10274463,210,4/3/19 13:03,W,54,8,3017839
111203280,4/1/2019,2,10274400,210,4/3/19 13:03,W,27,9,3017776
111203310,4/1/2019,2,10274559,367.5,4/3/19 13:03,W,326,3,3017935
111203311,4/1/2019,2,10274364,350.45,4/3/19 13:03,W,19,15,3017740
111203312,4/1/2019,2,10274395,350.45,4/3/19 13:03,W,967,15,3017771
111203316,4/1/2019,2,10274564,420,4/3/19 13:03,W,15,5,3017940
111203900,4/1/2019,2,10274439,561.78,4/3/19 13:03,W,260,22,3017815
111203940,4/1/2019,2,10274440,378.54,4/3/19 13:03,W,286,16,3017816
111203960,4/1/2019,2,10274441,1214.27,4/3/19 13:03,W,56,29,3017817
111203961,4/1/2019,2,10274442,210,4/3/19 13:03,W,11,9,3017818
111204180,4/1/2019,2,10274447,210,4/3/19 13:03,W,976,4,3017823
111204200,4/1/2019,2,10274448,322.36,4/3/19 13:03,W,64,14,3017824
111204280,4/1/2019,2,10274451,526.34,4/3/19 13:03,W,433,21,3017827
111204290,4/1/2019,2,10274452,406.63,4/3/19 13:03,W,38,17,3017828
111204340,4/1/2019,2,10274454,210,4/3/19 13:03,W,13,6,3017830
111204420,4/1/2019,2,10274455,322.36,4/3/19 13:03,W,15,14,3017831
111204510,4/1/2019,2,10274456,1373.24,4/3/19 13:03,W,440,42,3017832
111204560,4/1/2019,2,10274459,266.18,4/3/19 13:03,W,817,12,3017835
111204570,4/1/2019,2,10274460,350.45,4/3/19 13:03,W,770,15,3017836
111204620,4/1/2019,2,10274462,668.1,4/3/19 13:03,W,315,25,3017838
111204624,4/1/2019,2,10274473,462.81,4/3/19 13:03,W,48,19,3017849
111204700,4/1/2019,2,10274465,526.34,4/3/19 13:03,W,1046,21,3017841
111204710,4/1/2019,2,10274477,210,4/3/19 13:03,W,867,9,3017853
111204720,4/1/2019,2,10274466,350.45,4/3/19 13:03,W,20,15,3017842
111204730,4/1/2019,2,10274461,210,4/3/19 13:03,W,340,6,3017837
111204750,4/1/2019,2,10274467,238.09,4/3/19 13:03,W,406,11,3017843
111204751,4/1/2019,2,10274481,238.09,4/3/19 13:03,W,789,11,3017857
111204760,4/1/2019,2,10274476,322.36,4/3/19 13:03,W,765,14,3017852
111204940,4/1/2019,2,10274472,266.18,4/3/19 13:03,W,27,12,3017848
111204950,4/1/2019,2,10274470,210,4/3/19 13:03,W,797,10,3017846
111205140,4/1/2019,2,10274491,597.22,4/3/19 13:03,W,53,23,3017867
111205220,4/1/2019,2,10274490,462.81,4/3/19 13:03,W,47,19,3017866
111205230,4/1/2019,2,10274485,931.4,4/3/19 13:03,W,71,32,3017861
111205230,4/1/2019,4,1577758,-851.87,4/1/19 9:01,W,,,3017454
111205240,4/1/2019,2,10274486,462.81,4/3/19 13:03,W,53,19,3017862
111205300,4/1/2019,2,10274489,1324.52,4/3/19 13:03,W,54,41,3017865
111205310,4/1/2019,2,10274488,561.78,4/3/19 13:03,W,53,22,3017864
111205340,4/1/2019,2,10274493,462.81,4/3/19 13:03,W,47,19,3017869
111205340,4/1/2019,4,1577768,-987.33,4/1/19 9:37,W,,,3017464
111205341,4/1/2019,2,10274487,597.22,4/3/19 13:03,W,48,23,3017863
111205351,4/1/2019,2,10274499,1470.68,4/3/19 13:03,W,648,44,3017875
111205360,4/1/2019,2,10274501,210,4/3/19 13:03,W,439,7,3017877
111205370,4/1/2019,2,10274500,294.27,4/3/19 13:03,W,38,13,3017876
111205410,4/1/2019,2,10274502,931.4,4/3/19 13:03,W,440,32,3017878
111205430,4/1/2019,2,10274504,13075.12,4/3/19 13:03,W,1901,148,3017880
111205450,4/1/2019,2,10274503,238.09,4/3/19 13:03,W,25,11,3017879
111205800,4/1/2019,2,10274510,210,4/3/19 13:03,W,289,9,3017886
111205820,4/1/2019,2,10274514,774.42,4/3/19 13:03,W,576,28,3017890
111205822,4/1/2019,2,10274515,210,4/3/19 13:03,W,24,9,3017891
111205880,4/1/2019,2,10274517,3809.24,4/3/19 13:03,W,405,92,3017893
111205900,4/1/2019,2,10274518,210,4/3/19 13:03,W,5,5,3017894
111205910,4/1/2019,2,10274520,210,4/3/19 13:03,W,122,6,3017896
111205920,4/1/2019,2,10274519,210,4/3/19 13:03,W,3,3,3017895
111205940,4/1/2019,2,10274521,350.45,4/3/19 13:03,W,111,15,3017897
111206140,4/1/2019,2,10274528,210,4/3/19 13:03,W,738,9,3017904
111206150,4/1/2019,2,10274529,462.81,4/3/19 13:03,W,45,19,3017905
111206180,4/1/2019,2,10274530,1324.52,4/3/19 13:03,W,82,41,3017906
111206220,4/1/2019,2,10274531,406.63,4/3/19 13:03,W,42,17,3017907
111206220,4/1/2019,4,1577784,-416.39,4/1/19 12:21,W,,,3017480
111206240,4/1/2019,2,10274532,294.27,4/3/19 13:03,W,31,13,3017908
111206270,4/1/2019,2,10274533,322.36,4/3/19 13:03,W,18,14,3017909
111206500,4/1/2019,2,10274538,210,4/3/19 13:03,W,256,3,3017914
111206570,4/1/2019,2,10274546,315,4/3/19 13:03,W,16,7,3017922
111206590,4/1/2019,2,10274543,210,4/3/19 13:03,W,18,10,3017919
111206640,4/1/2019,2,10274542,266.18,4/3/19 13:03,W,729,12,3017918
111206700,4/1/2019,2,10274544,526.34,4/3/19 13:03,W,26,21,3017920
111206740,4/1/2019,2,10274541,378.54,4/3/19 13:03,W,21,16,3017917
111206760,4/1/2019,2,10274540,266.18,4/3/19 13:03,W,12,12,3017916
111206800,4/1/2019,2,10274545,406.63,4/3/19 13:03,W,38,17,3017921
111206820,4/1/2019,2,10274548,561.78,4/3/19 13:03,W,441,22,3017924
111206860,4/1/2019,2,10274550,462.81,4/3/19 13:03,W,39,19,3017926
111206870,4/1/2019,2,10274554,266.18,4/3/19 13:03,W,2647,12,3017930
111206890,4/1/2019,2,10274553,210,4/3/19 13:03,W,24,10,3017929
111206900,4/1/2019,2,10274551,350.45,4/3/19 13:03,W,33,15,3017927
111206910,4/1/2019,2,10274552,266.18,4/3/19 13:03,W,771,12,3017928
111206990,4/1/2019,2,10274556,315,4/3/19 13:03,W,158,0,3017932
111207060,4/1/2019,2,10274562,632.66,4/3/19 13:03,W,435,24,3017938
111207070,4/1/2019,2,10274563,757.08,4/3/19 13:03,W,37,16,3017939
111207130,4/1/2019,2,10274565,434.72,4/3/19 13:03,W,45,18,3017941
111207180,4/1/2019,2,10274568,322.36,4/3/19 13:03,W,1746,14,3017944
111207190,4/1/2019,2,10274570,462.81,4/3/19 13:03,W,20,19,3017946
111207200,4/1/2019,2,10274567,294.27,4/3/19 13:03,W,39,13,3017943
111207210,4/1/2019,2,10274569,738.98,4/3/19 13:03,W,162,27,3017945
111207220,4/1/2019,2,10274566,668.1,4/3/19 13:03,W,53,25,3017942
111207670,4/1/2019,2,10274240,210,4/3/19 13:03,W,750,7,3017616
111207693,4/1/2019,2,10274495,350.45,4/3/19 13:03,W,39,15,3017871
111207694,4/1/2019,2,10274373,238.09,4/3/19 13:03,W,970,11,3017749
111207695,4/1/2019,2,10274341,322.36,4/3/19 13:03,W,34,14,3017717
111207697,4/1/2019,2,10274288,6050.36,4/3/19 13:03,W,345,138,3017664
111207698,4/1/2019,2,10274298,210,4/3/19 13:03,W,779,6,3017674
111207699,4/1/2019,2,10274450,210,4/3/19 13:03,W,248,1,3017826
111207700,4/1/2019,2,10274433,5222.12,4/3/19 13:03,W,278,121,3017809
111207702,4/1/2019,2,10274367,774.42,4/3/19 13:03,W,66,28,3017743
111207703,4/1/2019,2,10274513,1616.84,4/3/19 13:03,W,541,47,3017889
111207704,4/1/2019,2,10274435,703.54,4/3/19 13:03,W,92,26,3017811
111207705,4/1/2019,2,10274482,4982.56,4/3/19 13:03,W,191,82,3017858
111207706,4/1/2019,2,10274269,378.54,4/3/19 13:03,W,527,16,3017645
111207707,4/1/2019,2,10274469,210,4/3/19 13:03,W,788,9,3017845
111207709,4/1/2019,2,10274281,210,4/3/19 13:03,W,573,9,3017657
111207710,4/1/2019,2,10274509,357.11,4/3/19 13:03,W,581,11,3017885
111207711,4/1/2019,2,10274302,2402.82,4/3/19 13:03,W,99,42,3017678
111207712,4/1/2019,2,10274471,858.9,4/3/19 13:03,W,77,20,3017847
111207714,4/1/2019,2,10274363,294.27,4/3/19 13:03,W,701,13,3017739
111207715,4/1/2019,2,10274431,378.54,4/3/19 13:03,W,17,16,3017807
111207715,4/1/2019,4,1577786,-509.11,4/1/19 12:59,W,,,3017482
111207716,4/1/2019,2,10274412,210,4/3/19 13:03,W,319,1,3017788
111207719,4/1/2019,2,10274274,1568.12,4/3/19 13:03,W,656,46,3017650
111207720,4/1/2019,2,10274235,738.98,4/3/19 13:03,W,1027,27,3017611
111207721,4/1/2019,2,10274468,483.44,4/3/19 13:03,W,768,14,3017844
111207722,4/1/2019,2,10274474,406.63,4/3/19 13:03,W,653,17,3017850
111207723,4/1/2019,2,10274555,322.36,4/3/19 13:03,W,37,14,3017931
111207724,4/1/2019,2,10274424,357.11,4/3/19 13:03,W,542,11,3017800
111207725,4/1/2019,2,10274305,809.86,4/3/19 13:03,W,885,29,3017681
111207726,4/1/2019,2,10274547,315,4/3/19 13:03,W,4,2,3017923
111207727,4/1/2019,2,10274375,210,4/3/19 13:03,W,292,6,3017751
111207728,4/1/2019,2,10274359,406.63,4/3/19 13:03,W,198,17,3017735
111207730,4/1/2019,2,10274430,462.81,4/3/19 13:03,W,377,19,3017806
111207732,4/1/2019,2,10274425,465.78,4/3/19 13:03,W,149,12,3017801
111207733,4/1/2019,2,10274494,1123.56,4/3/19 13:03,W,563,22,3017870
111207734,4/1/2019,2,10274497,210,4/3/19 13:03,W,139,10,3017873
111207735,4/1/2019,2,10274496,210,4/3/19 13:03,W,111,8,3017872
111207736,4/1/2019,2,10274539,462.81,4/3/19 13:03,W,191,19,3017915
111207737,4/1/2019,2,10274312,210,4/3/19 13:03,W,168,10,3017688
111207738,4/1/2019,2,10274444,210,4/3/19 13:03,W,375,2,3017820
111207739,4/1/2019,2,10274264,210,4/3/19 13:03,W,72,5,3017640
111207740,4/1/2019,2,10274250,210,4/3/19 13:03,W,33,5,3017626
111207741,4/1/2019,2,10274245,367.5,4/3/19 13:03,W,31,9,3017621
111207742,4/1/2019,2,10274511,420,4/3/19 13:03,W,34,6,3017887
111207743,4/1/2019,2,10274560,420,4/3/19 13:03,W,83,2,3017936
111207744,4/1/2019,2,10274338,266.18,4/3/19 13:03,W,59,12,3017714
111207745,4/1/2019,2,10274360,210,4/3/19 13:03,W,38,10,3017736
111207746,4/1/2019,2,10274475,294.27,4/3/19 13:03,W,43,13,3017851
111207747,4/1/2019,2,10274478,210,4/3/19 13:03,W,23,8,3017854
112202700,4/1/2019,2,10274397,1232.75,4/3/19 13:03,W,101,39,3017773
112202710,4/1/2019,2,10274398,1324.52,4/3/19 13:03,W,708,41,3017774
112202720,4/1/2019,2,10274399,1324.52,4/3/19 13:03,W,995,41,3017775
112203840,4/1/2019,2,10274438,434.72,4/3/19 13:03,W,49,18,3017814
112203990,4/1/2019,2,10274443,210,4/3/19 13:03,W,32,10,3017819
112204140,4/1/2019,2,10274446,210,4/3/19 13:03,W,148,10,3017822
112204210,4/1/2019,2,10274449,210,4/3/19 13:03,W,15,9,3017825
113200190,4/1/2019,2,10274248,210,4/3/19 13:03,W,498,5,3017624
113200240,4/1/2019,2,10274253,1554.24,4/3/19 13:03,W,88,31,3017629
113200670,4/1/2019,2,10274295,760.62,4/3/19 13:03,W,334,18,3017671
113200720,4/1/2019,2,10274301,315,4/3/19 13:03,W,8,3,3017677
113203100,4/1/2019,2,10274415,526.34,4/3/19 13:03,W,52,21,3017791
113204500,4/1/2019,2,10274458,210,4/3/19 13:03,W,5,5,3017834
113205350,4/1/2019,2,10274498,662.34,4/3/19 13:03,W,35,16,3017874
113205720,4/1/2019,2,10274505,809.76,4/3/19 13:03,W,404,19,3017881
113205770,4/1/2019,2,10274508,367.5,4/3/19 13:03,W,463,4,3017884
113205810,4/1/2019,2,10274512,367.5,4/3/19 13:03,W,13,5,3017888
113206000,4/1/2019,2,10274522,420,4/3/19 13:03,W,19,8,3017898
113206080,4/1/2019,2,10274526,1704.92,4/3/19 13:03,W,656,33,3017902
113206300,4/1/2019,2,10274534,367.5,4/3/19 13:03,W,20,8,3017910
113206360,4/1/2019,2,10274535,514.92,4/3/19 13:03,W,287,13,3017911
113206460,4/1/2019,2,10274537,858.9,4/3/19 13:03,W,446,20,3017913
113207000,4/1/2019,2,10274557,367.5,4/3/19 13:03,W,269,2,3017933
113207020,4/1/2019,2,10274558,809.76,4/3/19 13:03,W,46,19,3017934
114200680,4/1/2019,2,10274297,350.45,4/3/19 13:03,W,40,15,3017673
114204150,4/1/2019,2,10274396,294.27,4/3/19 13:03,W,630,13,3017772
114204320,4/1/2019,2,10274453,315,4/3/19 13:03,W,23,8,3017829
114204520,4/1/2019,2,10274457,567.66,4/3/19 13:03,W,1034,16,3017833
114204770,4/1/2019,2,10274479,1719.46,4/3/19 13:03,W,754,37,3017855
114205000,4/1/2019,2,10274483,315,4/3/19 13:03,W,2,0,3017859
114205040,4/1/2019,2,10274484,378.54,4/3/19 13:03,W,866,16,3017860
114206060,4/1/2019,2,10274525,315,4/3/19 13:03,W,10,3,3017901
114207240,4/1/2019,2,10274571,3667.12,4/3/19 13:03,W,65,64,3017947
114207250,4/1/2019,2,10274572,895.49,4/3/19 13:03,W,47,23,3017948
115200220,4/1/2019,2,10274251,1407.08,4/3/19 13:03,W,518,26,3017627
115200280,4/1/2019,2,10274256,1862.8,4/3/19 13:03,W,979,32,3017632
115200450,4/1/2019,2,10274272,4110.64,4/3/19 13:03,W,975,56,3017648
115203600,4/1/2019,2,10274437,869.44,4/3/19 13:03,W,42,18,3017813
115205730,4/1/2019,2,10274506,420,4/3/19 13:03,W,23,9,3017882
115205740,4/1/2019,2,10274507,420,4/3/19 13:03,W,9,3,3017883
115206100,4/1/2019,2,10274527,869.44,4/3/19 13:03,W,413,18,3017903
115206440,4/1/2019,2,10274536,1052.68,4/3/19 13:03,W,529,21,3017912
116203500,4/1/2019,2,10274436,3255.42,4/3/19 13:03,W,96,52,3017812
117203300,4/1/2019,2,10274392,210,4/3/19 13:03,W,24,10,3017768
120203310,4/1/2019,2,10274368,561.78,4/3/19 13:03,W,776,22,3017744
123203320,4/1/2019,2,10274480,210,4/3/19 13:03,W,653,10,3017856
126203330,4/1/2019,2,10274420,367.5,4/3/19 13:03,W,4,1,3017796
211200024,4/1/2019,4,1577754,-462,4/1/19 8:49,W,,,3017450
211200250,4/1/2019,4,1577797,-250,4/1/19 14:24,W,,,3017493
211201070,4/1/2019,4,1577795,-616.55,4/1/19 14:15,W,,,3017491
211201572,4/1/2019,4,1577791,-231,4/1/19 13:55,W,,,3017487
211202640,4/1/2019,4,1577746,-231,4/1/19 8:23,W,,,3017442
211203540,4/1/2019,4,1577805,-385.5,4/1/19 15:34,W,,,3017501
211203680,4/1/2019,4,1577741,-231,4/1/19 8:08,W,,,3017437
211203790,4/1/2019,4,1577774,-647.44,4/1/19 10:24,W,,,3017470
211204130,4/1/2019,4,1577755,-500,4/1/19 8:50,W,,,3017451
211205310,4/1/2019,4,1577776,-219.45,4/1/19 10:42,W,,,3017472
211205780,4/1/2019,4,1577756,-323.72,4/1/19 8:57,W,,,3017452
211206570,4/1/2019,4,1577778,-231,4/1/19 10:44,W,,,3017474
211207020,4/1/2019,4,1577743,-231,4/1/19 8:13,W,,,3017439
211207090,4/1/2019,2,10274383,322.36,4/3/19 13:03,W,32,14,3017759
211207350,4/1/2019,2,10274492,210,4/3/19 13:03,W,24,10,3017868
