SysNo,ReceiptType,ReceiptNo,AcctNo,BillNo,PymtDate,PymtMethod,Cash,CheckAmt,CheckNo,BankID,Branch,ReceiptStatus,Teller,BankSource
210388,4,1570217,411206581,10262712,1-4-2019,0,588.5,0,               ,,               ,1,WIN,0
210452,4,1570254,411206633,10262693,1-4-2019,0,700,0,               ,,               ,1,WIN,0
210385,4,1570214,411206683,10262671,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210448,4,1570250,411206686,10262447,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210396,4,1570225,511200050,10262806,1-4-2019,0,763.7,0,               ,,               ,1,WIN,0
210377,4,1570205,511202470,10263172,1-4-2019,0,994.15,0,               ,,               ,1,WIN,0
210376,4,1570204,511204710,10263365,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210431,4,1570234,511205633,10262845,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210442,4,1570244,511205674,10263067,1-4-2019,0,646,0,               ,,               ,1,WIN,0
210453,4,1570255,511205675,10263068,1-4-2019,0,675.4,0,               ,,               ,1,WIN,0
210445,4,1570247,511205708,10262674,1-4-2019,0,249.45,0,               ,,               ,1,WIN,0
210433,4,1570235,511205843,10263116,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210428,4,1570231,511205884,10263133,1-4-2019,0,249.45,0,               ,,               ,1,WIN,0
210457,4,1570259,513201860,10263033,1-4-2019,0,940.25,0,               ,,               ,1,WIN,0
210461,4,1570263,611201210,10263589,1-4-2019,0,689.45,0,               ,,               ,1,WIN,0
210395,4,1570224,611201320,10263424,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210387,4,1570216,611201400,10263567,1-4-2019,0,660,0,               ,,               ,1,WIN,0
210410,4,1570229,611201990,10263568,1-4-2019,0,440,0,               ,,               ,1,WIN,0
210456,4,1570258,611202030,10263596,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210455,4,1570257,611202440,10263615,1-4-2019,0,763.7,0,               ,,               ,1,WIN,0
210441,4,1570243,611202497,10263479,1-4-2019,0,249.45,0,               ,,               ,1,WIN,0
210390,4,1570219,611202575,10263619,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210454,4,1570256,611202582,10263682,1-4-2019,0,514.25,0,               ,,               ,1,WIN,0
210435,4,1570237,611202614,10263422,1-4-2019,0,426,0,               ,,               ,1,WIN,0
210450,4,1570252,611202625,10263512,1-4-2019,0,220,0,               ,,               ,1,WIN,0
210398,4,1567437,711100005,10263703,1-4-2019,0,418,0,               ,,               ,1,MENCHIE,0
210422,4,1567459,711100013,10263726,1-4-2019,0,1000,0,               ,,               ,1,MENCHIE,0
210414,4,1567451,711100037,10263764,1-4-2019,0,209,0,               ,,               ,1,MENCHIE,0
210406,4,1567445,711100139,10263995,1-4-2019,0,440,0,               ,,               ,1,MENCHIE,0
210412,4,1567449,711100163,10264026,1-4-2019,0,200,0,               ,,               ,1,MENCHIE,0
210419,4,1567456,711100189,10264066,1-4-2019,0,220,0,               ,,               ,1,MENCHIE,0
210411,4,1567447,711100197,10264081,1-4-2019,0,400,0,               ,,               ,1,MENCHIE,0
210405,4,1567444,711100209,10263737,1-4-2019,0,260,0,               ,,               ,1,MENCHIE,0
210400,4,1567439,711100210,10263752,1-4-2019,0,484.85,0,               ,,               ,1,MENCHIE,0
210418,4,1567455,711100218,10263773,1-4-2019,0,460.68,0,               ,,               ,1,MENCHIE,0
210403,4,1567442,711100254,10263893,1-4-2019,0,1000,0,               ,,               ,1,MENCHIE,0
210425,4,1567462,711100283,10263941,1-4-2019,0,440,0,               ,,               ,1,MENCHIE,0
210402,4,1567441,711100306,10264075,1-4-2019,0,220,0,               ,,               ,1,MENCHIE,0
210407,4,1567446,711100324,10263830,1-4-2019,0,236.97,0,               ,,               ,1,MENCHIE,0
210399,4,1567438,711100329,10263872,1-4-2019,0,287.9,0,               ,,               ,1,MENCHIE,0
210413,4,1567450,711100333,10263924,1-4-2019,0,500,0,               ,,               ,1,MENCHIE,0
210421,4,1567458,711100367,10263730,1-4-2019,0,337.7,0,               ,,               ,1,MENCHIE,0
210420,4,1567457,711100377,10263866,1-4-2019,0,400,0,               ,,               ,1,MENCHIE,0
210404,4,1567443,711100409,10263848,1-4-2019,0,264.91,0,               ,,               ,1,MENCHIE,0
210401,4,1567440,711100432,10263855,1-4-2019,0,220,0,               ,,               ,1,MENCHIE,0
210417,4,1567454,811100014,10264120,1-4-2019,0,220,0,               ,,               ,1,MENCHIE,0
210415,4,1567452,811100036,10264150,1-4-2019,0,308.3,0,               ,,               ,1,MENCHIE,0
210423,4,1567460,811100042,10264157,1-4-2019,0,440,0,               ,,               ,1,MENCHIE,0
210424,4,1567461,811100054,10264170,1-4-2019,0,498.9,0,               ,,               ,1,MENCHIE,0
210416,4,1567453,811100056,10264172,1-4-2019,0,220,0,               ,,               ,1,MENCHIE,0
210464,4,1570266,111200230,10264233,1-7-2019,0,337.4,0,               ,,               ,1,WIN,0
210505,4,1570307,111200470,10264256,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210515,4,1570317,111200920,10264306,1-7-2019,0,561.78,0,               ,,               ,1,WIN,0
210534,4,1570337,111201090,10264326,1-7-2019,0,1359.55,0,               ,,               ,1,WIN,0
210525,4,1570327,111202470,10264366,1-7-2019,0,650,0,               ,,               ,1,WIN,0
210513,4,1570315,111203040,10264395,1-7-2019,0,650,0,               ,,               ,1,WIN,0
210478,4,1570280,111203590,10263007,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210537,4,1570340,111204340,10264437,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210556,4,1570360,111204750,10264449,1-7-2019,0,210,0,               ,,               ,1,WIN,0
210480,4,1570282,111206870,10264531,1-7-2019,0,484.85,0,               ,,               ,1,WIN,0
210477,4,1570279,111207694,10264355,1-7-2019,0,699.9,0,               ,,               ,1,WIN,0
210536,4,1570339,111207706,10264251,1-7-2019,0,294.27,0,               ,,               ,1,WIN,0
210557,4,1570361,111207736,10264523,1-7-2019,0,1011.19,0,               ,,               ,1,WIN,0
210560,4,1570364,111207740,10264231,1-7-2019,0,210,0,               ,,               ,1,WIN,0
210520,4,1570322,113200240,10264234,1-7-2019,0,2022.9,0,               ,,               ,1,WIN,0
210524,4,1570326,113200240,10264234,1-7-2019,0,2081.62,0,               ,,               ,1,WIN,0
210558,4,1570362,113205720,10264486,1-7-2019,0,920.9,0,               ,,               ,1,WIN,0
210559,4,1570363,115205730,10264487,1-7-2019,0,532.36,0,               ,,               ,1,WIN,0
210550,4,1570353,211200020,10264658,1-7-2019,0,1111,0,               ,,               ,1,WIN,0
210508,4,1570310,211200280,10264579,1-7-2019,0,430,0,               ,,               ,1,WIN,0
210545,4,1570348,211200660,10264603,1-7-2019,0,210,0,               ,,               ,1,WIN,0
210555,4,1570358,211201150,10264625,1-7-2019,0,210,0,               ,,               ,1,WIN,0
210469,4,1570271,211202090,10264679,1-7-2019,0,469.45,0,               ,,               ,1,WIN,0
210476,4,1570278,211202340,10264689,1-7-2019,0,646,0,               ,,               ,1,WIN,0
210517,4,1570319,211202420,10264695,1-7-2019,0,367.15,0,               ,,               ,1,WIN,0
210471,4,1570273,211202821,10264722,1-7-2019,0,835.45,0,               ,,               ,1,WIN,0
210503,4,1570305,211203420,10264901,1-7-2019,0,811.25,0,               ,,               ,1,WIN,0
210546,4,1570349,211203610,10264774,1-7-2019,0,430,0,               ,,               ,1,WIN,0
210479,4,1570281,211203680,10264780,1-7-2019,0,210,0,               ,,               ,1,WIN,0
210492,4,1570294,211205230,10264990,1-7-2019,0,209,0,               ,,               ,1,WIN,0
210475,4,1570277,211205490,10265003,1-7-2019,0,400,0,               ,,               ,1,WIN,0
210531,4,1570333,211205800,10265028,1-7-2019,0,848.4,0,               ,,               ,1,WIN,0
210562,4,1570366,211205900,10265036,1-7-2019,0,279.56,0,               ,,               ,1,WIN,0
210566,4,1570368,211206831,10265151,1-7-2019,0,210,0,               ,,               ,1,WIN,0
210495,4,1570297,211206883,10265163,1-7-2019,0,469.45,0,               ,,               ,1,WIN,0
210470,4,1570272,211207290,10264729,1-7-2019,0,484.85,0,               ,,               ,1,WIN,0
210497,4,1570299,211207765,10264768,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210535,4,1570338,211207770,10264776,1-7-2019,0,469.45,0,               ,,               ,1,WIN,0
210563,4,1570335,211207781,10265445,1-7-2019,0,278.85,0,               ,,               ,1,WIN,0
210488,4,1570290,211207855,10262932,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210486,4,1570288,211207892,10264829,1-7-2019,0,498.85,0,               ,,               ,1,WIN,0
210521,4,1570323,215200640,10264600,1-7-2019,0,4612.55,0,               ,,               ,1,WIN,0
210523,4,1570325,215200640,10264600,1-7-2019,0,1776.7,0,               ,,               ,1,WIN,0
210543,4,1570346,311201260,10255492,1-7-2019,0,4064.95,0,               ,,               ,1,WIN,0
210472,4,1570274,311203282,10262112,1-7-2019,0,200,0,               ,,               ,1,WIN,0
210467,4,1570269,311203390,10262131,1-7-2019,0,440,0,               ,,               ,1,WIN,0
210504,4,1570306,311204080,10263220,1-7-2019,0,440,0,               ,,               ,1,WIN,0
210490,4,1570292,311204300,10262126,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210473,4,1570275,311205360,10262106,1-7-2019,0,440,0,               ,,               ,1,WIN,0
210482,4,1570284,314205625,10262119,1-7-2019,0,367.15,0,               ,,               ,1,WIN,0
210514,4,1570316,314205668,10262215,1-7-2019,0,440,0,               ,,               ,1,WIN,0
210528,4,1570330,411200391,10262488,1-7-2019,0,704.85,0,               ,,               ,1,WIN,0
210539,4,1570342,411200780,10262518,1-7-2019,0,337.7,0,               ,,               ,1,WIN,0
210533,4,1570336,411202490,10262533,1-7-2019,0,278.85,0,               ,,               ,1,WIN,0
210554,4,1570357,411202530,10262421,1-7-2019,0,662.75,0,               ,,               ,1,WIN,0
210549,4,1570352,411203080,10263022,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210540,4,1570343,411203270,10262480,1-7-2019,0,390,0,               ,,               ,1,WIN,0
210529,4,1570331,411204001,10262616,1-7-2019,0,249.45,0,               ,,               ,1,WIN,0
210551,4,1570354,411204040,10262792,1-7-2019,0,396.55,0,               ,,               ,1,WIN,0
210487,4,1570289,411204041,10262750,1-7-2019,0,737,0,               ,,               ,1,WIN,0
210485,4,1570287,411204320,10262641,1-7-2019,0,440,0,               ,,               ,1,WIN,0
210552,4,1570355,411204590,10262650,1-7-2019,0,308.3,0,               ,,               ,1,WIN,0
210538,4,1570341,411204720,10262740,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210547,4,1570350,411204952,10262759,1-7-2019,0,1000,0,               ,,               ,1,WIN,0
210466,4,1570268,411205990,10262492,1-7-2019,0,822.55,0,               ,,               ,1,WIN,0
210491,4,1570293,411206080,10262730,1-7-2019,0,700,0,               ,,               ,1,WIN,0
210483,4,1570285,411206370,10262718,1-7-2019,0,500,0,               ,,               ,1,WIN,0
210501,4,1570303,411206390,10262797,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210509,4,1570311,411206557,10262608,1-7-2019,0,557.75,0,               ,,               ,1,WIN,0
210548,4,1570351,411206584,10262713,1-7-2019,0,220,0,               ,,               ,1,WIN,0
210553,4,1570356,411206588,10262459,1-7-2019,0,500,0,               ,,               ,1,WIN,0
210465,4,1570267,411206622,10262708,1-7-2019,0,852,0,               ,,               ,1,WIN,0
210512,4,1570314,411206668,10262451,1-7-2019,0,440,0,               ,,               ,1,WIN,0
