SysNo,ReceiptType,ReceiptNo,AcctNo,BillNo,PymtDate,PymtMethod,Cash,CheckAmt,CheckNo,BankID,Branch,ReceiptStatus,Teller,BankSource
220727,4,1579945,511205946,10276729,5/2/2019,0,231,0,               ,,               ,1,WIN,0
220726,4,1579944,211207839,10274910,5/2/2019,0,578.99,0,               ,,               ,1,WIN,0
220725,4,1579943,611202529,10276941,5/2/2019,0,261.94,0,               ,,               ,1,WIN,0
220724,4,1579942,211203610,10274786,5/2/2019,0,462,0,               ,,               ,1,WIN,0
220723,4,1579941,411203230,10276325,5/2/2019,0,292.83,0,               ,,               ,1,WIN,0
220722,4,1579940,511205734,10276302,5/2/2019,0,847.55,0,               ,,               ,1,WIN,0
220721,4,1579939,211201960,10274684,5/2/2019,0,478.22,0,               ,,               ,1,WIN,0
220720,4,1579938,311204300,10275443,5/2/2019,0,231,0,               ,,               ,1,WIN,0
220719,4,1579937,311203390,10275448,5/2/2019,0,462,0,               ,,               ,1,WIN,0
220718,4,1579936,311202690,10275338,5/2/2019,0,447.33,0,               ,,               ,1,WIN,0
220717,4,1579935,411206652,10276033,5/2/2019,0,540,0,               ,,               ,1,WIN,0
220716,4,1579934,511203910,10276652,5/2/2019,0,231,0,               ,,               ,1,WIN,0
220715,4,1579933,511205330,10276653,5/2/2019,0,323.72,0,               ,,               ,1,WIN,0
220714,4,1579932,211207783,10274826,5/2/2019,0,1000.71,0,               ,,               ,1,WIN,0
220713,4,1579931,511205638,10276326,5/2/2019,0,385.5,0,               ,,               ,1,WIN,0
220712,4,1579930,111200810,10274316,5/2/2019,0,1613.36,0,               ,,               ,1,WIN,0
220711,4,1579929,111200660,10274294,5/2/2019,0,509.11,0,               ,,               ,1,WIN,0
220710,4,1579928,211204380,10274864,5/2/2019,0,523.83,0,               ,,               ,1,WIN,0
220709,4,1579927,611202496,10276834,5/2/2019,0,540,0,               ,,               ,1,WIN,0
220708,4,1579926,611202523,10276857,5/2/2019,0,1274.95,0,               ,,               ,1,WIN,0
220707,4,1579925,511205520,10276654,5/2/2019,0,231,0,               ,,               ,1,WIN,0
220706,4,1579924,411203030,10275729,5/2/2019,0,801.94,0,               ,,               ,1,WIN,0
220705,4,1579923,511200780,10276295,5/2/2019,0,693,0,               ,,               ,1,WIN,0
220704,4,1579922,211207710,10274855,5/2/2019,0,231,0,               ,,               ,1,WIN,0
220703,4,1579921,311202080,10275272,5/2/2019,0,416.39,0,               ,,               ,1,WIN,0
220702,4,1579920,511205866,10276670,5/2/2019,0,231,0,               ,,               ,1,WIN,0
220701,4,1579919,511205450,10276708,5/2/2019,0,462,0,               ,,               ,1,WIN,0
220700,4,1579918,211202090,10274695,5/2/2019,0,231,0,               ,,               ,1,WIN,0
220699,4,1579917,511205600,10276497,4/30/2019,0,404.25,0,               ,,               ,1,WIN,0
220698,4,1579916,511200090,10276133,4/30/2019,0,478.22,0,               ,,               ,1,WIN,0
220697,4,1579915,511205881,10276181,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220696,4,1579914,211207550,10275101,4/30/2019,0,1508.84,0,               ,,               ,1,WIN,0
220695,4,1579913,511201280,10276234,4/30/2019,0,1080,0,               ,,               ,1,WIN,0
220694,4,1579912,611202070,10276784,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220693,4,1579911,511205883,10276294,4/30/2019,0,323.72,0,               ,,               ,1,WIN,0
220692,4,1579910,511201660,10275867,4/30/2019,0,261.94,0,               ,,               ,1,WIN,0
220691,4,1579909,411206550,10276036,4/30/2019,0,462,0,               ,,               ,1,WIN,0
220690,4,1579908,411206650,10276020,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220689,4,1579907,511205714,10276335,4/30/2019,0,540,0,               ,,               ,1,WIN,0
220688,4,1579906,411203700,10275879,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220687,4,1579905,311201600,10275270,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220686,4,1579904,411202580,10275739,4/30/2019,0,734.95,0,               ,,               ,1,WIN,0
220685,4,1579903,211205650,10276951,4/30/2019,0,323.72,0,               ,,               ,1,WIN,0
220684,4,1579902,411201950,10275691,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220683,4,1579901,511205939,10276322,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220682,4,1579900,411205950,10275705,4/30/2019,0,1000,0,               ,,               ,1,WIN,0
220681,4,1579899,611202561,10276909,4/30/2019,0,450.45,0,               ,,               ,1,WIN,0
220680,4,1579898,611202360,10276959,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220679,4,1579897,211204730,10274961,4/30/2019,0,578.99,0,               ,,               ,1,WIN,0
220678,4,1579896,411206639,10275770,4/30/2019,0,462,0,               ,,               ,1,WIN,0
220677,4,1579895,611202506,10276809,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220676,4,1579894,411206593,10275654,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220675,4,1579893,511205955,10276713,4/30/2019,0,354.61,0,               ,,               ,1,WIN,0
220674,4,1579892,511205380,10276613,4/30/2019,0,367.5,0,               ,,               ,1,WIN,0
220673,4,1579891,511205717,10276602,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220672,4,1579890,311201710,10275277,4/30/2019,0,500,0,               ,,               ,1,WIN,0
220671,4,1579889,411201630,10275670,4/30/2019,0,323.72,0,               ,,               ,1,WIN,0
220670,4,1579888,314205700,10274417,4/30/2019,0,924,0,               ,,               ,1,WIN,0
220669,4,1579887,411206655,10276009,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220668,4,1579886,411204960,10276084,4/30/2019,0,385.5,0,               ,,               ,1,WIN,0
220667,4,1579885,411206611,10276011,4/30/2019,0,261.94,0,               ,,               ,1,WIN,0
220666,4,1579884,511205664,10275852,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220665,4,1579883,314205644,10275493,4/30/2019,0,924,0,               ,,               ,1,WIN,0
220664,4,1579882,411204480,10275965,4/30/2019,0,416.39,0,               ,,               ,1,WIN,0
220663,4,1579881,211202530,10274722,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220662,4,1579880,314205665,10275419,4/30/2019,0,977.2,0,               ,,               ,1,WIN,0
220661,4,1579879,411206612,10275984,4/30/2019,0,734.95,0,               ,,               ,1,WIN,0
220660,4,1579878,411206621,10275916,4/30/2019,0,500,0,               ,,               ,1,WIN,0
220659,4,1579877,211206610,10275116,4/30/2019,0,354.61,0,               ,,               ,1,WIN,0
220658,4,1579876,511205590,10276166,4/30/2019,0,771,0,               ,,               ,1,WIN,0
220657,4,1579875,511205828,10276380,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220656,4,1579874,611202608,10276744,4/30/2019,0,1356.05,0,               ,,               ,1,WIN,0
220655,4,1579873,511205927,10276619,4/30/2019,0,1101.95,0,               ,,               ,1,WIN,0
220654,4,1579872,311201610,10275367,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220653,4,1579871,211207704,10275022,4/30/2019,0,656.97,0,               ,,               ,1,WIN,0
220652,4,1579870,411206642,10276077,4/30/2019,0,500,0,               ,,               ,1,WIN,0
220651,4,1579869,211207927,10274921,4/30/2019,0,600.39,0,               ,,               ,1,WIN,0
220650,4,1579868,411200980,10275628,4/30/2019,0,385.5,0,               ,,               ,1,WIN,0
220649,4,1579867,411200362,10275605,4/30/2019,0,509.11,0,               ,,               ,1,WIN,0
220648,4,1579866,411204962,10276086,4/30/2019,0,219.45,0,               ,,               ,1,WIN,0
220647,4,1579865,411205410,10276115,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220646,4,1579864,611201730,10276929,4/30/2019,0,693,0,               ,,               ,1,WIN,0
220645,4,1579863,411203010,10275841,4/30/2019,0,509.11,0,               ,,               ,1,WIN,0
220644,4,1579862,211201040,10274678,4/30/2019,0,462,0,               ,,               ,1,WIN,0
220643,4,1579861,411206637,10276493,4/30/2019,0,478.22,0,               ,,               ,1,WIN,0
220642,4,1579860,511205100,10275224,4/30/2019,0,336.88,0,               ,,               ,1,WIN,0
220641,4,1579859,511203840,10276642,4/30/2019,0,851.87,0,               ,,               ,1,WIN,0
220640,4,1579858,611201140,10276870,4/30/2019,0,210,0,               ,,               ,1,WIN,0
220639,4,1579857,411202741,10275749,4/30/2019,0,617.98,0,               ,,               ,1,WIN,0
220638,4,1579856,511202560,10276509,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220637,4,1579855,511205901,10276689,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220636,4,1579854,511204080,10276672,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220635,4,1579853,314205660,10275291,4/30/2019,0,492.94,0,               ,,               ,1,WIN,0
220634,4,1579852,314205648,10275481,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220633,4,1579851,511204950,10276686,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220632,4,1579850,411206240,10275788,4/30/2019,0,1000,0,               ,,               ,1,WIN,0
220631,4,1579849,111203150,10274445,4/30/2019,0,367.5,0,               ,,               ,1,WIN,0
220630,4,1579848,611202160,10276943,4/30/2019,0,447.33,0,               ,,               ,1,WIN,0
220629,4,1579847,411206547,10275992,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220628,4,1579846,411202870,10275746,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220627,4,1579845,511205709,10276410,4/30/2019,0,1000,0,               ,,               ,1,WIN,0
220626,4,1579844,411204630,10275978,4/30/2019,0,261.94,0,               ,,               ,1,WIN,0
220625,4,1579843,411206596,10275866,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220624,4,1579842,311204090,10275499,4/30/2019,0,578.99,0,               ,,               ,1,WIN,0
220623,4,1579841,314205460,10276752,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220622,4,1579840,411204880,10276073,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220621,4,1579839,511201294,10276235,4/30/2019,0,300,0,               ,,               ,1,WIN,0
220620,4,1579838,411205670,10275585,4/30/2019,0,523.83,0,               ,,               ,1,WIN,0
220619,4,1579837,411206624,10275580,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220618,4,1579836,511205010,10276706,4/30/2019,0,400,0,               ,,               ,1,WIN,0
220617,4,1579835,211207888,10261634,4/30/2019,0,1100,0,               ,,               ,1,WIN,0
220616,4,1579834,211200250,10274592,4/30/2019,0,250,0,               ,,               ,1,WIN,0
220615,4,1579833,411203440,10275877,4/30/2019,0,354.61,0,               ,,               ,1,WIN,0
220614,4,1579832,411203280,10275794,4/30/2019,0,509.11,0,               ,,               ,1,WIN,0
220613,4,1579831,511205470,10276576,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220612,4,1579830,211201260,10274644,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220611,4,1579829,411202120,10275702,4/30/2019,0,809.28,0,               ,,               ,1,WIN,0
220610,4,1579828,511205699,10276574,4/30/2019,0,554.77,0,               ,,               ,1,WIN,0
220609,4,1579827,311203670,10275486,4/30/2019,0,1011.16,0,               ,,               ,1,WIN,0
220608,4,1579826,211206350,10275077,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220607,4,1579825,411202730,10275750,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220606,4,1579824,211207894,10274616,4/30/2019,0,3018.26,0,               ,,               ,1,WIN,0
220605,4,1579823,211202340,10274705,4/30/2019,0,500,0,               ,,               ,1,WIN,0
220604,4,1579822,111202310,10274377,4/30/2019,0,801.94,0,               ,,               ,1,WIN,0
220603,4,1579821,511205625,10276205,4/30/2019,0,323.72,0,               ,,               ,1,WIN,0
220602,4,1579820,111202140,10274366,4/30/2019,0,354.61,0,               ,,               ,1,WIN,0
220601,4,1579819,211207887,10274948,4/30/2019,0,462,0,               ,,               ,1,WIN,0
220600,4,1579818,211207767,10275174,4/30/2019,0,231,0,               ,,               ,1,WIN,0
220599,4,1579817,314205570,10275532,4/30/2019,0,851.87,0,               ,,               ,1,WIN,0
220598,4,1579816,611202568,10276819,4/30/2019,0,540,0,               ,,               ,1,WIN,0
220597,4,1579815,211205220,10274995,4/30/2019,0,647.44,0,               ,,               ,1,WIN,0
220596,4,1579814,511205764,10276585,4/30/2019,0,734.95,0,               ,,               ,1,WIN,0
220595,4,1579813,111200230,10274252,4/30/2019,0,323.72,0,               ,,               ,1,WIN,0
220594,4,1579812,611202617,10277018,4/30/2019,0,292.83,0,               ,,               ,1,WIN,0
220593,4,1579811,411206707,10276026,4/30/2019,0,462,0,               ,,               ,1,WIN,0
220592,4,1579810,211207852,10274941,4/30/2019,0,462,0,               ,,               ,1,WIN,0
220591,4,1579809,511201810,10276460,4/30/2019,0,447.33,0,               ,,               ,1,WIN,0
220590,4,1579808,111204570,10274460,4/30/2019,0,385.5,0,               ,,               ,1,WIN,0
220589,4,1579807,311200600,10275215,4/30/2019,0,894.61,0,               ,,               ,1,WIN,0
220588,4,1579806,311203740,10275372,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220587,4,1579805,611202594,10277011,4/29/2019,0,323.72,0,               ,,               ,1,WIN,0
220586,4,1579804,611202590,10276831,4/29/2019,0,509.11,0,               ,,               ,1,WIN,0
220585,4,1579803,411204730,10276064,4/29/2019,0,540,0,               ,,               ,1,WIN,0
220584,4,1579802,411204041,10276071,4/29/2019,0,1356.05,0,               ,,               ,1,WIN,0
220583,4,1579801,511205912,10276734,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220582,4,1579800,611202400,10276970,4/29/2019,0,261.94,0,               ,,               ,1,WIN,0
220581,4,1579799,311203660,10275485,4/29/2019,0,385.5,0,               ,,               ,1,WIN,0
220580,4,1579798,511205631,10276512,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220579,4,1579797,611202493,10276884,4/29/2019,0,205.8,0,               ,,               ,1,WIN,0
220578,4,1579796,611202460,10276923,4/29/2019,0,205.8,0,               ,,               ,1,WIN,0
220577,4,1579795,611202538,10276934,4/29/2019,0,205.8,0,               ,,               ,1,WIN,0
220576,4,1579794,211207764,10275170,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220575,4,1579793,211206530,10275093,4/29/2019,0,462,0,               ,,               ,1,WIN,0
220574,4,1579792,411206562,10275801,4/29/2019,0,462,0,               ,,               ,1,WIN,0
220573,4,1579791,211205120,10274992,4/29/2019,0,709.22,0,               ,,               ,1,WIN,0
220572,4,1579790,411202360,10275716,4/29/2019,0,385.5,0,               ,,               ,1,WIN,0
220571,4,1579789,211205540,10275012,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220570,4,1579788,211205490,10275009,4/29/2019,0,261.94,0,               ,,               ,1,WIN,0
220569,4,1579787,311204271,10275515,4/29/2019,0,700,0,               ,,               ,1,WIN,0
220568,4,1579786,411206555,10275983,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220567,4,1579785,111203570,10276428,4/29/2019,0,462,0,               ,,               ,1,WIN,0
220566,4,1579784,511205752,10276356,4/29/2019,0,1308.7,0,               ,,               ,1,WIN,0
220565,4,1579783,314205706,10275426,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220564,4,1579782,511205610,10276434,4/29/2019,0,995.38,0,               ,,               ,1,WIN,0
220563,4,1579781,411201100,10275648,4/29/2019,0,354.61,0,               ,,               ,1,WIN,0
220562,4,1579780,211202350,10274704,4/29/2019,0,462,0,               ,,               ,1,WIN,0
220561,4,1579779,511205647,10276687,4/29/2019,0,315,0,               ,,               ,1,WIN,0
220560,4,1579778,211207910,10274901,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220559,4,1579777,511205771,10276538,4/29/2019,0,354.61,0,               ,,               ,1,WIN,0
220558,4,1579776,211207712,10274632,4/29/2019,0,740.11,0,               ,,               ,1,WIN,0
220557,4,1579775,211207891,10274620,4/29/2019,0,462,0,               ,,               ,1,WIN,0
220556,4,1579774,511203580,10276629,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220555,4,1579773,314205688,10275425,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220554,4,1579772,311204980,10275559,4/29/2019,0,478.22,0,               ,,               ,1,WIN,0
220553,4,1579771,111205341,10274487,4/29/2019,0,1000,0,               ,,               ,1,WIN,0
220552,4,1579770,511201560,10276344,4/29/2019,0,832.83,0,               ,,               ,1,WIN,0
220551,4,1579769,211206570,10275105,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220550,4,1579768,511205931,10276626,4/29/2019,0,1214,0,               ,,               ,1,WIN,0
220549,4,1579767,511205633,10276169,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220548,4,1579766,411200760,10275633,4/29/2019,0,740.11,0,               ,,               ,1,WIN,0
220547,4,1579765,115203270,10276446,4/29/2019,0,1034.37,0,               ,,               ,1,WIN,0
220546,4,1579764,211206744,10275124,4/29/2019,0,261.94,0,               ,,               ,1,WIN,0
220545,4,1579763,511205786,10276328,4/29/2019,0,261.94,0,               ,,               ,1,WIN,0
220544,4,1579762,611202505,10276839,4/29/2019,0,695.96,0,               ,,               ,1,WIN,0
220543,4,1579761,411203954,10275802,4/29/2019,0,523.83,0,               ,,               ,1,WIN,0
220542,4,1579760,611202486,10276998,4/29/2019,0,354.61,0,               ,,               ,1,WIN,0
220541,4,1579759,311200762,10275229,4/29/2019,0,292.83,0,               ,,               ,1,WIN,0
220540,4,1579758,211207907,10274797,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220539,4,1579757,211207530,10274736,4/29/2019,0,771,0,               ,,               ,1,WIN,0
220538,4,1579756,211207380,10274883,4/29/2019,0,323.72,0,               ,,               ,1,WIN,0
220537,4,1579755,111203590,10276336,4/29/2019,0,261.94,0,               ,,               ,1,WIN,0
220536,4,1579754,314205629,10275565,4/29/2019,0,1885.73,0,               ,,               ,1,WIN,0
220535,4,1579753,311204940,10275555,4/29/2019,0,763.39,0,               ,,               ,1,WIN,0
220534,4,1579752,211207150,10274920,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220533,4,1579751,611202110,10276880,4/29/2019,0,447.33,0,               ,,               ,1,WIN,0
220532,4,1579750,211201790,10274677,4/29/2019,0,3878.6,0,               ,,               ,1,WIN,0
220531,4,1579749,211207360,10274767,4/29/2019,0,385.5,0,               ,,               ,1,WIN,0
220530,4,1579748,211204050,10274817,4/29/2019,0,1391.92,0,               ,,               ,1,WIN,0
220529,4,1579747,411206420,10275974,4/29/2019,0,500,0,               ,,               ,1,WIN,0
220528,4,1579746,314205646,10275241,4/29/2019,0,323.72,0,               ,,               ,1,WIN,0
220527,4,1579745,211207350,10274492,4/29/2019,0,462,0,               ,,               ,1,WIN,0
220526,4,1579744,511205781,10276182,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220525,4,1579743,211201390,10274655,4/29/2019,0,509.11,0,               ,,               ,1,WIN,0
220524,4,1579742,511205862,10276731,4/29/2019,0,987.33,0,               ,,               ,1,WIN,0
220523,4,1579741,211206780,10275150,4/29/2019,0,523.83,0,               ,,               ,1,WIN,0
220522,4,1579740,511205806,10276318,4/29/2019,0,678.33,0,               ,,               ,1,WIN,0
220521,4,1579739,211207787,10274836,4/29/2019,0,1024.55,0,               ,,               ,1,WIN,0
220520,4,1579738,511205855,10276372,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220519,4,1579737,511200470,10276148,4/29/2019,0,292.83,0,               ,,               ,1,WIN,0
220518,4,1579736,611202607,10276858,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220517,4,1579735,511205687,10276398,4/29/2019,0,261.94,0,               ,,               ,1,WIN,0
220516,4,1579734,511205909,10276321,4/29/2019,0,385.5,0,               ,,               ,1,WIN,0
220515,4,1579733,211207920,10274640,4/29/2019,0,3768.54,0,               ,,               ,1,WIN,0
220514,4,1579732,511205941,10275922,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220513,4,1579731,311204770,10275544,4/29/2019,0,416.39,0,               ,,               ,1,WIN,0
220512,4,1579730,211205640,10275021,4/29/2019,0,709.22,0,               ,,               ,1,WIN,0
220511,4,1579729,211202400,10274713,4/29/2019,0,863.72,0,               ,,               ,1,WIN,0
220510,4,1579728,511203050,10276560,4/29/2019,0,1065.31,0,               ,,               ,1,WIN,0
220509,4,1579727,311204080,10276553,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220508,4,1579726,611202644,10276844,4/29/2019,0,231,0,               ,,               ,1,WIN,0
220507,4,1579725,511205853,10276730,4/26/2019,0,354.61,0,               ,,               ,1,WIN,0
220506,4,1579724,611201570,10276789,4/26/2019,0,447.33,0,               ,,               ,1,WIN,0
220505,4,1579723,611201410,10276921,4/26/2019,0,832.83,0,               ,,               ,1,WIN,0
220504,4,1579722,211207848,10275085,4/26/2019,0,554.72,0,               ,,               ,1,WIN,0
220503,4,1579721,211207708,10274947,4/26/2019,0,231,0,               ,,               ,1,WIN,0
220502,4,1579720,311201790,10275285,4/26/2019,0,323.72,0,               ,,               ,1,WIN,0
220501,4,1579719,314205617,10275511,4/26/2019,0,462,0,               ,,               ,1,WIN,0
220500,4,1579718,511205350,10276173,4/26/2019,0,1885.73,0,               ,,               ,1,WIN,0
220499,4,1579717,611202614,10276765,4/26/2019,0,956.44,0,               ,,               ,1,WIN,0
220498,4,1579716,411202530,10275737,4/26/2019,0,695.96,0,               ,,               ,1,WIN,0
220497,4,1579715,211206240,10275056,4/26/2019,0,617.98,0,               ,,               ,1,WIN,0
220496,4,1575938,711100023,10277099,4/25/2019,0,292.83,0,               ,,               ,1,MENCHIE,0
220495,4,1575928,711100369,10277141,4/25/2019,0,292.83,0,               ,,               ,1,MENCHIE,0
220494,4,1575927,711100082,10277220,4/25/2019,0,231,0,               ,,               ,1,MENCHIE,0
220493,4,1575808,711100334,10277295,4/25/2019,0,210,0,               ,,               ,1,MENCHIE,0
220492,4,1575922,811100106,10277552,4/25/2019,0,200,0,               ,,               ,1,MENCHIE,0
220491,5,1575784,711100152,10277372,4/25/2019,0,306.24,0,               ,,               ,1,MENCHIE,0
220490,4,1579714,611202588,10277027,4/26/2019,0,385.5,0,               ,,               ,1,WIN,0
220489,4,1579713,211204561,10274872,4/26/2019,0,231,0,               ,,               ,1,WIN,0
220488,4,1579712,411204952,10276080,4/26/2019,0,929.85,0,               ,,               ,1,WIN,0
220487,4,1579711,411206586,10275973,4/26/2019,0,447.33,0,               ,,               ,1,WIN,0
220486,4,1579710,211201060,10274636,4/26/2019,0,1308.7,0,               ,,               ,1,WIN,0
220485,4,1579709,511204980,10276544,4/26/2019,0,231,0,               ,,               ,1,WIN,0
220484,4,1579708,511205782,10276523,4/26/2019,0,300,0,               ,,               ,1,WIN,0
220483,4,1579707,611201270,10277004,4/26/2019,0,231,0,               ,,               ,1,WIN,0
220482,4,1579706,511205730,10276715,4/26/2019,0,323.72,0,               ,,               ,1,WIN,0
220481,4,1579705,611202510,10276840,4/26/2019,0,323.72,0,               ,,               ,1,WIN,0
220480,4,1579704,311200220,10275188,4/26/2019,0,323.72,0,               ,,               ,1,WIN,0
220479,4,1579703,111207732,10274425,4/26/2019,0,512.38,0,               ,,               ,1,WIN,0
220478,4,1579702,111202220,10274372,4/26/2019,0,977.2,0,               ,,               ,1,WIN,0
220477,4,1579701,211207833,10275477,4/26/2019,0,231,0,               ,,               ,1,WIN,0
220476,4,1579700,311201290,10275246,4/26/2019,0,734.95,0,               ,,               ,1,WIN,0
220475,4,1579699,114205040,10274484,4/26/2019,0,416.39,0,               ,,               ,1,WIN,0
220474,4,1579698,211206770,10275149,4/26/2019,0,292.83,0,               ,,               ,1,WIN,0
220473,4,1579697,314205626,10275245,4/26/2019,0,812.88,0,               ,,               ,1,WIN,0
220472,4,1579696,211207705,10275004,4/26/2019,0,709.22,0,               ,,               ,1,WIN,0
220471,4,1579695,311201580,10275269,4/26/2019,0,509.11,0,               ,,               ,1,WIN,0
220470,4,1579694,311202030,10275297,4/26/2019,0,1071.9,0,               ,,               ,1,WIN,0
