Acct_No,Mtr_No,PrevMR_Date,MR_Date,Prev_Rdg,Cur_Rdg,Cur_Consumption
111200650,2303,12-1-2018,1-1-2019,1459,1482,23
111200660,20728637,12-1-2018,1-1-2019,3199,3216,17
111200681,4220214,12-1-2018,1-1-2019,1677,1701,24
111200700,4220129,12-1-2018,1-1-2019,1454,1472,18
111200710,160870330,12-1-2018,1-1-2019,323,329,6
111200730,17NB044803,12-1-2018,1-1-2019,196,210,14
111200740,990612356,12-1-2018,1-1-2019,2894,2900,6
111200750,112104317,12-5-2018,1-5-2019,2742,2756,14
111200760,4220218,12-1-2018,1-1-2019,868,876,8
111200770,17NB023592,12-1-2018,1-1-2019,303,317,14
111200780,4220124,12-1-2018,1-1-2019,1390,1406,16
111200790,17NB023594,12-1-2018,1-1-2019,299,322,23
111200800,728854,12-1-2018,1-1-2019,1732,1742,10
111200801,904201,12-1-2018,1-1-2019,3163,3176,13
111200810,17NB044805,12-1-2018,1-1-2019,252,275,23
111200820,1529,12-1-2018,1-1-2019,1100,1108,8
111200830,20041107075,12-1-2018,1-1-2019,1970,1982,12
111200840,20728062,12-1-2018,1-1-2019,2974,2990,16
111200842,9671530,12-1-2018,1-1-2019,1156,1165,9
111200850,4220172,12-1-2018,1-1-2019,1832,1848,16
111200860,4110007223,12-1-2018,1-1-2019,2568,2584,16
111200870,17NB023593,12-1-2018,1-1-2019,247,268,21
111200881,140109697,12-1-2018,1-1-2019,547,558,11
111200882,80601255,12-1-2018,1-1-2019,732,739,7
111200890,990614401,12-1-2018,1-1-2019,2161,2176,15
111200900,990614499,12-1-2018,1-1-2019,3015,3037,22
111200910,1331,12-1-2018,1-1-2019,905,925,20
111200920,17NB04326,12-1-2018,1-1-2019,265,287,22
111200921,112104108,12-5-2018,1-5-2019,1282,1300,18
111200930,411203959,12-1-2018,1-1-2019,2311,2331,20
111200931,40703005,12-1-2018,1-1-2019,1403,1415,12
111200940,41007225,12-1-2018,1-1-2019,1945,1959,14
111200950,11270405,12-1-2018,1-1-2019,1108,1114,6
111200960,981102634,12-1-2018,1-1-2019,3634,3648,14
111200961,10202005,12-1-2018,1-1-2019,2548,2553,5
111200970,9771329,12-1-2018,1-1-2019,2754,2774,20
111200980,4220072,12-1-2018,1-1-2019,1331,1340,9
111200990,80603578,12-1-2018,1-1-2019,2581,2593,12
111201020,1002819,12-1-2018,1-1-2019,1123,1140,17
111201030,9511646,12-1-2018,1-1-2019,2992,3002,10
111201040,703300303,12-1-2018,1-1-2019,2057,2070,13
111201060,410007222,12-1-2018,1-1-2019,1607,1616,9
111201070,21007945,12-1-2018,1-1-2019,2189,2204,15
111201080,17NB023591,12-1-2018,1-1-2019,473,512,39
111201090,410007221,12-1-2018,1-1-2019,2482,2511,29
111201100,49328,12-1-2018,1-1-2019,1503,1516,13
111201110,81703149,12-1-2018,1-1-2019,1779,1799,20
111201120,60505105,12-1-2018,1-1-2019,1873,1885,12
111201140,50801198,12-1-2018,1-1-2019,1512,1548,36
111201741,6065724,12-1-2018,1-1-2019,3272,3310,38
111201760,17NB044551,12-1-2018,1-1-2019,260,276,16
111201780,1002459,12-1-2018,1-1-2019,813,821,8
111201790,990614346,12-1-2018,1-1-2019,2698,2713,15
111201820,990612512,12-1-2018,1-1-2019,2377,2387,10
111201840,2708,12-1-2018,1-1-2019,1068,1087,19
111201860,1401006759,12-1-2018,1-1-2019,584,599,15
111201890,40700721,12-1-2018,1-1-2019,1630,1633,3
111201920,1202399,12-1-2018,1-1-2019,912,939,27
111201940,4220100,12-1-2018,1-1-2019,1329,1330,1
111202060,90272728,12-1-2018,1-1-2019,1730,1750,20
111202100,90272737,12-1-2018,1-1-2019,87,96,9
111202110,17NB026985,12-1-2018,1-1-2019,485,526,41
111202140,90272913,12-1-2018,1-1-2019,785,793,8
111202141,10302349,12-5-2018,1-5-2019,2933,2948,15
111202180,60103043,12-1-2018,1-1-2019,872,883,11
111202210,1000861,12-1-2018,1-1-2019,775,786,11
111202220,17NB045085,12-1-2018,1-1-2019,763,790,27
111202270,17NB026984,12-1-2018,1-1-2019,295,320,25
111202300,9603785,12-1-2018,1-1-2019,2131,2137,6
111202310,90272718,12-1-2018,1-1-2019,1575,1598,23
111202340,91511031,12-1-2018,1-1-2019,2904,2926,22
111202360,90272919,12-1-2018,1-1-2019,585,590,5
111202370,19302092,12-1-2018,1-1-2019,2058,2068,10
111202400,20728835,12-1-2018,1-1-2019,2209,2218,9
111202440,112504103,12-1-2018,1-1-2019,1747,1754,7
111202470,990825749,12-1-2018,1-1-2019,2309,2316,7
111202540,90272707,12-1-2018,1-1-2019,2741,2746,5
111202550,90272678,12-1-2018,1-1-2019,501,515,14
111202560,21211500,12-1-2018,1-1-2019,2534,2545,11
111202580,17NB036354,12-1-2018,1-1-2019,442,482,40
111202600,727,12-1-2018,1-1-2019,747,758,11
111202620,679,12-1-2018,1-1-2019,737,748,11
111202650,965503,12-1-2018,1-1-2019,2400,2404,4
111202670,17NB44553,12-1-2018,1-1-2019,366,393,27
111202840,90272701,12-1-2018,1-1-2019,2314,2352,38
111202860,1600540670,12-1-2018,1-1-2019,404,419,15
111202880,140812202,12-1-2018,1-1-2019,702,721,19
111202894,2440,12-1-2018,1-1-2019,827,842,15
111202900,4240425,12-1-2018,1-1-2019,2938,2972,34
111202920,4240417,12-1-2018,1-1-2019,1297,1332,35
111202940,17NB044552,12-1-2018,1-1-2019,215,232,17
111202980,17NB026981,12-1-2018,1-1-2019,382,404,22
111203000,100311140,12-1-2018,1-1-2019,930,942,12
111203020,4240479,12-1-2018,1-1-2019,2021,2024,3
111203040,11440,12-1-2018,1-1-2019,1608,1616,8
111203060,402020,12-1-2018,1-1-2019,2189,2216,27
111203120,1318,12-1-2018,1-1-2019,1247,1267,20
111203140,17NB026988,12-1-2018,1-1-2019,281,298,17
111203150,80801874,12-1-2018,1-1-2019,3021,3028,7
111203160,150913724,12-1-2018,1-1-2019,317,357,40
111203170,990826197,12-1-2018,1-1-2019,2226,2239,13
111203180,60103233,12-1-2018,1-1-2019,1011,1027,16
111203190,107259,12-1-2018,1-1-2019,956,961,5
111203200,150903292,12-1-2018,1-1-2019,341,356,15
111203210,6070784,12-1-2018,1-1-2019,1381,1394,13
111203240,17NB026989,12-1-2018,1-1-2019,535,571,36
111203250,1045298,12-1-2018,1-1-2019,31,34,3
111203260,22372,12-5-2018,1-5-2019,363,371,8
111203280,4252038,12-1-2018,1-1-2019,1329,1339,10
111203310,101021623,12-1-2018,1-1-2019,317,319,2
111203311,101023962,12-1-2018,1-1-2019,1191,1205,14
111203312,101020860,12-1-2018,1-1-2019,920,931,11
111203313,101023810,12-2-2018,1-2-2019,715,730,15
111203316,194,12-1-2018,1-1-2019,1170,1175,5
111203410,140107013,12-5-2018,1-5-2019,524,537,13
111203440,96633,12-5-2018,1-5-2019,3173,3189,16
111203460,980122991,12-5-2018,1-5-2019,2440,2447,7
111203570,9601996,12-5-2018,1-5-2019,761,777,16
111203590,90379991,12-5-2018,1-5-2019,1455,1470,15
111203660,9050560,12-5-2018,1-5-2019,2542,2557,15
111203740,909,12-5-2018,1-5-2019,1149,1163,14
111203750,60505169,12-5-2018,1-5-2019,1777,1783,6
111203760,4240523,12-5-2018,1-5-2019,957,960,3
111203761,400685,12-5-2018,1-5-2019,274,278,4
111203860,50018,12-5-2018,1-5-2019,870,882,12
111203890,102205064,12-5-2018,1-5-2019,1541,1547,6
111203900,17NB026690,12-1-2018,1-1-2019,195,215,20
111203940,17NB026987,12-1-2018,1-1-2019,222,241,19
111203960,87057830,12-1-2018,1-1-2019,2049,2065,16
111203961,1103096,12-1-2018,1-1-2019,1085,1093,8
111204180,4240472,12-1-2018,1-1-2019,959,963,4
111204200,410007587,12-1-2018,1-1-2019,2986,3002,16
111204280,17NB028125,12-1-2018,1-1-2019,347,369,22
111204290,4240481,12-1-2018,1-1-2019,2129,2145,16
111204340,90272170,12-1-2018,1-1-2019,2356,2361,5
111204420,4240488,12-1-2018,1-1-2019,1733,1757,24
111204510,18NB046292,12-1-2018,1-1-2019,280,320,40
111204560,14739,12-1-2018,1-1-2019,769,781,12
111204570,2309,12-1-2018,1-1-2019,713,730,17
111204610,70902938,12-5-2018,1-5-2019,129,138,9
111204620,44088,12-1-2018,1-1-2019,223,248,25
111204624,568,12-1-2018,1-1-2019,1150,1177,27
111204700,1320,12-1-2018,1-1-2019,959,983,24
111204710,11-01139,12-1-2018,1-1-2019,823,837,14
111204720,990612785,12-1-2018,1-1-2019,1016,1026,10
111204730,401315,12-1-2018,1-1-2019,316,324,8
111204750,400666,12-1-2018,1-1-2019,367,376,9
111204751,227,12-1-2018,1-1-2019,745,759,14
111204760,1475,12-1-2018,1-1-2019,706,723,17
111204940,458,12-1-2018,1-1-2019,1927,1942,15
111204950,2290,12-1-2018,1-1-2019,755,768,13
111205140,814,12-1-2018,1-1-2019,2039,2062,23
111205220,21004124,12-1-2018,1-1-2019,2336,2353,17
111205230,904129,12-1-2018,1-1-2019,3486,3502,16
111205240,410007583,12-1-2018,1-1-2019,2903,2921,18
111205300,1122035901,12-1-2018,1-1-2019,1896,1907,11
111205310,1122035900,12-1-2018,1-1-2019,2459,2478,19
111205340,1515,12-1-2018,1-1-2019,1272,1291,19
111205341,40403077,12-1-2018,1-1-2019,2653,2676,23
111205351,150913209,12-1-2018,1-1-2019,527,544,17
111205360,17NB036356,12-1-2018,1-1-2019,391,403,12
111205370,112404365,12-1-2018,1-1-2019,1709,1723,14
111205410,17NB028121,12-1-2018,1-1-2019,329,356,27
111205430,17NB028126,12-1-2018,1-1-2019,1333,1494,161
111205450,6084286,12-1-2018,1-1-2019,2387,2404,17
111205800,160761238,12-1-2018,1-1-2019,265,270,5
111205820,17NB028130,12-1-2018,1-1-2019,468,492,24
111205822,112404881,12-1-2018,1-1-2019,1234,1245,11
111205880,17NB028128,12-1-2018,1-1-2019,246,256,10
111205900,1167,12-1-2018,1-1-2019,717,730,13
111205910,17NB036352,12-1-2018,1-1-2019,91,100,9
111205920,20932018,12-1-2018,1-1-2019,915,926,11
111205940,209,12-1-2018,1-1-2019,3070,3088,18
111206140,316,12-1-2018,1-1-2019,702,712,10
111206150,410007581,12-1-2018,1-1-2019,1805,1820,15
111206180,990614081,12-1-2018,1-1-2019,2608,2653,45
111206220,201,12-1-2018,1-1-2019,1280,1299,19
111206240,935,12-1-2018,1-1-2019,1170,1182,12
111206270,2414,12-1-2018,1-1-2019,1202,1217,15
111206500,718,12-1-2018,1-1-2019,239,244,5
111206560,410007229,12-3-2018,1-3-2019,333,344,11
111206570,52608681,12-1-2018,1-1-2019,1234,1238,4
111206590,215,12-1-2018,1-1-2019,976,985,9
111206640,717,12-1-2018,1-1-2019,686,696,10
111206700,9662607,12-1-2018,1-1-2019,2797,2811,14
111206740,1424,12-1-2018,1-1-2019,1446,1464,18
111206760,1262,12-1-2018,1-1-2019,1506,1524,18
111206800,81503074,12-1-2018,1-1-2019,3062,3072,10
111206820,17NB036351,12-1-2018,1-1-2019,356,379,23
111206860,6231195,12-1-2018,1-1-2019,1207,1218,11
111206870,21209186,12-1-2018,1-1-2019,2580,2601,21
111206890,100418501,12-1-2018,1-1-2019,1948,1959,11
111206900,8603105,12-1-2018,1-1-2019,1752,1763,11
111206910,240,12-1-2018,1-1-2019,741,746,5
111206990,160652001,12-1-2018,1-1-2019,151,154,3
111207060,17NB029345,12-1-2018,1-1-2019,343,366,23
111207070,96771,12-1-2018,1-1-2019,2020,2032,12
111207130,339,12-1-2018,1-1-2019,1060,1077,17
111207180,1216,12-1-2018,1-1-2019,1687,1708,21
111207190,8718416,12-1-2018,1-1-2019,1979,2004,25
111207200,101020883,12-1-2018,1-1-2019,1497,1513,16
111207210,20824866,12-1-2018,1-1-2019,1086,1105,19
111207220,70903115,12-1-2018,1-1-2019,1448,1482,34
111207670,902839,12-1-2018,1-1-2019,718,725,7
111207693,1839,12-1-2018,1-1-2019,1225,1242,17
111207694,961,12-1-2018,1-1-2019,901,932,31
111207695,1214,12-1-2018,1-1-2019,1016,1029,13
111207697,967459,12-1-2018,1-1-2019,6134,6294,160
111207699,1102629,12-1-2018,1-1-2019,226,237,11
111207700,21210046,12-1-2018,1-1-2019,3183,3278,95
111207701,1100403,12-1-2018,1-1-2019,1391,1437,46
111207702,50427,12-1-2018,1-1-2019,1062,1088,26
111207703,17NB044418,12-1-2018,1-1-2019,350,395,45
111207704,101021937,12-1-2018,1-1-2019,2580,2657,77
111207705,17NB028122,12-1-2018,1-1-2019,1335,1412,77
111207706,150913692,12-1-2018,1-1-2019,468,481,13
111207707,14125,12-1-2018,1-1-2019,754,765,11
111207708,12784,12-3-2018,1-3-2019,199,203,4
111207709,901985,12-1-2018,1-1-2019,536,547,11
111207710,1235,12-1-2018,1-1-2019,540,552,12
111207711,2768,12-1-2018,1-1-2019,1963,2001,38
111207712,70902933,6-1-2016,1-1-2019,0,24,24
111207714,400353,12-1-2018,1-1-2019,624,657,33
111207715,401273,12-1-2018,1-1-2019,988,1011,23
111207716,400337,12-1-2018,1-1-2019,309,315,6
111207720,3762,12-1-2018,1-1-2019,947,953,6
111207721,150202888,12-1-2018,1-1-2019,715,733,18
111207722,4257,12-1-2018,1-1-2019,589,607,18
111207723,2685,12-1-2018,1-1-2019,968,1004,36
111207724,150913446,12-1-2018,1-1-2019,484,502,18
111207725,150913377,12-1-2018,1-1-2019,775,804,29
111207726,150913210,12-1-2018,1-1-2019,219,219,0
111207727,160541482,12-1-2018,1-1-2019,267,274,7
111207728,160540501,12-1-2018,1-1-2019,149,160,11
111207729,17NB033892,12-2-2018,1-2-2019,84,87,3
111207730,160651215,12-1-2018,1-1-2019,317,331,14
111207732,17NB027905,12-1-2018,1-1-2019,117,126,9
111207733,17NB029805,12-1-2018,1-1-2019,476,492,16
111207734,17NB045294,12-1-2018,1-1-2019,102,112,10
111207735,17NB045295,12-1-2018,1-1-2019,82,89,7
111207736,17NB045023,12-1-2018,1-1-2019,122,143,21
111207737,17NB043482,12-1-2018,1-1-2019,127,139,12
111207738,00935OLD METER,12-1-2018,1-1-2019,268,305,37
111207739,18NB049282,12-1-2018,1-1-2019,44,51,7
111207740,18NB048929,12-1-2018,1-1-2019,10,18,8
111207741,966917,12-1-2018,1-1-2019,1,2,1
111207742,070904082-1,12-1-2018,1-1-2019,9,18,9
111207743,990612007,12-1-2018,1-1-2019,31,75,44
111207744,80379800,11-27-2018,1-1-2019,1,22,21
111207745,728880,12-18-2018,1-1-2019,1,7,6
112202700,1031,12-1-2018,1-1-2019,2067,2157,90
112202710,17NB026982,12-1-2018,1-1-2019,556,588,32
112202720,17NB026983,12-1-2018,1-1-2019,841,886,45
112203840,49345,12-1-2018,1-1-2019,1360,1369,9
112203990,17NB044801,12-1-2018,1-1-2019,3708,4165,457
112204140,17NB044802,12-1-2018,1-1-2019,113,120,7
112204210,966310,12-1-2018,1-1-2019,2,4,2
113200190,1002460,12-1-2018,1-1-2019,476,482,6
113200240,1002988,12-1-2018,1-1-2019,3144,3182,38
113200670,17NB044557,12-1-2018,1-1-2019,261,279,18
113200720,21209262,12-1-2018,1-1-2019,1645,1647,2
113203100,2592,12-1-2018,1-1-2019,1894,1918,24
113205130,980408588,12-3-2018,1-3-2019,3483,3509,26
113205350,931040,12-1-2018,1-1-2019,1995,2001,6
113205720,166799,12-1-2018,1-1-2019,323,344,21
113205770,748,12-1-2018,1-1-2019,449,453,4
113205810,112203464,12-1-2018,1-1-2019,2523,2528,5
113205980,2037,12-1-2018,1-1-2019,950,956,6
113206000,1357,12-1-2018,1-1-2019,1087,1092,5
113206080,17NB028129,12-1-2018,1-1-2019,494,530,36
113206300,2006009,12-1-2018,1-1-2019,1697,1706,9
113206360,17NB036353,12-1-2018,1-1-2019,221,240,19
113206460,17NB029341,12-1-2018,1-1-2019,362,388,26
113207000,48967,12-1-2018,1-1-2019,259,260,1
113207020,1853,12-1-2018,1-1-2019,1526,1542,16
114200680,100418604,12-1-2018,1-1-2019,1490,1507,17
114204150,80379775,12-1-2018,1-1-2019,594,599,5
114204320,4240580,12-1-2018,1-1-2019,2665,2681,16
114204520,14138,12-1-2018,1-1-2019,971,987,16
114204770,17NB028123,12-1-2018,1-1-2019,611,658,47
114205000,9661153,12-1-2018,1-1-2019,1,2,1
114205040,1705,12-1-2018,1-1-2019,807,824,17
114205400,284,12-1-2018,1-1-2019,407,410,3
114206060,40703391,12-1-2018,1-1-2019,2410,2418,8
114207240,17NB029347,12-1-2018,1-1-2019,945,1002,57
114207250,112503117,12-1-2018,1-1-2019,2457,2470,13
115200220,17NB023596,12-1-2018,1-1-2019,415,439,24
115200280,17NB023597,12-1-2018,1-1-2019,838,861,23
115200450,17NB023595,12-1-2018,1-1-2019,781,832,51
115203270,981102221,12-5-2018,1-5-2019,3533,3556,23
115203600,4240424,12-1-2018,1-1-2019,2847,2857,10
115205730,1071,12-1-2018,1-1-2019,2061,2073,12
115205740,80379933,12-1-2018,1-1-2019,1586,1593,7
115206100,17NB029344,12-1-2018,1-1-2019,349,370,21
115206440,21209282,12-1-2018,1-1-2019,434,466,32
116203500,602516,12-1-2018,1-1-2019,1990,1996,6
117203300,70902368,12-1-2018,1-1-2019,1550,1563,13
120203310,80379377,12-1-2018,1-1-2019,712,733,21
123203320,2183,12-1-2018,1-1-2019,616,628,12
126203330,40603085,12-1-2018,1-1-2019,1589,1593,4
211200010,80602501,12-2-2018,1-2-2019,1516,1532,16
211200020,21206528,12-2-2018,1-2-2019,151,172,21
211200024,17NB042112,12-2-2018,1-2-2019,134,142,8
211200060,21211184,12-2-2018,1-2-2019,2275,2290,15
211200100,2100189,12-2-2018,1-2-2019,1173,1184,11
211200110,90271392,12-2-2018,1-2-2019,1104,1112,8
211200130,990611799,12-2-2018,1-2-2019,2649,2655,6
211200150,150934989,12-2-2018,1-2-2019,660,676,16
211200170,410007687,12-2-2018,1-2-2019,2502,2515,13
211200180,90271403,12-2-2018,1-2-2019,1974,1995,21
211200190,90271378,12-2-2018,1-2-2019,1080,1088,8
211200199,33105016,12-2-2018,1-2-2019,1089,1098,9
211200200,1108030,12-2-2018,1-2-2019,1464,1473,9
211200230,400060,12-2-2018,1-2-2019,1152,1173,21
211200240,60505030,12-2-2018,1-2-2019,1715,1721,6
211200250,1004728,12-2-2018,1-2-2019,1000,1003,3
211200260,96695,12-2-2018,1-2-2019,1396,1403,7
211200280,021-01-028,12-2-2018,1-2-2019,1444,1444,0
211200300,2214,12-2-2018,1-2-2019,1635,1654,19
211200310,410097686,12-2-2018,1-2-2019,1785,1799,14
211200340,90271402,12-2-2018,1-2-2019,1673,1693,20
211200351,021-01-357A,12-2-2018,1-2-2019,1021,1032,11
211200360,9592371,12-2-2018,1-2-2019,176,187,11
211200380,140106489,12-2-2018,1-2-2019,357,367,10
211200381,90274946,12-2-2018,1-2-2019,230,236,6
211200390,8513194,12-2-2018,1-2-2019,1843,1868,25
211200420,6242382,12-2-2018,1-2-2019,1368,1387,19
211200450,17NB036357,12-2-2018,1-2-2019,306,320,14
211200453,160132822,12-2-2018,1-2-2019,419,435,16
211200460,17NB036355,12-2-2018,1-2-2019,376,395,19
211200480,17NB029350,12-2-2018,1-2-2019,570,619,49
211200490,990613440,12-2-2018,1-2-2019,264,293,29
211200500,90271408,12-2-2018,1-2-2019,1235,1245,10
211200520,1102056,12-2-2018,1-2-2019,2217,2241,24
211200540,90271393,12-2-2018,1-2-2019,1580,1586,6
211200572,103133,12-2-2018,1-2-2019,1445,1445,0
211200573,021-01-571C,12-2-2018,1-2-2019,1014,1023,9
211200600,6241901,12-2-2018,1-2-2019,1919,1926,7
211200660,90271395,12-2-2018,1-2-2019,1064,1080,16
211200671,140105256,12-2-2018,1-2-2019,243,248,5
211200680,021-01-068,12-2-2018,1-2-2019,258,270,12
211200800,904703,12-2-2018,1-2-2019,162,173,11
211200830,17nb044084,12-2-2018,1-2-2019,71,73,2
211200840,17NB029738,12-2-2018,1-2-2019,456,482,26
211200850,70300153,12-2-2018,1-2-2019,1872,1889,17
211200880,247,7-2-2018,1-2-2019,1194,1209,15
211200920,17NB027908,12-2-2018,1-2-2019,73,77,4
211200970,70300561,12-2-2018,1-2-2019,1185,1204,19
211200990,17NB044394,12-2-2018,1-2-2019,155,176,21
211201010,021876-18,12-2-2018,1-2-2019,27,54,27
211201021,70904595,12-2-2018,1-2-2019,1599,1618,19
211201030,150903472,12-2-2018,1-2-2019,1770,1825,55
211201040,14726,12-2-2018,1-2-2019,374,385,11
211201060,81703024,12-2-2018,1-2-2019,2523,2552,29
211201070,907096,12-2-2018,1-2-2019,1880,1892,12
211201110,112203473,12-2-2018,1-2-2019,1922,1940,18
211201130,17NB036359,12-2-2018,1-2-2019,165,177,12
211201150,20040912092,12-2-2018,1-2-2019,1195,1203,8
211201160,1792,12-2-2018,1-2-2019,1958,1976,18
211201180,17NB036360,12-2-2018,1-2-2019,223,242,19
211201190,163599,12-2-2018,1-2-2019,139,153,14
211201240,9603423,12-2-2018,1-2-2019,298,326,28
211201260,605145,12-2-2018,1-2-2019,1391,1402,11
211201270,90270873,12-2-2018,1-2-2019,1002,1008,6
211201300,163399,12-2-2018,1-2-2019,209,224,15
211201310,140105246,12-2-2018,1-2-2019,573,589,16
211201330,17NB033898,12-2-2018,1-2-2019,601,640,39
211201380,17NB033900,12-2-2018,1-2-2019,147,158,11
211201390,1102580,12-2-2018,1-2-2019,1986,2003,17
211201430,96639,12-2-2018,1-2-2019,165,183,18
211201460,20982229,12-2-2018,1-2-2019,125,137,12
211201470,17NB029343,12-2-2018,1-2-2019,206,217,11
211201480,17NB045223,12-2-2018,1-2-2019,426,468,42
211201572,101020949,12-2-2018,1-2-2019,1128,1142,14
211201600,8707295,12-2-2018,1-2-2019,1475,1478,3
211201610,17NB042111,12-2-2018,1-2-2019,190,207,17
211201650,17nb039399,12-2-2018,1-2-2019,298,336,38
211201661,17NB033930,12-2-2018,1-2-2019,106,124,18
211201662,1827967,12-2-2018,1-2-2019,585,589,4
211201700,17NB042109,12-2-2018,1-2-2019,210,231,21
211201770,140106773,12-2-2018,1-2-2019,1035,1060,25
211201790,17NB042114,12-2-2018,1-2-2019,561,607,46
211201810,160652006,12-2-2018,1-2-2019,261,268,7
211201840,17NB042117,12-2-2018,1-2-2019,289,315,26
211201860,9661153,12-2-2018,1-2-2019,247,265,18
211201870,17NB042116,12-2-2018,1-2-2019,218,235,17
211201880,1939,12-2-2018,1-2-2019,822,846,24
211201930,17NB042118,12-2-2018,1-2-2019,108,119,11
211201950,150200580,12-2-2018,1-2-2019,880,898,18
211201960,150913354,12-2-2018,1-2-2019,529,560,31
211201961,170382116,12-2-2018,1-2-2019,164,171,7
211201970,17NB043959,12-2-2018,1-2-2019,224,244,20
211202000,140105212,12-2-2018,1-2-2019,888,914,26
211202001,40406033,12-2-2018,1-2-2019,1798,1813,15
211202010,90270824,12-2-2018,1-2-2019,1343,1357,14
211202020,90270833,12-2-2018,1-2-2019,1568,1583,15
211202030,17NB043965,12-2-2018,1-2-2019,152,166,14
211202040,90271111,12-2-2018,1-2-2019,1500,1513,13
211202060,1102688,12-2-2018,1-2-2019,249,275,26
211202070,20010907020,12-2-2018,1-2-2019,1601,1610,9
211202080,17NB033896,12-2-2018,1-2-2019,439,461,22
211202090,908078,12-2-2018,1-2-2019,1367,1367,0
211202110,17NB043961,12-2-2018,1-2-2019,188,202,14
211202170,160133800,12-2-2018,1-2-2019,908,944,36
211202190,908075,12-2-2018,1-2-2019,1277,1284,7
211202210,211202210,12-2-2018,1-2-2019,1097,1112,15
211202330,17NB043967,12-2-2018,1-2-2019,148,154,6
211202340,150904763,12-2-2018,1-2-2019,505,517,12
211202350,17NB043962,12-2-2018,1-2-2019,161,176,15
211202360,40700717,12-2-2018,1-2-2019,1406,1420,14
211202390,17NB043968,12-2-2018,1-2-2019,146,158,12
211202400,17NB033728,12-2-2018,1-2-2019,282,303,21
211202410,17NB043966,12-2-2018,1-2-2019,137,151,14
211202420,33106016,12-2-2018,1-2-2019,167,182,15
211202430,1608074,12-2-2018,1-2-2019,115,128,13
211202440,1101676,12-2-2018,1-2-2019,423,434,11
211202460,1964,12-2-2018,1-2-2019,597,607,10
211202490,160651216,12-2-2018,1-2-2019,138,147,9
211202500,17NB043964,12-2-2018,1-2-2019,128,145,17
211202510,1018010054,12-2-2018,1-2-2019,1224,1237,13
211202530,17NB043951,12-2-2018,1-2-2019,131,141,10
211202540,17NB043957,12-2-2018,1-2-2019,228,240,12
211202560,17NB043949,12-2-2018,1-2-2019,118,131,13
211202570,17NB043956,12-2-2018,1-2-2019,71,76,5
211202580,101023933,12-2-2018,1-2-2019,1225,1246,21
211202630,17NB043963,12-2-2018,1-2-2019,220,252,32
