Acct_No,Mtr_No,PrevMR_Date,MR_Date,Prev_Rdg,Cur_Rdg,Cur_Consumption
111201140,ED-18-15-09940,1-1-2019,2-1-2019,1548,1561,13
111201741,ED-18-15-01337,1-1-2019,2-1-2019,3310,3343,33
111201760,17NB044551,1-1-2019,2-1-2019,276,296,20
111201780,1002459,1-1-2019,2-1-2019,821,833,12
111201790,ED-18-15-10258,1-1-2019,2-1-2019,2713,2725,12
111201820,990612512,1-1-2019,2-1-2019,2387,2396,9
111201840,ED-18-15-10259,1-1-2019,2-1-2019,1087,1099,12
111201860,1401006759,1-1-2019,2-1-2019,599,615,16
111201890,ED-18-15-01303,1-1-2019,2-1-2019,1633,1637,4
111201920,1202399,1-1-2019,2-1-2019,939,963,24
111201940,4220100,1-1-2019,2-1-2019,1330,1331,1
111202060,90272728,1-1-2019,2-1-2019,1750,1773,23
111202100,90272737,1-1-2019,2-1-2019,96,106,10
111202110,ED-18-15-10077,1-1-2019,2-1-2019,526,563,37
111202140,90272913,1-1-2019,2-1-2019,793,808,15
111202141,10302349,1-5-2019,2-5-2019,2948,2964,16
111202150,90272711,10-1-2018,2-1-2019,1134,1146,12
111202180,60103043,1-1-2019,2-1-2019,883,891,8
111202210,1000861,1-1-2019,2-1-2019,786,808,22
111202220,17NB045085,1-1-2019,2-1-2019,790,805,15
111202270,17NB026984,1-1-2019,2-1-2019,320,346,26
111202300,ED-18-15-01637,1-1-2019,2-1-2019,2137,2142,5
111202310,ED-18-15-01631,1-1-2019,2-1-2019,1598,1621,23
111202340,ED-18-15-10262,1-1-2019,2-1-2019,2926,2944,18
111202360,90272919,1-1-2019,2-1-2019,590,595,5
111202370,ED-18-15-10156,1-1-2019,2-1-2019,2068,2080,12
111202400,ED-18-15-09728,1-1-2019,2-1-2019,2218,2225,7
111202440,ED-18-15-01336,1-1-2019,2-1-2019,1754,1764,10
111202470,ED-18-15-09746,1-1-2019,2-1-2019,2316,2322,6
111202540,ED-18-15-01633,1-1-2019,2-1-2019,2746,2753,7
111202550,90272678,1-1-2019,2-1-2019,515,528,13
111202560,ED-18-15-01524,1-1-2019,2-1-2019,2545,2559,14
111202580,17NB036354,1-1-2019,2-1-2019,482,514,32
111202600,727,1-1-2019,2-1-2019,758,765,7
111202620,679,1-1-2019,2-1-2019,748,761,13
111202650,ED-18-15-01528,1-1-2019,2-1-2019,2404,2411,7
111202670,17NB44553,1-1-2019,2-1-2019,393,424,31
111202840,ED-18-15-01277,1-1-2019,2-1-2019,2352,2378,26
111202860,1600540670,1-1-2019,2-1-2019,419,434,15
111202880,140812202,1-1-2019,2-1-2019,721,741,20
111202894,2440,1-1-2019,2-1-2019,842,854,12
111202900,ED-18-15-01508,1-1-2019,2-1-2019,2972,3019,47
111202920,ED-18-15-01268,1-1-2019,2-1-2019,1332,1357,25
111202940,17NB044552,1-1-2019,2-1-2019,232,247,15
111202980,17NB026981,1-1-2019,2-1-2019,404,424,20
111203000,100311140,1-1-2019,2-1-2019,942,949,7
111203020,4240479,1-1-2019,2-1-2019,2024,2039,15
111203040,11440,1-1-2019,2-1-2019,1616,1626,10
111203060,402020,1-1-2019,2-1-2019,2216,2229,13
111203120,ED-18-15-01632,1-1-2019,2-1-2019,1267,1276,9
111203140,17NB026988,1-1-2019,2-1-2019,298,311,13
111203150,ED-18-15-09643,1-1-2019,2-1-2019,3028,3034,6
111203160,150913724,1-1-2019,2-1-2019,357,412,55
111203170,ED-18-15-01338,1-1-2019,2-1-2019,2239,2254,15
111203180,60103233,1-1-2019,2-1-2019,1027,1039,12
111203190,107259,1-1-2019,2-1-2019,961,970,9
111203200,150903292,1-1-2019,2-1-2019,356,362,6
111203210,ED-18-15-09539,1-1-2019,2-1-2019,1394,1405,11
111203240,17NB026989,1-1-2019,2-1-2019,571,598,27
111203250,1045298,1-1-2019,2-1-2019,34,39,5
111203260,22372,1-5-2019,2-5-2019,371,375,4
111203280,ED-18-15-01523,1-1-2019,2-1-2019,1339,1345,6
111203310,101021623,1-1-2019,2-1-2019,319,321,2
111203311,101023962,1-1-2019,2-1-2019,1205,1220,15
111203312,101020860,1-1-2019,2-1-2019,931,942,11
111203313,101023810,1-2-2019,2-2-2019,730,748,18
111203316,ED-18-15-07546,1-1-2019,2-1-2019,1175,1181,6
111203410,140107013,1-5-2019,2-5-2019,537,551,14
111203440,96633,1-5-2019,2-5-2019,3189,3200,11
111203460,980122991,1-5-2019,2-5-2019,2447,2455,8
111203570,9601996,1-5-2019,2-5-2019,777,787,10
111203590,90379991,1-5-2019,2-5-2019,1470,1480,10
111203660,9050560,1-5-2019,2-5-2019,2557,2576,19
111203740,909,1-5-2019,2-5-2019,1163,1178,15
111203750,60505169,1-5-2019,2-5-2019,1783,1791,8
111203760,4240523,1-5-2019,2-5-2019,960,965,5
111203761,400685,1-5-2019,2-5-2019,278,282,4
111203860,50018,1-5-2019,2-5-2019,882,894,12
111203890,102205064,1-5-2019,2-5-2019,1547,1551,4
111203900,17NB026690,1-1-2019,2-1-2019,215,227,12
111203940,17NB026987,1-1-2019,2-1-2019,241,256,15
111203960,ED-18-15-01606,1-1-2019,2-1-2019,2065,2080,15
111203961,1103096,1-1-2019,2-1-2019,1093,1101,8
111204180,4240472,1-1-2019,2-1-2019,963,968,5
111204200,ED-18-15-01601,1-1-2019,2-1-2019,3002,3035,33
111204280,17NB028125,1-1-2019,2-1-2019,369,393,24
111204290,ED-18-15-01604,1-1-2019,2-1-2019,2145,2156,11
111204340,ED-18-15-01377,1-1-2019,2-1-2019,2361,2367,6
111204420,ED-18-15-01603,1-1-2019,2-1-2019,1797,1810,13
111204510,18NB046292,1-1-2019,2-1-2019,320,358,38
111204560,14739,1-1-2019,2-1-2019,781,794,13
111204570,2309,1-1-2019,2-1-2019,730,743,13
111204610,70902938,1-5-2019,2-5-2019,138,154,16
111204620,44088,1-1-2019,2-1-2019,248,270,22
111204624,ED-18-15-01583,1-1-2019,2-1-2019,1177,1200,23
111204700,1320,1-1-2019,2-1-2019,983,1002,19
111204710,11-01139,1-1-2019,2-1-2019,837,848,11
111204720,990612785,1-1-2019,2-1-2019,1026,1056,30
111204730,401315,1-1-2019,2-1-2019,324,329,5
111204750,400666,1-1-2019,2-1-2019,376,386,10
111204751,227,1-1-2019,2-1-2019,759,769,10
111204760,1475,1-1-2019,2-1-2019,723,738,15
111204940,ED-18-15-01658,1-1-2019,2-1-2019,1942,1953,11
111204950,2290,1-1-2019,2-1-2019,768,777,9
111205140,ED-18-15-01609,1-1-2019,2-1-2019,2062,2083,21
111205220,ED-18-15-01522,1-1-2019,2-1-2019,2353,2371,18
111205230,ED-18-15-01558,1-1-2019,2-1-2019,3502,3519,17
111205240,ED-18-15-10145,1-1-2019,2-1-2019,2921,2937,16
111205300,ED-18-15-01649,1-1-2019,2-1-2019,1907,1919,12
111205310,ED-18-15-01530,1-1-2019,2-1-2019,2478,2498,20
111205340,ED-18-15-01529,1-1-2019,2-1-2019,1291,1310,19
111205341,ED-18-15-01526,1-1-2019,2-1-2019,2676,2696,20
111205351,150913209,1-1-2019,2-1-2019,544,568,24
111205360,17NB036356,1-1-2019,2-1-2019,403,419,16
111205370,ED-18-15-01587,1-1-2019,2-1-2019,1723,1745,22
111205410,17NB028121,1-1-2019,2-1-2019,356,383,27
111205430,17NB028126,1-1-2019,2-1-2019,1494,1627,133
111205450,ED-18-15-10142,1-1-2019,2-1-2019,2404,2413,9
111205800,160761238,1-1-2019,2-1-2019,270,274,4
111205820,17NB028130,1-1-2019,2-1-2019,492,525,33
111205822,ED-18-15-01554,1-1-2019,2-1-2019,1245,1256,11
111205880,17NB028128,1-1-2019,2-1-2019,256,268,12
111205900,1167,1-1-2019,2-1-2019,730,742,12
111205910,17NB036352,1-1-2019,2-1-2019,100,108,8
111205920,20932018,1-1-2019,2-1-2019,926,944,18
111205940,ED-18-15-01560,1-1-2019,2-1-2019,3088,3148,60
111206140,316,1-1-2019,2-1-2019,712,722,10
111206150,ED-18-15-10468,1-1-2019,2-1-2019,1820,1838,18
111206180,ED-18-15-09470,1-1-2019,2-1-2019,2653,2673,20
111206220,ED-18-15-10466,1-1-2019,2-1-2019,1299,1318,19
111206240,ED-18-15-07701,1-1-2019,2-1-2019,1182,1197,15
111206270,2414,1-1-2019,2-1-2019,1217,1230,13
111206500,718,1-1-2019,2-1-2019,244,249,5
111206560,410007229,1-3-2019,2-3-2019,344,356,12
111206570,ED-18-15-10473,1-1-2019,2-1-2019,1238,1243,5
111206590,215,1-1-2019,2-1-2019,985,995,10
111206640,717,1-1-2019,2-1-2019,696,706,10
111206700,9662607,1-1-2019,2-1-2019,2811,2827,16
111206740,1424,1-1-2019,2-1-2019,1464,1479,15
111206760,1262,1-1-2019,2-1-2019,1524,1540,16
111206800,ED-18-15-09473,1-1-2019,2-1-2019,3072,3088,16
111206820,17NB036351,1-1-2019,2-1-2019,379,400,21
111206860,ED-18-15-09551,1-1-2019,2-1-2019,1218,1232,14
111206870,21209186,1-1-2019,2-1-2019,2601,2619,18
111206890,ED-18-15-09698,1-1-2019,2-1-2019,1959,1969,10
111206900,ED-18-15-09554,1-1-2019,2-1-2019,1763,1776,13
111206910,240,1-1-2019,2-1-2019,746,752,6
111206990,160652001,1-1-2019,2-1-2019,154,157,3
111207060,17NB029345,1-1-2019,2-1-2019,366,392,26
111207070,ED-18-15-09468,1-1-2019,2-1-2019,2032,2044,12
111207130,ED-18-15-09437,1-1-2019,2-1-2019,1077,1097,20
111207180,1216,1-1-2019,2-1-2019,1708,1721,13
111207190,8718416,1-1-2019,2-1-2019,2004,2026,22
111207200,ED-18-15-09548,1-1-2019,2-1-2019,1513,1529,16
111207210,ED-18-15-09697,1-1-2019,2-1-2019,1105,1277,172
111207220,ED-18-15-09555,1-1-2019,2-1-2019,1482,1499,17
111207670,902839,1-1-2019,2-1-2019,725,736,11
111207693,ED-18-15-01521,1-1-2019,2-1-2019,1242,1257,15
111207694,961,1-1-2019,2-1-2019,932,948,16
111207695,ED-18-15-01559,1-1-2019,2-1-2019,1029,1042,13
111207697,ED-18-15-01469,1-1-2019,2-1-2019,6294,6456,162
111207698,1000789,6-1-2018,2-1-2019,749,766,17
111207699,1102629,1-1-2019,2-1-2019,237,246,9
111207700,ED-18-15-10265,1-1-2019,2-1-2019,3278,3393,115
111207702,ED-18-15-10261,1-1-2019,2-1-2019,1088,1114,26
111207703,17NB044418,1-1-2019,2-1-2019,395,453,58
111207704,101021937,1-1-2019,2-1-2019,2657,2727,70
111207705,ED-18-15-01610,1-1-2019,2-1-2019,1412,1486,74
111207706,150913692,1-1-2019,2-1-2019,481,496,15
111207707,14125,1-1-2019,2-1-2019,765,772,7
111207708,12784,1-3-2019,2-3-2019,203,206,3
111207709,901985,1-1-2019,2-1-2019,547,556,9
111207710,1235,1-1-2019,2-1-2019,552,562,10
111207711,ED-18-15-01332,1-1-2019,2-1-2019,2001,2039,38
111207712,70902933,1-1-2019,2-1-2019,24,41,17
111207714,400353,1-1-2019,2-1-2019,657,678,21
111207715,401273,1-1-2019,2-1-2019,1011,1033,22
111207716,400337,1-1-2019,2-1-2019,315,317,2
111207720,3762,1-1-2019,2-1-2019,953,975,22
111207721,150202888,1-1-2019,2-1-2019,733,745,12
111207722,4257,1-1-2019,2-1-2019,607,622,15
111207723,ED-18-15-09471,1-1-2019,2-1-2019,1004,1032,28
111207724,150913446,1-1-2019,2-1-2019,502,518,16
111207725,150913377,1-1-2019,2-1-2019,804,829,25
111207726,150913210,1-1-2019,2-1-2019,219,219,0
111207727,160541482,1-1-2019,2-1-2019,274,281,7
111207728,160540501,1-1-2019,2-1-2019,160,172,12
111207729,17NB033892,1-2-2019,2-2-2019,87,89,2
111207730,160651215,1-1-2019,2-1-2019,331,345,14
111207732,17NB027905,1-1-2019,2-1-2019,126,129,3
111207733,17NB029805,1-1-2019,2-1-2019,492,509,17
111207734,17NB045294,1-1-2019,2-1-2019,112,121,9
111207735,17NB045295,1-1-2019,2-1-2019,89,96,7
111207736,17NB045023,1-1-2019,2-1-2019,143,157,14
111207737,17NB043482,1-1-2019,2-1-2019,139,149,10
111207738,00935OLD METER,1-1-2019,2-1-2019,305,331,26
111207739,18NB049282,1-1-2019,2-1-2019,51,59,8
111207740,18NB048929,1-1-2019,2-1-2019,18,27,9
111207741,966917,1-1-2019,2-1-2019,2,9,7
111207742,070904082-1,1-1-2019,2-1-2019,18,22,4
111207743,990612007,1-1-2019,2-1-2019,75,80,5
111207744,80379800,1-1-2019,2-1-2019,22,36,14
111207745,728880,1-1-2019,2-1-2019,7,19,12
111207746,21008754,12-21-2018,2-1-2019,1,18,17
111207747,70301212,12-21-2018,2-1-2019,1,9,8
112202700,ED-18-15-01363,1-1-2019,2-1-2019,2157,2213,56
112202710,17NB026982,1-1-2019,2-1-2019,588,626,38
112202720,17NB026983,1-1-2019,2-1-2019,886,934,48
112203840,ED-18-15-01381,1-1-2019,2-1-2019,1369,1379,10
112203990,ED-18-15-10257,1-1-2019,2-1-2019,4165,4425,260
112204140,17NB044802,1-1-2019,2-1-2019,120,128,8
112204210,966310,1-1-2019,2-1-2019,4,5,1
113200190,1002460,1-1-2019,2-1-2019,482,488,6
113200240,ED-18-15-01578,1-1-2019,2-1-2019,3182,3225,43
113200670,17NB044557,1-1-2019,2-1-2019,279,298,19
113200720,ED-18-15-01461,1-1-2019,2-1-2019,1647,1650,3
113203100,ED-18-15-01535,1-1-2019,2-1-2019,1918,1941,23
113205130,ED-18-15-09683,1-3-2019,2-3-2019,3509,3540,31
113205350,ED-18-15-01527,1-1-2019,2-1-2019,2001,2012,11
113205720,166799,1-1-2019,2-1-2019,344,365,21
113205770,748,1-1-2019,2-1-2019,453,456,3
113205810,ED-18-15-01551,1-1-2019,2-1-2019,2528,2536,8
113205980,ED-18-15-01287,1-1-2019,2-1-2019,956,959,3
113206000,ED-18-15-01555,1-1-2019,2-1-2019,1092,1099,7
113206080,17NB028129,1-1-2019,2-1-2019,530,572,42
113206300,ED-18-15-09540,1-1-2019,2-1-2019,1706,1714,8
113206360,17NB036353,1-1-2019,2-1-2019,240,261,21
113206460,17NB029341,1-1-2019,2-1-2019,388,408,20
113207000,48967,1-1-2019,2-1-2019,260,264,4
113207020,ED-18-15-09463,1-1-2019,2-1-2019,1542,1562,20
114200680,ED-18-15-01463,1-1-2019,2-1-2019,1507,1520,13
114204150,80379775,1-1-2019,2-1-2019,599,609,10
114204320,ED-18-15-01605,1-1-2019,2-1-2019,2681,2695,14
114204520,14138,1-1-2019,2-1-2019,987,1002,15
114204770,17NB028123,1-1-2019,2-1-2019,658,688,30
114205000,9661153,1-1-2019,2-1-2019,2,2,0
114205040,1705,1-1-2019,2-1-2019,824,837,13
114206060,ED-18-15-09699,1-1-2019,2-1-2019,2418,2424,6
114207240,17NB029347,1-1-2019,2-1-2019,1002,1055,53
114207250,ED-18-15-09466,1-1-2019,2-1-2019,2470,2490,20
115200220,17NB023596,1-1-2019,2-1-2019,439,460,21
115200280,17NB023597,1-1-2019,2-1-2019,861,896,35
115200450,17NB023595,1-1-2019,2-1-2019,832,871,39
115203270,981102221,1-5-2019,2-5-2019,3556,3572,16
115203600,ED-18-15-10263,1-1-2019,2-1-2019,2857,2874,17
115205730,ED-18-15-09474,1-1-2019,2-1-2019,2073,2084,11
115205740,ED-18-15-10084,1-1-2019,2-1-2019,1593,1598,5
115206100,17NB029344,1-1-2019,2-1-2019,370,380,10
115206440,21209282,1-1-2019,2-1-2019,466,485,19
116203500,ED-18-15-09893,1-1-2019,2-1-2019,1996,2006,10
117203300,ED-18-15-01639,1-1-2019,2-1-2019,1563,1573,10
120203310,80379377,1-1-2019,2-1-2019,733,750,17
123203320,2183,1-1-2019,2-1-2019,628,635,7
126203330,ED-18-15-01413,1-1-2019,2-1-2019,1593,1595,2
211200010,ED-18-15-09703,1-2-2019,2-2-2019,1532,1548,16
211200020,21206528,1-2-2019,2-2-2019,172,184,12
211200024,17NB042112,1-2-2019,2-2-2019,142,149,7
211200060,ED-18-15-09704,1-2-2019,2-2-2019,2290,2304,14
211200100,2100189,1-2-2019,2-2-2019,1184,1197,13
211200110,ED-18-15-10015,1-2-2019,2-2-2019,1112,1119,7
211200130,990611799,1-2-2019,2-2-2019,2655,2662,7
211200150,150934989,1-2-2019,2-2-2019,676,691,15
211200170,410007687,1-2-2019,2-2-2019,2515,2527,12
211200180,ED-18-15-10196,1-2-2019,2-2-2019,1995,2011,16
211200190,ED-18-15-10463,1-2-2019,2-2-2019,1088,1098,10
211200199,ED-18-15-10006,1-2-2019,2-2-2019,1098,1107,9
211200200,ED-18-15-10280,1-2-2019,2-2-2019,1473,1481,8
211200230,ED-18-15-10205,1-2-2019,2-2-2019,1173,1195,22
211200240,ED-18-15-10198,1-2-2019,2-2-2019,1721,1729,8
211200250,ED-18-15-10197,1-2-2019,2-2-2019,1003,1007,4
211200260,ED-18-15-09700,1-2-2019,2-2-2019,1403,1405,2
211200280,021-01-028,1-2-2019,2-2-2019,1444,1450,6
211200300,ED-18-15-09696,1-2-2019,2-2-2019,1654,1670,16
211200310,ED-18-15-09475,1-2-2019,2-2-2019,1799,1817,18
211200340,90271402,1-2-2019,2-2-2019,1693,1713,20
211200351,021-01-357A,1-2-2019,2-2-2019,1032,1042,10
211200360,9592371,1-2-2019,2-2-2019,187,198,11
211200380,140106489,1-2-2019,2-2-2019,367,377,10
211200381,90274946,1-2-2019,2-2-2019,236,243,7
211200390,8513194,1-2-2019,2-2-2019,1868,1881,13
211200420,ED-18-15-09472,1-2-2019,2-2-2019,1387,1398,11
211200450,17NB036357,1-2-2019,2-2-2019,320,333,13
211200453,160132822,1-2-2019,2-2-2019,435,455,20
211200460,17NB036355,1-2-2019,2-2-2019,395,415,20
211200480,17NB029350,1-2-2019,2-2-2019,619,665,46
211200490,990613440,1-2-2019,2-2-2019,293,304,11
211200500,90271408,1-2-2019,2-2-2019,1245,1254,9
211200520,ED-18-15-09544,1-2-2019,2-2-2019,2241,2262,21
211200540,90271393,1-2-2019,2-2-2019,1586,1593,7
211200572,ED-18-15-09860,1-2-2019,2-2-2019,1445,1448,3
211200573,ED-18-15-09558,1-2-2019,2-2-2019,1023,1033,10
211200600,ED-18-15-10202,1-2-2019,2-2-2019,1926,1935,9
211200660,90271395,1-2-2019,2-2-2019,1080,1085,5
211200671,140105256,1-2-2019,2-2-2019,248,251,3
211200680,021-01-068,1-2-2019,2-2-2019,270,291,21
211200800,904703,1-2-2019,2-2-2019,173,182,9
211200830,17nb044084,1-2-2019,2-2-2019,73,76,3
211200840,17NB029738,1-2-2019,2-2-2019,482,505,23
211200850,ED-18-15-10363,1-2-2019,2-2-2019,1889,1906,17
211200880,247,1-2-2019,2-2-2019,1209,1227,18
211200920,17NB027908,1-2-2019,2-2-2019,77,83,6
211200970,ED-18-15-09542,1-2-2019,2-2-2019,1204,1218,14
211200990,17NB044394,1-2-2019,2-2-2019,176,179,3
211201010,021876-18,1-2-2019,2-2-2019,54,74,20
211201021,70904595,1-2-2019,2-2-2019,1618,1640,22
211201030,ED-18-15-09922,1-2-2019,2-2-2019,1825,1871,46
211201040,14726,1-2-2019,2-2-2019,385,395,10
211201060,ED-18-15-10356,1-2-2019,2-2-2019,2552,2586,34
211201070,ED-18-15-10422,1-2-2019,2-2-2019,1892,1905,13
211201110,ED-18-15-10204,1-2-2019,2-2-2019,1940,1953,13
211201130,17NB036359,1-2-2019,2-2-2019,177,187,10
211201150,ED-18-15-10317,1-2-2019,2-2-2019,1203,1204,1
211201160,ED-18-15-10318,1-2-2019,2-2-2019,1976,1998,22
211201180,17NB036360,1-2-2019,2-2-2019,242,268,26
211201190,163599,1-2-2019,2-2-2019,153,165,12
211201240,9603423,1-2-2019,2-2-2019,326,349,23
211201260,ED-18-15-10423,1-2-2019,2-2-2019,1402,1415,13
211201270,ED-18-15-10421,1-2-2019,2-2-2019,1008,1016,8
211201300,163399,1-2-2019,2-2-2019,224,240,16
211201310,140105246,1-2-2019,2-2-2019,589,606,17
211201330,17NB033898,1-2-2019,2-2-2019,640,676,36
211201350,ED-18-15-10391,11-2-2018,2-2-2019,909,920,11
211201380,17NB033900,1-2-2019,2-2-2019,158,167,9
211201390,ED-18-15-10420,1-2-2019,2-2-2019,2003,2023,20
211201430,96639,1-2-2019,2-2-2019,183,197,14
211201460,20982229,1-2-2019,2-2-2019,137,148,11
211201470,17NB029343,1-2-2019,2-2-2019,217,224,7
211201480,17NB045223,1-2-2019,2-2-2019,468,506,38
211201572,101020949,1-2-2019,2-2-2019,1142,1151,9
211201600,8707295,1-2-2019,2-2-2019,1478,1480,2
211201610,17NB042111,1-2-2019,2-2-2019,207,222,15
211201650,17nb039399,1-2-2019,2-2-2019,336,384,48
211201661,17NB033930,1-2-2019,2-2-2019,124,143,19
211201662,1827967,1-2-2019,2-2-2019,589,589,0
211201700,17NB042109,1-2-2019,2-2-2019,231,250,19
211201770,140106773,1-2-2019,2-2-2019,1060,1094,34
211201790,17NB042114,1-2-2019,2-2-2019,607,652,45
211201810,160652006,1-2-2019,2-2-2019,268,276,8
211201840,17NB042117,1-2-2019,2-2-2019,315,343,28
211201860,9661153,1-2-2019,2-2-2019,265,282,17
211201870,17NB042116,1-2-2019,2-2-2019,235,254,19
211201880,1939,1-2-2019,2-2-2019,846,856,10
