Acct_No,Trans_Date,Ref_Code,Ref_no,Amount,Timestamp,Tag,Reading,Consumption,sequence
111200560,2/19/2019,10,10267596,88.85,2/19/19 10:04,W,,,3006298
111200570,2/1/2019,2,10267597,210,2/6/19 7:29,W,1633,6,3001572
111200570,2/14/2019,4,1572960,-210,2/14/19 8:58,W,,,3004521
111200590,2/1/2019,2,10267599,210,2/6/19 7:29,W,1897,9,3001574
111200590,2/19/2019,10,10267599,21,2/19/19 10:04,W,,,3006300
111200600,2/1/2019,2,10267600,1017.5,2/6/19 7:29,W,1922,34,3001575
111200600,2/18/2019,4,1573335,-1017.5,2/18/19 10:40,W,,,3005839
111200610,2/1/2019,2,10267602,561.78,2/6/19 7:29,W,1750,22,3001577
111200610,2/7/2019,4,1572608,-654.74,2/7/19 10:45,W,,,3001961
111200610,2/7/2019,14,1572608,-13.36,2/7/19 10:45,W,,,3001962
111200620,2/1/2019,2,10267603,7706.84,2/6/19 7:29,W,2151,172,3001578
111200620,2/7/2019,4,1572591,-6645.54,2/7/19 10:25,W,,,3001933
111200620,2/7/2019,14,1572591,-135.62,2/7/19 10:25,W,,,3001934
111200630,2/1/2019,2,10267604,7560.68,2/6/19 7:29,W,3491,169,3001579
111200630,2/7/2019,4,1572592,-6263.57,2/7/19 10:26,W,,,3001935
111200630,2/7/2019,14,1572592,-127.83,2/7/19 10:26,W,,,3001936
111200640,2/1/2019,2,10267605,561.78,2/6/19 7:29,W,233,22,3001580
111200650,2/1/2019,2,10267606,490.9,2/6/19 7:29,W,1502,20,3001581
111200650,2/15/2019,6,8803,-24.54,2/15/19 13:38,W,,,3005594
111200650,2/18/2019,4,1573194,-466.36,2/18/19 8:10,W,,,3005685
111200660,2/1/2019,2,10267607,406.63,2/6/19 7:29,W,3233,17,3001582
111200660,2/19/2019,4,1573661,-406.63,2/19/19 9:25,W,,,3006256
111200681,2/1/2019,2,10267609,597.22,2/6/19 7:29,W,1724,23,3001584
111200681,2/14/2019,4,1572966,-567.36,2/14/19 9:29,W,,,3004528
111200681,2/15/2019,6,8781,-29.86,2/14/19 16:20,W,,,3005442
111200700,2/1/2019,2,10267612,668.1,2/6/19 7:29,W,1497,25,3001587
111200700,2/7/2019,4,1572626,-668.1,2/7/19 13:44,W,,,3002597
111200710,2/1/2019,2,10267613,210,2/6/19 7:29,W,336,7,3001588
111200710,2/19/2019,10,10267613,21,2/19/19 10:04,W,,,3006303
111200730,2/1/2019,2,10267616,266.18,2/6/19 7:29,W,222,12,3001591
111200730,2/15/2019,4,1573130,-620.79,2/15/19 12:59,W,,,3005573
111200740,2/1/2019,2,10267617,210,2/6/19 7:29,W,2906,6,3001592
111200740,2/18/2019,4,1573392,-210,2/18/19 11:49,W,,,3005928
111200750,2/5/2019,2,10269588,294.27,2/13/19 17:04,W,2769,13,3004043
111200750,2/18/2019,4,1573302,-294.27,2/18/19 10:05,W,,,3005799
111200760,2/1/2019,2,10267621,210,2/6/19 7:29,W,882,6,3001596
111200760,2/15/2019,6,8782,-10.5,2/14/19 16:21,W,,,3005443
111200760,2/18/2019,4,1573488,-199.5,2/18/19 13:55,W,,,3006047
111200770,2/1/2019,2,10267624,238.09,2/6/19 7:29,W,328,11,3001599
111200770,2/19/2019,10,10267624,23.85,2/19/19 10:04,W,,,3006304
111200780,2/1/2019,2,10267623,238.09,2/6/19 7:29,W,1417,11,3001598
111200780,2/14/2019,4,1572979,-238.09,2/14/19 10:17,W,,,3004842
111200790,2/1/2019,2,10267626,526.34,2/6/19 7:29,W,343,21,3001601
111200790,2/19/2019,4,1573581,-526.34,2/18/19 16:07,W,,,3006142
111200800,2/1/2019,2,10267627,210,2/6/19 7:29,W,1751,9,3001602
111200800,2/19/2019,4,1573580,-210,2/18/19 16:07,W,,,3006141
111200801,2/1/2019,2,10267702,266.18,2/6/19 7:29,W,3188,12,3001677
111200801,2/11/2019,4,1572735,-266.18,2/11/19 11:44,W,,,3003678
111200810,2/1/2019,2,10267629,561.78,2/6/19 7:29,W,297,22,3001604
111200810,2/4/2019,4,1572463,-1171.22,2/4/19 8:52,W,,,3001462
111200810,2/19/2019,10,10267629,56.2,2/19/19 10:04,W,,,3006306
111200820,2/1/2019,2,10267630,210,2/6/19 7:29,W,1117,9,3001605
111200820,2/13/2019,4,1572869,-210,2/12/19 16:48,W,,,3003817
111200830,2/1/2019,2,10267631,378.54,2/6/19 7:29,W,1998,16,3001606
111200830,2/19/2019,10,10267631,37.85,2/19/19 10:04,W,,,3006307
111200840,2/1/2019,2,10267628,462.81,2/6/19 7:29,W,3009,19,3001603
111200840,2/19/2019,10,10267628,46.3,2/19/19 10:04,W,,,3006305
111200840,2/26/2019,4,1574198,-416.39,2/26/19 11:52,W,,,3008511
111200842,2/1/2019,2,10267632,210,2/6/19 7:29,W,1170,5,3001607
111200842,2/19/2019,4,1573715,-231,2/19/19 11:47,W,,,3006450
111200842,2/19/2019,10,10267632,21,2/19/19 10:04,W,,,3006308
111200850,2/1/2019,2,10267642,322.36,2/6/19 7:29,W,1862,14,3001617
111200850,2/14/2019,4,1572962,-322.36,2/14/19 9:04,W,,,3004524
111200860,2/1/2019,2,10267641,378.54,2/6/19 7:29,W,2600,16,3001616
111200860,2/19/2019,10,10267641,37.85,2/19/19 10:04,W,,,3006312
111200860,2/26/2019,4,1574176,-416.39,2/26/19 10:49,W,,,3008489
111200870,2/1/2019,2,10267633,526.34,2/6/19 7:29,W,289,21,3001608
111200870,2/7/2019,4,1572576,-1034.39,2/7/19 9:00,W,,,3001918
111200870,2/19/2019,10,10267633,52.65,2/19/19 10:04,W,,,3006309
111200881,2/1/2019,2,10267634,210,2/6/19 7:29,W,563,5,3001609
111200881,2/18/2019,4,1573300,-210,2/18/19 10:03,W,,,3005797
111200882,2/1/2019,2,10267635,210,2/6/19 7:29,W,746,7,3001610
111200882,2/14/2019,4,1572978,-210,2/14/19 10:16,W,,,3004841
111200890,2/1/2019,2,10267638,210,2/6/19 7:29,W,2176,1,3001613
111200890,2/19/2019,10,10267638,21,2/19/19 10:04,W,,,3006310
111200900,2/1/2019,2,10267639,490.9,2/6/19 7:29,W,3057,20,3001614
111200900,2/18/2019,4,1573318,-490.9,2/18/19 10:26,W,,,3005819
111200910,2/1/2019,2,10267640,490.9,2/6/19 7:29,W,945,20,3001615
111200910,2/4/2019,4,1572495,-513,2/4/19 11:33,W,,,3001494
111200910,2/18/2019,6,8921,-24.54,2/18/19 16:46,W,,,3006179
111200910,2/19/2019,10,10267640,46.65,2/19/19 10:04,W,,,3006311
111200920,2/1/2019,2,10267637,434.72,2/6/19 7:29,W,305,18,3001612
111200920,2/7/2019,4,1572585,-434.72,2/7/19 9:53,W,,,3001927
111200921,2/5/2019,2,10269720,322.36,2/13/19 17:04,W,1314,14,3004175
111200921,2/8/2019,4,1572662,-400,2/8/19 13:07,W,,,3003042
111200921,2/22/2019,10,10269720,32.25,2/22/19 11:53,W,,,3008017
111200921,2/26/2019,4,1574240,-799.98,2/26/19 15:20,W,,,3008553
111200930,2/1/2019,2,10267636,561.78,2/6/19 7:29,W,2353,22,3001611
111200930,2/18/2019,4,1573199,-1100,2/18/19 8:17,W,,,3005690
111200931,2/1/2019,2,10267646,238.09,2/6/19 7:29,W,1426,11,3001621
111200931,2/8/2019,4,1572656,-238.09,2/8/19 11:38,W,,,3003035
111200940,2/1/2019,2,10267667,266.18,2/6/19 7:29,W,1971,12,3001642
111200940,2/15/2019,4,1573103,-266.18,2/15/19 10:38,W,,,3005522
111200950,2/1/2019,2,10267643,210,2/6/19 7:29,W,1122,8,3001618
111200950,2/7/2019,4,1572586,-210,2/7/19 9:54,W,,,3001928
111200960,2/1/2019,2,10267644,210,2/6/19 7:29,W,3658,10,3001619
111200960,2/18/2019,4,1573331,-210,2/18/19 10:37,W,,,3005832
111200961,2/1/2019,2,10267647,210,2/6/19 7:29,W,2559,6,3001622
111200961,2/19/2019,10,10267647,21,2/19/19 10:04,W,,,3006314
111200970,2/1/2019,2,10267648,322.36,2/6/19 7:29,W,2788,14,3001623
111200970,2/19/2019,4,1573576,-322.36,2/18/19 15:56,W,,,3006137
111200980,2/1/2019,2,10267649,210,2/6/19 7:29,W,1348,8,3001624
111200980,2/19/2019,10,10267649,21,2/19/19 10:04,W,,,3006315
111200980,2/21/2019,4,1573970,-231,2/21/19 9:13,W,,,3007662
111200990,2/1/2019,2,10267650,210,2/6/19 7:29,W,2600,7,3001625
111200990,2/12/2019,4,1572811,-210,2/12/19 10:05,W,,,3003757
111201020,2/1/2019,2,10267653,490.9,2/6/19 7:29,W,1160,20,3001628
111201020,2/15/2019,4,1573067,-490.9,2/15/19 9:25,W,,,3005486
111201030,2/1/2019,2,10267654,210,2/6/19 7:29,W,3012,10,3001629
111201030,2/19/2019,10,10267654,21,2/19/19 10:04,W,,,3006317
111201040,2/1/2019,2,10267651,597.22,2/6/19 7:29,W,2093,23,3001626
111201040,2/19/2019,10,10267651,59.75,2/19/19 10:04,W,,,3006316
111201060,2/1/2019,2,10267656,294.27,2/6/19 7:29,W,1629,13,3001631
111201060,2/11/2019,4,1572697,-294.27,2/11/19 8:42,W,,,3003618
111201070,2/1/2019,2,10267657,266.18,2/6/19 7:29,W,2216,12,3001632
111201070,2/18/2019,4,1573275,-651.68,2/18/19 9:38,W,,,3005772
111201080,2/1/2019,2,10267658,809.86,2/6/19 7:29,W,541,29,3001633
111201080,2/1/2019,4,1572428,-1000,2/1/19 13:58,W,,,3001394
111201080,2/19/2019,10,10267658,81,2/19/19 10:04,W,,,3006319
111201090,2/1/2019,2,10267659,490.9,2/6/19 7:29,W,2531,20,3001634
111201090,2/19/2019,10,10267659,49.1,2/19/19 10:04,W,,,3006320
111201100,2/1/2019,2,10267660,266.18,2/6/19 7:29,W,1528,12,3001635
111201100,2/18/2019,4,1573338,-266.18,2/18/19 10:42,W,,,3005845
111201110,2/1/2019,2,10267661,378.54,2/6/19 7:29,W,1815,16,3001636
111201110,2/18/2019,4,1573204,-378.54,2/18/19 8:22,W,,,3005695
111201120,2/1/2019,2,10267662,210,2/6/19 7:29,W,1895,10,3001637
111201120,2/19/2019,10,10267662,21,2/19/19 10:04,W,,,3006321
111201120,2/20/2019,4,1573891,-231,2/20/19 13:12,W,,,3007235
111201140,2/1/2019,2,10267663,294.27,2/6/19 7:29,W,1561,13,3001638
111201140,2/13/2019,4,1572884,-294.27,2/13/19 8:43,W,,,3003834
111201741,2/1/2019,2,10267620,974.45,2/6/19 7:29,W,3343,33,3001595
111201741,2/13/2019,4,1572856,-3057.3,2/12/19 14:55,W,,,3003802
111201760,2/1/2019,2,10267668,490.9,2/6/19 7:29,W,296,20,3001643
111201760,2/18/2019,4,1573431,-496.35,2/18/19 12:52,W,,,3005979
111201760,2/19/2019,10,10267668,5.45,2/19/19 10:04,W,,,3006323
111201780,2/1/2019,2,10267664,266.18,2/6/19 7:29,W,833,12,3001639
111201780,2/19/2019,10,10267664,26.65,2/19/19 10:04,W,,,3006322
111201790,2/1/2019,2,10267665,266.18,2/6/19 7:29,W,2725,12,3001640
111201790,2/6/2019,4,1572524,-266.18,2/6/19 7:55,W,,,3001864
111201820,2/1/2019,2,10267666,210,2/6/19 7:29,W,2396,9,3001641
111201820,2/19/2019,4,1573531,-210,2/18/19 14:43,W,,,3006092
111201840,2/1/2019,2,10267669,266.18,2/6/19 7:29,W,1099,12,3001644
111201840,2/8/2019,4,1572667,-1623.69,2/8/19 14:02,W,,,3003047
111201860,2/1/2019,2,10267670,378.54,2/6/19 7:29,W,615,16,3001645
111201860,2/15/2019,4,1573165,-764.04,2/15/19 14:58,W,,,3005639
111201890,2/1/2019,2,10267671,210,2/6/19 7:29,W,1637,4,3001646
111201890,2/14/2019,4,1572947,-210,2/14/19 8:04,W,,,3004508
111201920,2/1/2019,2,10267672,632.66,2/6/19 7:29,W,963,24,3001647
111201920,2/19/2019,10,10267672,63.3,2/19/19 10:04,W,,,3006324
111201940,2/1/2019,2,10267674,210,2/6/19 7:29,W,1331,1,3001649
111201940,2/19/2019,10,10267674,21,2/19/19 10:04,W,,,3006325
111202060,2/1/2019,2,10267676,597.22,2/6/19 7:29,W,1773,23,3001651
111202060,2/19/2019,10,10267676,59.75,2/19/19 10:04,W,,,3006327
111202100,2/1/2019,2,10267677,210,2/6/19 7:29,W,106,10,3001652
111202100,2/18/2019,4,1573327,-210,2/18/19 10:34,W,,,3005828
111202110,2/1/2019,2,10267680,1146.65,2/6/19 7:29,W,563,37,3001655
111202110,2/19/2019,4,1573578,-1146.65,2/18/19 16:04,W,,,3006139
111202140,2/1/2019,2,10267681,350.45,2/6/19 7:29,W,808,15,3001656
111202140,2/8/2019,4,1572655,-231,2/8/19 11:29,W,,,3003034
111202140,2/19/2019,10,10267681,35.05,2/19/19 10:04,W,,,3006329
111202141,2/5/2019,2,10269672,378.54,2/13/19 17:04,W,2964,16,3004127
111202141,2/22/2019,10,10269672,37.85,2/22/19 11:53,W,,,3007984
111202150,2/1/2019,2,10267684,266.18,2/6/19 7:29,W,1146,12,3001659
111202150,2/19/2019,10,10267684,26.65,2/19/19 10:04,W,,,3006332
111202180,2/1/2019,2,10267685,210,2/6/19 7:29,W,891,8,3001660
111202180,2/19/2019,10,10267685,21,2/19/19 10:04,W,,,3006333
111202210,2/1/2019,2,10267686,561.78,2/6/19 7:29,W,808,22,3001661
111202210,2/19/2019,4,1573570,-561.78,2/18/19 15:51,W,,,3006131
111202220,2/1/2019,2,10267687,350.45,2/6/19 7:29,W,805,15,3001662
111202220,2/14/2019,4,1572958,-350.45,2/14/19 8:53,W,,,3004519
111202270,2/1/2019,2,10267689,703.54,2/6/19 7:29,W,346,26,3001664
111202270,2/4/2019,4,1572464,-698.2,2/4/19 8:53,W,,,3001463
111202270,2/15/2019,6,8827,-35.17,2/15/19 15:01,W,,,3005643
111202270,2/19/2019,4,1573706,-735.22,2/19/19 11:18,W,,,3006427
111202270,2/19/2019,10,10267689,66.85,2/19/19 10:04,W,,,3006335
111202300,2/1/2019,2,10267691,210,2/6/19 7:29,W,2142,5,3001666
111202300,2/19/2019,6,8929,-10.5,2/19/19 8:30,W,,,3006209
111202300,2/19/2019,10,10267691,19.95,2/19/19 10:04,W,,,3006336
111202300,2/22/2019,4,1574092,-219.45,2/22/19 15:40,W,,,3008405
111202310,2/1/2019,2,10267692,597.22,2/6/19 7:29,W,1621,23,3001667
111202310,2/19/2019,10,10267692,59.75,2/19/19 10:04,W,,,3006337
111202340,2/1/2019,2,10267693,434.72,2/6/19 7:29,W,2944,18,3001668
111202340,2/15/2019,4,1573158,-4,2/15/19 14:40,W,,,3005626
111202340,2/15/2019,5,1573158,-434.72,2/15/19 14:41,W,,,3005628
111202340,2/15/2019,8,1573158,4,2/15/19 14:40,W,,,3005627
111202360,2/1/2019,2,10267694,210,2/6/19 7:29,W,595,5,3001669
111202360,2/14/2019,4,1572981,-210,2/14/19 10:18,W,,,3004844
111202370,2/1/2019,2,10267695,266.18,2/6/19 7:29,W,2080,12,3001670
111202370,2/14/2019,4,1572980,-266.18,2/14/19 10:18,W,,,3004843
111202400,2/1/2019,2,10267696,210,2/6/19 7:29,W,2225,7,3001671
111202400,2/15/2019,4,1573153,-199.5,2/15/19 14:13,W,,,3005613
111202400,2/15/2019,6,8801,-10.5,2/15/19 13:36,W,,,3005591
111202440,2/1/2019,2,10267697,210,2/6/19 7:29,W,1764,10,3001672
111202440,2/12/2019,4,1572797,-210,2/12/19 9:23,W,,,3003743
111202470,2/1/2019,2,10267699,210,2/6/19 7:29,W,2322,6,3001674
111202470,2/19/2019,10,10267699,21,2/19/19 10:04,W,,,3006339
111202540,2/1/2019,2,10267701,210,2/6/19 7:29,W,2753,7,3001676
111202540,2/15/2019,6,8780,-10.5,2/14/19 16:19,W,,,3005441
111202540,2/19/2019,10,10267701,19.95,2/19/19 10:04,W,,,3006341
111202550,2/1/2019,2,10267703,294.27,2/6/19 7:29,W,528,13,3001678
111202550,2/11/2019,4,1572749,-354.61,2/11/19 13:57,W,,,3003692
111202550,2/19/2019,10,10267703,29.45,2/19/19 10:04,W,,,3006342
111202560,2/1/2019,2,10267704,322.36,2/6/19 7:29,W,2559,14,3001679
111202560,2/19/2019,10,10267704,32.25,2/19/19 10:04,W,,,3006343
111202560,2/26/2019,4,1574133,-616.55,2/26/19 9:00,W,,,3008446
111202580,2/1/2019,2,10267705,931.4,2/6/19 7:29,W,514,32,3001680
111202580,2/11/2019,4,1572691,-931.4,2/11/19 8:36,W,,,3003612
111202600,2/1/2019,2,10267706,210,2/6/19 7:29,W,765,7,3001681
111202600,2/13/2019,4,1572923,-210,2/13/19 11:26,W,,,3003875
111202620,2/1/2019,2,10267708,294.27,2/6/19 7:29,W,761,13,3001683
111202620,2/15/2019,4,1573183,-294.27,2/15/19 15:52,W,,,3005674
111202650,2/1/2019,2,10267716,210,2/6/19 7:29,W,2411,7,3001691
111202650,2/19/2019,4,1573569,-210,2/18/19 15:51,W,,,3006130
111202670,2/1/2019,2,10267709,888.35,2/6/19 7:29,W,424,31,3001684
111202670,2/18/2019,4,1573506,-888.35,2/18/19 14:14,W,,,3006067
111202840,2/1/2019,2,10267717,703.54,2/6/19 7:29,W,2378,26,3001692
111202840,2/19/2019,10,10267717,70.35,2/19/19 10:04,W,,,3006347
111202860,2/1/2019,2,10267718,350.45,2/6/19 7:29,W,434,15,3001693
111202860,2/18/2019,4,1573286,-350.45,2/18/19 9:49,W,,,3005783
111202880,2/1/2019,2,10267719,490.9,2/6/19 7:29,W,741,20,3001694
111202880,2/1/2019,4,1572410,-409.11,2/1/19 9:38,W,,,3001376
111202880,2/19/2019,10,10267719,49.1,2/19/19 10:04,W,,,3006348
111202894,2/1/2019,2,10267720,266.18,2/6/19 7:29,W,854,12,3001695
111202894,2/19/2019,10,10267720,26.65,2/19/19 10:04,W,,,3006349
111202894,2/20/2019,4,1573895,-678.33,2/20/19 13:16,W,,,3007239
111202900,2/1/2019,2,10267721,1616.84,2/6/19 7:29,W,3019,47,3001696
111202900,2/13/2019,4,1572920,-1616.84,2/13/19 11:12,W,,,3003872
111202920,2/1/2019,2,10267722,668.1,2/6/19 7:29,W,1357,25,3001697
111202920,2/15/2019,6,8837,-33.4,2/15/19 15:37,W,,,3005667
111202920,2/19/2019,4,1573595,-634.7,2/18/19 16:23,W,,,3006164
111202940,2/1/2019,2,10267723,350.45,2/6/19 7:29,W,247,15,3001698
111202940,2/15/2019,4,1573065,-350.45,2/15/19 9:19,W,,,3005484
111202980,2/1/2019,2,10267724,490.9,2/6/19 7:29,W,424,20,3001699
111202980,2/19/2019,10,10267724,49.1,2/19/19 10:04,W,,,3006350
111203000,2/1/2019,2,10267725,210,2/6/19 7:29,W,949,7,3001700
111203000,2/13/2019,4,0.01572868,-199.5,2/12/19 16:31,W,,,3003814
111203000,2/13/2019,4,1572868,-199.5,2/12/19 16:32,W,,,3003816
111203000,2/13/2019,8,0.01572868,199.5,2/12/19 16:32,W,,,3003815
111203000,2/18/2019,6,8861,-10.5,2/18/19 10:50,W,,,3005863
111203020,2/1/2019,2,10267726,350.45,2/6/19 7:29,W,2039,15,3001701
111203020,2/15/2019,6,8786,-17.52,2/14/19 16:36,W,,,3005447
111203020,2/19/2019,10,10267726,33.3,2/19/19 10:04,W,,,3006351
111203020,2/28/2019,4,1574352,-366.23,2/27/19 14:37,W,,,3008864
111203040,2/1/2019,2,10267728,210,2/6/19 7:29,W,1626,10,3001703
111203040,2/19/2019,10,10267728,21,2/19/19 10:04,W,,,3006353
111203060,2/1/2019,2,10267729,294.27,2/6/19 7:29,W,2229,13,3001704
111203060,2/8/2019,4,1572637,-812.88,2/8/19 8:14,W,,,3002608
111203060,2/19/2019,10,10267729,29.45,2/19/19 10:04,W,,,3006354
111203120,2/1/2019,2,10267779,210,2/6/19 7:29,W,1276,9,3001754
111203120,2/15/2019,4,1573073,-210,2/15/19 9:36,W,,,3005492
