Acct_No,Trans_Date,Ref_Code,Ref_no,Amount,Timestamp,Tag,Reading,Consumption,sequence
111200930,3/20/2019,10,10270975,43.5,3/20/19 8:05,W,,,3014753
111200931,3/1/2019,2,10270985,210,3/4/19 11:25,W,15,9,3009559
111200931,3/5/2019,4,1574658,-210,3/5/19 9:41,W,,,3009957
111200940,3/1/2019,2,10271006,238.09,3/4/19 11:25,W,18,11,3009580
111200940,3/15/2019,4,1576574,-238.09,3/15/19 14:43,W,,,3014145
111200950,3/1/2019,2,10270982,210,3/4/19 11:25,W,1126,4,3009556
111200950,3/7/2019,4,1574822,-210,3/7/19 8:49,W,,,3011155
111200960,3/1/2019,2,10270983,210,3/4/19 11:25,W,15,8,3009557
111200960,3/18/2019,4,1576659,-210,3/18/19 9:05,W,,,3014235
111200961,3/1/2019,2,10270986,210,3/4/19 11:25,W,9,5,3009560
111200961,3/6/2019,4,1574732,-462,3/6/19 9:35,W,,,3010640
111200961,3/20/2019,10,10270986,21,3/20/19 8:05,W,,,3014756
111200970,3/1/2019,2,10270987,322.36,3/4/19 11:25,W,23,14,3009561
111200970,3/20/2019,10,10270987,32.25,3/20/19 8:05,W,,,3014757
111200970,3/22/2019,4,1577423,-354.61,3/22/19 10:30,W,,,3016446
111200980,3/1/2019,2,10270988,210,3/4/19 11:25,W,1355,7,3009562
111200980,3/11/2019,4,0.01574995,-210,3/11/19 8:49,W,,,3011876
111200980,3/11/2019,4,1574995,-210,3/11/19 8:50,W,,,3011878
111200980,3/11/2019,8,0.01574995,210,3/11/19 8:50,W,,,3011877
111200990,3/1/2019,2,10270989,210,3/4/19 11:25,W,11,7,3009563
111200990,3/15/2019,4,1576553,-210,3/15/19 13:50,W,,,3014124
111201020,3/1/2019,2,10270992,490.9,3/4/19 11:25,W,32,20,3009566
111201020,3/13/2019,4,1576282,-490.9,3/13/19 11:00,W,,,3013716
111201030,3/1/2019,2,10270993,210,3/4/19 11:25,W,16,8,3009567
111201030,3/20/2019,10,10270993,21,3/20/19 8:05,W,,,3014759
111201040,3/1/2019,2,10270990,210,3/4/19 11:25,W,2094,1,3009564
111201040,3/20/2019,10,10270990,21,3/20/19 8:05,W,,,3014758
111201060,3/1/2019,2,10270995,294.27,3/4/19 11:25,W,20,13,3009569
111201060,3/11/2019,4,1574996,-294.27,3/11/19 8:51,W,,,3011879
111201070,3/1/2019,2,10270996,322.36,3/4/19 11:25,W,20,14,3009570
111201070,3/20/2019,10,10270996,32.25,3/20/19 8:05,W,,,3014761
111201080,3/1/2019,2,10270997,738.98,3/4/19 11:25,W,568,27,3009571
111201080,3/4/2019,4,1574559,-1246.91,3/4/19 9:25,W,,,3009420
111201080,3/20/2019,10,10270997,73.9,3/20/19 8:05,W,,,3014762
111201090,3/1/2019,2,10270998,561.78,3/4/19 11:25,W,34,22,3009572
111201090,3/5/2019,4,1574670,-1430.86,3/5/19 10:55,W,,,3009969
111201090,3/20/2019,10,10270998,56.2,3/20/19 8:05,W,,,3014763
111201100,3/1/2019,2,10270999,350.45,3/4/19 11:25,W,24,15,3009573
111201100,3/18/2019,4,1576877,-345.45,3/18/19 14:00,W,,,3014436
111201110,3/1/2019,2,10271000,350.45,3/4/19 11:25,W,24,15,3009574
111201110,3/19/2019,4,1576995,-350.45,3/19/19 9:08,W,,,3014577
111201120,3/1/2019,2,10271001,210,3/4/19 11:25,W,15,8,3009575
111201120,3/20/2019,10,10271001,21,3/20/19 8:05,W,,,3014764
111201140,3/1/2019,2,10271002,322.36,3/4/19 11:25,W,21,14,3009576
111201140,3/12/2019,4,1576191,-322.36,3/12/19 14:34,W,,,3013616
111201741,3/1/2019,2,10270959,774.42,3/4/19 11:25,W,47,28,3009533
111201741,3/20/2019,10,10270959,77.45,3/20/19 8:05,W,,,3014748
111201760,3/1/2019,2,10271007,238.09,3/4/19 11:25,W,307,11,3009581
111201760,3/20/2019,10,10271007,23.85,3/20/19 8:05,W,,,3014766
111201780,3/1/2019,2,10271003,210,3/4/19 11:25,W,839,6,3009577
111201780,3/4/2019,4,1574532,-292.83,3/4/19 8:42,W,,,3009391
111201780,3/7/2019,4,1574825,-210,3/7/19 9:04,W,,,3011158
111201790,3/1/2019,2,10271004,266.18,3/4/19 11:25,W,18,12,3009578
111201790,3/20/2019,10,10271004,26.65,3/20/19 8:05,W,,,3014765
111201790,3/21/2019,4,1577295,-292.83,3/21/19 8:42,W,,,3015682
111201820,3/1/2019,2,10271005,210,3/4/19 11:25,W,2405,9,3009579
111201820,3/6/2019,4,1574690,-210,3/5/19 14:18,W,,,3009989
111201840,3/1/2019,2,10271008,210,3/4/19 11:25,W,15,8,3009582
111201840,3/20/2019,10,10271008,21,3/20/19 8:05,W,,,3014767
111201860,3/1/2019,2,10271009,322.36,3/4/19 11:25,W,629,14,3009583
111201860,3/20/2019,10,10271009,32.25,3/20/19 8:05,W,,,3014768
111201890,3/1/2019,2,10271010,210,3/4/19 11:25,W,8,4,3009584
111201890,3/18/2019,4,1576627,-210,3/18/19 8:29,W,,,3014203
111201920,3/1/2019,2,10271011,561.78,3/4/19 11:25,W,985,22,3009585
111201920,3/4/2019,4,1574553,-1000,3/4/19 9:19,W,,,3009412
111201920,3/20/2019,10,10271011,56.2,3/20/19 8:05,W,,,3014769
111202060,3/1/2019,2,10271014,561.78,3/4/19 11:25,W,1795,22,3009588
111202060,3/5/2019,4,1574677,-1196.97,3/5/19 11:38,W,,,3009976
111202060,3/20/2019,10,10271014,56.2,3/20/19 8:05,W,,,3014770
111202100,3/1/2019,2,10271015,210,3/4/19 11:25,W,114,8,3009589
111202100,3/6/2019,4,1574747,-210,3/6/19 10:22,W,,,3010655
111202110,3/1/2019,2,10271018,1017.5,3/4/19 11:25,W,597,34,3009592
111202110,3/18/2019,4,1576753,-1017.5,3/18/19 15:51,W,,,3014496
111202140,3/1/2019,2,10271019,238.09,3/4/19 11:25,W,819,11,3009593
111202140,3/20/2019,10,10271019,23.85,3/20/19 8:05,W,,,3014772
111202141,3/5/2019,2,10273016,434.72,3/11/19 14:15,W,2982,18,3012250
111202141,3/6/2019,4,1574709,-801.89,3/5/19 15:51,W,,,3010003
111202141,3/22/2019,10,10273016,43.5,3/22/19 8:46,W,,,3016216
111202150,3/1/2019,2,10271022,406.63,3/4/19 11:25,W,1163,17,3009596
111202150,3/15/2019,4,1576511,-292.83,3/15/19 10:43,W,,,3014075
111202150,3/20/2019,10,10271022,40.7,3/20/19 8:05,W,,,3014773
111202180,3/1/2019,2,10271023,350.45,3/4/19 11:25,W,906,15,3009597
111202180,3/11/2019,4,1574971,-581.45,3/11/19 8:04,W,,,3011852
111202210,3/1/2019,2,10271024,561.78,3/4/19 11:25,W,830,22,3009598
111202210,3/15/2019,4,1576548,-561.78,3/15/19 13:23,W,,,3014119
111202220,3/1/2019,2,10271025,294.27,3/4/19 11:25,W,818,13,3009599
111202220,3/20/2019,10,10271025,29.45,3/20/19 8:05,W,,,3014774
111202270,3/1/2019,2,10271027,597.22,3/4/19 11:25,W,369,23,3009601
111202270,3/13/2019,6,9069,-29.86,3/13/19 14:14,W,,,3013759
111202270,3/20/2019,10,10271027,56.75,3/20/19 8:05,W,,,3014775
111202300,3/1/2019,2,10271029,210,3/4/19 11:25,W,7,4,3009603
111202300,3/15/2019,4,1576560,-199.5,3/15/19 14:06,W,,,3014131
111202300,3/15/2019,6,9165,-10.5,3/15/19 10:38,W,,,3014067
111202310,3/1/2019,2,10271030,406.63,3/4/19 11:25,W,29,17,3009604
111202310,3/20/2019,4,1577124,-656.97,3/19/19 15:58,W,,,3014709
111202310,3/20/2019,10,10271030,40.7,3/20/19 8:05,W,,,3014776
111202340,3/1/2019,2,10271031,406.63,3/4/19 11:25,W,27,17,3009605
111202340,3/15/2019,4,1576403,-406.63,3/14/19 14:33,W,,,3013896
111202360,3/1/2019,2,10271032,210,3/4/19 11:25,W,599,4,3009606
111202360,3/13/2019,4,1576216,-210,3/13/19 8:14,W,,,3013643
111202370,3/1/2019,2,10271033,210,3/4/19 11:25,W,16,8,3009607
111202370,3/13/2019,4,1576217,-210,3/13/19 8:14,W,,,3013644
111202400,3/1/2019,2,10271034,210,3/4/19 11:25,W,12,7,3009608
111202400,3/13/2019,6,9046,-10.5,3/13/19 13:18,W,,,3013731
111202400,3/20/2019,4,1577252,-219.45,3/20/19 14:22,W,,,3015317
111202400,3/20/2019,10,10271034,19.95,3/20/19 8:05,W,,,3014777
111202440,3/1/2019,2,10271035,210,3/4/19 11:25,W,13,8,3009609
111202440,3/15/2019,4,1576554,-210,3/15/19 13:51,W,,,3014125
111202470,3/1/2019,2,10271037,210,3/4/19 11:25,W,9,7,3009611
111202470,3/20/2019,10,10271037,21,3/20/19 8:05,W,,,3014779
111202540,3/1/2019,2,10271039,210,3/4/19 11:25,W,10,5,3009613
111202540,3/8/2019,4,1574962,-438.9,3/8/19 14:39,W,,,3011298
111202540,3/12/2019,6,9022,-10.5,3/12/19 7:48,W,,,3012687
111202540,3/20/2019,10,10271039,19.95,3/20/19 8:05,W,,,3014781
111202550,3/1/2019,2,10271041,266.18,3/4/19 11:25,W,540,12,3009615
111202550,3/11/2019,4,1576031,-589.9,3/11/19 10:21,W,,,3011972
111202560,3/1/2019,2,10271042,294.27,3/4/19 11:25,W,21,13,3009616
111202560,3/20/2019,10,10271042,29.45,3/20/19 8:05,W,,,3014782
111202580,3/1/2019,2,10271043,597.22,3/4/19 11:25,W,537,23,3009617
111202580,3/20/2019,10,10271043,59.75,3/20/19 8:05,W,,,3014783
111202600,3/1/2019,2,10271044,238.09,3/4/19 11:25,W,776,11,3009618
111202600,3/7/2019,4,1574868,-238.09,3/7/19 11:31,W,,,3011202
111202620,3/1/2019,2,10271046,210,3/4/19 11:25,W,771,10,3009620
111202620,3/18/2019,5,1576885,-210,3/18/19 14:12,W,,,3014446
111202650,3/1/2019,2,10271054,210,3/4/19 11:25,W,13,8,3009628
111202650,3/18/2019,4,1576855,-210,3/18/19 13:29,W,,,3014412
111202670,3/1/2019,2,10271047,703.54,3/4/19 11:25,W,450,26,3009621
111202670,3/15/2019,4,1576545,-703.54,3/15/19 13:18,W,,,3014115
111202840,3/1/2019,2,10271055,526.34,3/4/19 11:25,W,34,21,3009629
111202840,3/15/2019,4,1576460,-1300.23,3/15/19 9:09,W,,,3013981
111202860,3/1/2019,2,10271056,294.27,3/4/19 11:25,W,447,13,3009630
111202860,3/18/2019,4,1576770,-294.27,3/18/19 15:58,W,,,3014513
111202880,3/1/2019,2,10271057,490.9,3/4/19 11:25,W,761,20,3009631
111202880,3/20/2019,10,10271057,49.1,3/20/19 8:05,W,,,3014787
111202894,3/1/2019,2,10271058,210,3/4/19 11:25,W,862,8,3009632
111202894,3/20/2019,10,10271058,21,3/20/19 8:05,W,,,3014788
111202900,3/1/2019,2,10271059,1232.75,3/4/19 11:25,W,65,39,3009633
111202900,3/13/2019,4,1576287,-1232.75,3/13/19 11:54,W,,,3013722
111202920,3/1/2019,2,10271060,322.36,3/4/19 11:25,W,26,14,3009634
111202920,3/6/2019,4,1574776,-322.36,3/6/19 14:38,W,,,3010683
111202920,3/6/2019,5,1574776,-306.24,3/6/19 14:39,W,,,3010685
111202920,3/6/2019,8,1574776,322.36,3/6/19 14:39,W,,,3010684
111202920,3/14/2019,6,9079,-16.12,3/14/19 13:30,W,,,3013865
111202940,3/1/2019,2,10271061,350.45,3/4/19 11:25,W,262,15,3009635
111202940,3/14/2019,4,1576326,-350.45,3/14/19 8:45,W,,,3013790
111202980,3/1/2019,2,10271062,462.81,3/4/19 11:25,W,443,19,3009636
111202980,3/5/2019,4,1574682,-1620.79,3/5/19 13:00,W,,,3009981
111203000,3/1/2019,2,10271063,210,3/4/19 11:25,W,957,8,3009637
111203000,3/14/2019,6,9092,-10.5,3/14/19 13:56,W,,,3013886
111203000,3/18/2019,4,1576792,-199.5,3/18/19 11:30,W,,,3014349
111203020,3/1/2019,2,10271064,238.09,3/4/19 11:25,W,2050,11,3009638
111203020,3/7/2019,4,1574853,-238.09,3/7/19 10:39,W,,,3011186
111203040,3/1/2019,2,10271066,210,3/4/19 11:25,W,1633,7,3009640
111203040,3/15/2019,4,1576408,-441,3/14/19 14:51,W,,,3013904
111203060,3/1/2019,2,10271067,294.27,3/4/19 11:25,W,2242,13,3009641
111203060,3/20/2019,10,10271067,29.45,3/20/19 8:05,W,,,3014790
111203120,3/1/2019,2,10271117,434.72,3/4/19 11:25,W,25,18,3009691
111203120,3/15/2019,4,1576514,-434.72,3/15/19 10:50,W,,,3014078
111203140,3/1/2019,2,10271069,266.18,3/4/19 11:25,W,323,12,3009643
111203140,3/6/2019,4,1574725,-266.18,3/6/19 9:18,W,,,3010633
111203150,3/1/2019,2,10271099,367.5,3/4/19 11:25,W,13,9,3009673
111203150,3/15/2019,4,1576422,-367.5,3/14/19 15:46,W,,,3013932
111203160,3/1/2019,2,10271214,3331.12,3/4/19 11:25,W,460,48,3009788
111203160,3/20/2019,10,10271214,333.15,3/20/19 8:05,W,,,3014837
111203170,3/1/2019,2,10270961,378.54,3/4/19 11:25,W,26,16,3009535
111203170,3/15/2019,4,1576598,-378.54,3/15/19 15:51,W,,,3014169
111203180,3/1/2019,2,10270958,294.27,3/4/19 11:25,W,1052,13,3009532
111203180,3/20/2019,10,10270958,29.45,3/20/19 8:05,W,,,3014747
111203190,3/1/2019,2,10270984,210,3/4/19 11:25,W,978,8,3009558
111203190,3/12/2019,6,9020,-10.5,3/12/19 7:41,W,,,3012685
111203190,3/14/2019,4,1576375,-199.5,3/14/19 11:13,W,,,3013849
111203200,3/1/2019,2,10271169,367.5,3/4/19 11:25,W,367,5,3009743
111203200,3/18/2019,4,1576739,-367.5,3/18/19 10:46,W,,,3014317
111203210,3/1/2019,2,10271176,420,3/4/19 11:25,W,16,10,3009750
111203210,3/20/2019,10,10271176,42,3/20/19 8:05,W,,,3014822
111203210,3/21/2019,4,1577354,-462,3/21/19 11:37,W,,,3016041
111203240,3/1/2019,2,10271072,845.3,3/4/19 11:25,W,628,30,3009646
