SysNo,ReceiptType,ReceiptNo,AcctNo,BillNo,PymtDate,PymtMethod,Cash,CheckAmt,CheckNo,BankID,Branch,ReceiptStatus,Teller,BankSource
210809,4,1570610,314205510,10265500,1-10-2019,0,210,0,               ,,               ,1,WIN,0
210823,4,1570624,314205641,10265167,1-10-2019,0,322.36,0,               ,,               ,1,WIN,0
210827,4,1570628,314205655,10265464,1-10-2019,0,294.27,0,               ,,               ,1,WIN,0
210779,4,1570580,314205657,10265170,1-10-2019,0,266.18,0,               ,,               ,1,WIN,0
210792,4,1570593,314205691,10265414,1-10-2019,0,210,0,               ,,               ,1,WIN,0
210837,4,1570638,411202380,10265718,1-10-2019,0,587.15,0,               ,,               ,1,WIN,0
210799,4,1570600,411202730,10265746,1-10-2019,0,238.09,0,               ,,               ,1,WIN,0
210831,4,1570632,411203030,10265725,1-10-2019,0,800,0,               ,,               ,1,WIN,0
210808,4,1570609,411203930,10265802,1-10-2019,0,210,0,               ,,               ,1,WIN,0
210781,4,1570582,411204060,10265939,1-10-2019,0,210,0,               ,,               ,1,WIN,0
210785,4,1570586,411204521,10265903,1-10-2019,0,210,0,               ,,               ,1,WIN,0
210797,4,1570598,411204740,10266061,1-10-2019,0,210,0,               ,,               ,1,WIN,0
210830,4,1570631,411205550,10265817,1-10-2019,0,500,0,               ,,               ,1,WIN,0
210803,4,1570604,411205590,10265993,1-10-2019,0,430,0,               ,,               ,1,WIN,0
210846,4,1570647,411205730,10266127,1-10-2019,0,1017.5,0,               ,,               ,1,WIN,0
210832,4,1570633,411206240,10265783,1-10-2019,0,389.45,0,               ,,               ,1,WIN,0
210788,4,1570589,411206250,10265973,1-10-2019,0,434.72,0,               ,,               ,1,WIN,0
210833,4,1570634,411206260,10265654,1-10-2019,0,490.9,0,               ,,               ,1,WIN,0
210789,4,301570590,411206340,10265799,1-10-2019,0,660.06,0,               ,,               ,1,WIN,0
210811,4,1570612,411206490,10265855,1-10-2019,0,909.16,0,               ,,               ,1,WIN,0
210794,4,1570595,411206579,10266046,1-10-2019,0,210,0,               ,,               ,1,WIN,0
210818,4,1570619,411206606,10265937,1-10-2019,0,500,0,               ,,               ,1,WIN,0
210787,4,1570588,411206631,10265936,1-10-2019,0,487.54,0,               ,,               ,1,WIN,0
210825,4,1570626,411206645,10265815,1-10-2019,0,528.3,0,               ,,               ,1,WIN,0
210826,4,1570627,411206682,10265816,1-10-2019,0,526.25,0,               ,,               ,1,WIN,0
210778,4,1570579,411206706,10265917,1-10-2019,0,210,0,               ,,               ,1,WIN,0
210841,4,1570642,411206715,10265814,1-10-2019,0,440,0,               ,,               ,1,WIN,0
210791,4,301570592,511200040,10266118,1-10-2019,0,238.09,0,               ,,               ,1,WIN,0
210829,4,1570630,511201350,10266229,1-10-2019,0,545.03,0,               ,,               ,1,WIN,0
210800,4,1570601,511201570,10266319,1-10-2019,0,440,0,               ,,               ,1,WIN,0
210838,4,1570639,511205781,10266170,1-10-2019,0,308.3,0,               ,,               ,1,WIN,0
210801,4,1570602,511205783,10266719,1-10-2019,0,249.45,0,               ,,               ,1,WIN,0
210790,4,301570591,511205925,10266358,1-10-2019,0,322.36,0,               ,,               ,1,WIN,0
210817,4,1570618,611202527,10266778,1-10-2019,0,811.25,0,               ,,               ,1,WIN,0
210876,4,1570677,611202515,10265046,1-11-2019,0,440,0,               ,,               ,1,WIN,0
210891,4,1570692,611202557,10266758,1-11-2019,0,440,0,               ,,               ,1,WIN,0
210925,4,1570716,711100063,10267139,1-11-2019,0,220,0,               ,,               ,1,WIN,0
210936,4,1567463,711100116,10267302,1-11-2019,0,209,0,               ,,               ,1,MENCHIE,0
210947,4,1567475,711100126,10267312,1-11-2019,0,337.5,0,               ,,               ,1,MENCHIE,0
210946,4,1567473,711100130,10267317,1-11-2019,0,671.35,0,               ,,               ,1,MENCHIE,0
210943,4,1567470,711100144,10267331,1-11-2019,0,220,0,               ,,               ,1,MENCHIE,0
210940,4,1567467,711100200,10267433,1-11-2019,0,500,0,               ,,               ,1,MENCHIE,0
210948,4,1567476,711100215,10267093,1-11-2019,0,512.33,0,               ,,               ,1,MENCHIE,0
210941,4,1567468,711100216,10267096,1-11-2019,0,220,0,               ,,               ,1,MENCHIE,0
210942,4,1567469,711100221,10267107,1-11-2019,0,220,0,               ,,               ,1,MENCHIE,0
210949,4,1567478,711100257,10267233,1-11-2019,0,300,0,               ,,               ,1,MENCHIE,0
210950,4,1567479,711100265,10267243,1-11-2019,0,500,0,               ,,               ,1,MENCHIE,0
210939,4,1567466,711100348,10267421,1-11-2019,0,220,0,               ,,               ,1,MENCHIE,0
210938,4,1567465,711100388,10267426,1-11-2019,0,209,0,               ,,               ,1,MENCHIE,0
210945,4,1567472,711100426,10267046,1-11-2019,0,396.55,0,               ,,               ,1,MENCHIE,0
210977,4,1567477,811100011,10267450,1-11-2019,0,220,0,               ,,               ,1,MENCHIE,0
210978,4,1567480,811100020,10267461,1-11-2019,0,278.85,0,               ,,               ,1,MENCHIE,0
210975,4,1567471,811100027,10267469,1-11-2019,0,210,0,               ,,               ,1,MENCHIE,0
210976,4,1567474,811100076,10267535,1-11-2019,0,440,0,               ,,               ,1,MENCHIE,0
210974,4,1567464,811100100,10267546,1-11-2019,0,557.7,0,               ,,               ,1,MENCHIE,0
210899,4,1570700,514203570,10266594,1-11-2019,0,526.34,0,               ,,               ,1,WIN,0
210935,4,1570735,611201490,10266914,1-11-2019,0,396.55,0,               ,,               ,1,WIN,0
210962,4,1570749,611201570,10266766,1-11-2019,0,337.7,0,               ,,               ,1,WIN,0
210894,4,1570695,611201700,10266876,1-11-2019,0,440,0,               ,,               ,1,WIN,0
210913,4,1570713,611201950,10266854,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210914,4,1570714,511205772,10266582,1-11-2019,0,406.63,0,               ,,               ,1,WIN,0
210933,4,1570733,511205761,10266671,1-11-2019,0,266.18,0,               ,,               ,1,WIN,0
210868,4,1570669,511205838,10266444,1-11-2019,0,771.11,0,               ,,               ,1,WIN,0
210871,4,1570672,511205851,10266704,1-11-2019,0,220,0,               ,,               ,1,WIN,0
210911,4,1570711,511205857,10266640,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210896,4,1570697,511205861,10266712,1-11-2019,0,440,0,               ,,               ,1,WIN,0
210931,4,1570731,511205901,10266670,1-11-2019,0,601.03,0,               ,,               ,1,WIN,0
210930,4,1570730,511201521,10266315,1-11-2019,0,430,0,               ,,               ,1,WIN,0
210920,4,1570721,511203590,10266607,1-11-2019,0,455.4,0,               ,,               ,1,WIN,0
210932,4,1570732,511204080,10266653,1-11-2019,0,199.5,0,               ,,               ,1,WIN,0
210890,4,1570691,511205020,10266288,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210872,4,1570673,511205460,10266570,1-11-2019,0,1454.48,0,               ,,               ,1,WIN,0
210923,4,1570724,511205623,10266346,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210968,4,1570755,511205712,10266156,1-11-2019,0,220,0,               ,,               ,1,WIN,0
210849,4,1570650,411206707,10266017,1-11-2019,0,220,0,               ,,               ,1,WIN,0
210848,4,1570649,511200401,10266134,1-11-2019,0,1028.5,0,               ,,               ,1,WIN,0
210886,4,1570687,411206677,10265994,1-11-2019,0,714.93,0,               ,,               ,1,WIN,0
210905,4,1570705,411206647,10265900,1-11-2019,0,601.21,0,               ,,               ,1,WIN,0
210906,4,1570706,411206643,10265798,1-11-2019,0,266.18,0,               ,,               ,1,WIN,0
210857,4,1570658,411206621,10265909,1-11-2019,0,800,0,               ,,               ,1,WIN,0
210863,4,1570664,411206626,10266023,1-11-2019,0,412.98,0,               ,,               ,1,WIN,0
210924,4,1570725,411206628,10266010,1-11-2019,0,699.9,0,               ,,               ,1,WIN,0
210867,4,1570668,411206602,10266020,1-11-2019,0,1325.5,0,               ,,               ,1,WIN,0
210927,4,1570727,411206597,10265997,1-11-2019,0,308.3,0,               ,,               ,1,WIN,0
210869,4,1570670,411206565,10265605,1-11-2019,0,440,0,               ,,               ,1,WIN,0
210901,4,1570702,411206568,10266044,1-11-2019,0,616.6,0,               ,,               ,1,WIN,0
210953,4,1570740,411206570,10265827,1-11-2019,0,430,0,               ,,               ,1,WIN,0
210965,4,1570752,411206574,10265784,1-11-2019,0,490.9,0,               ,,               ,1,WIN,0
210881,4,1570682,411206290,10266034,1-11-2019,0,1000,0,               ,,               ,1,WIN,0
210879,4,1570680,411206130,10266097,1-11-2019,0,518.4,0,               ,,               ,1,WIN,0
210880,4,1570681,411206130,10266097,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210853,4,1570654,411205870,10265652,1-11-2019,0,675.4,0,               ,,               ,1,WIN,0
210855,4,1570656,411205890,10266213,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210852,4,1570653,411205940,10266111,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210851,4,1570652,411205350,10266087,1-11-2019,0,597.22,0,               ,,               ,1,WIN,0
210910,4,1570710,411204704,10266054,1-11-2019,0,266.18,0,               ,,               ,1,WIN,0
210854,4,1570655,411204450,10265905,1-11-2019,0,440,0,               ,,               ,1,WIN,0
210858,4,1570659,411204490,10265960,1-11-2019,0,987.7,0,               ,,               ,1,WIN,0
210859,4,1570660,411204170,10265943,1-11-2019,0,557.7,0,               ,,               ,1,WIN,0
210926,4,1570726,411203961,10265882,1-11-2019,0,1995.31,0,               ,,               ,1,WIN,0
210909,4,1570709,411203971,10265880,1-11-2019,0,500,0,               ,,               ,1,WIN,0
210895,4,1570696,411204016,10266095,1-11-2019,0,406.63,0,               ,,               ,1,WIN,0
210908,4,1570708,411203210,10265723,1-11-2019,0,252.87,0,               ,,               ,1,WIN,0
210928,4,1570728,411203900,10265908,1-11-2019,0,1043.9,0,               ,,               ,1,WIN,0
210861,4,1570662,411202710,10265742,1-11-2019,0,1362.65,0,               ,,               ,1,WIN,0
210966,4,1570753,411202620,10265847,1-11-2019,0,469.45,0,               ,,               ,1,WIN,0
210875,4,1570676,314205651,10265425,1-11-2019,0,632.66,0,               ,,               ,1,WIN,0
210957,4,1570744,411200730,10265863,1-11-2019,0,500,0,               ,,               ,1,WIN,0
210893,4,1570694,411200761,10265628,1-11-2019,0,322.36,0,               ,,               ,1,WIN,0
210889,4,1570690,411201700,10265672,1-11-2019,0,440,0,               ,,               ,1,WIN,0
210884,4,1570685,314205642,10265211,1-11-2019,0,774.42,0,               ,,               ,1,WIN,0
210951,4,1570738,314205600,10265573,1-11-2019,0,238.09,0,               ,,               ,1,WIN,0
210877,4,1570678,311205390,10265493,1-11-2019,0,500,0,               ,,               ,1,WIN,0
210944,4,1570737,314204240,10265510,1-11-2019,0,441.33,0,               ,,               ,1,WIN,0
210874,4,1570675,311205160,10265566,1-11-2019,0,266.18,0,               ,,               ,1,WIN,0
210954,4,1570741,311204650,10265535,1-11-2019,0,776.45,0,               ,,               ,1,WIN,0
210897,4,1570698,311204700,10265537,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210972,4,1570759,311203220,10265377,1-11-2019,0,266.18,0,               ,,               ,1,WIN,0
210916,4,1570717,311203360,10265390,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210862,4,1570663,311203001,10265362,1-11-2019,0,238.09,0,               ,,               ,1,WIN,0
210887,4,1570688,311202900,10265352,1-11-2019,0,1851.14,0,               ,,               ,1,WIN,0
210969,4,1570756,311202220,10265335,1-11-2019,0,278.85,0,               ,,               ,1,WIN,0
210952,4,1570739,311201790,10265277,1-11-2019,0,434.72,0,               ,,               ,1,WIN,0
210956,4,1570743,311200560,10265203,1-11-2019,0,266.18,0,               ,,               ,1,WIN,0
210955,4,1570742,311200570,10265204,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210915,4,1570715,311200310,10265185,1-11-2019,0,294.27,0,               ,,               ,1,WIN,0
210961,4,1570748,211207918,10264560,1-11-2019,0,420,0,               ,,               ,1,WIN,0
210885,4,1570686,211207887,10264939,1-11-2019,0,1008.2,0,               ,,               ,1,WIN,0
210850,4,1570651,211207897,10264905,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210860,4,1570661,211207908,10264759,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210847,4,1570648,211207850,10264882,1-11-2019,0,220,0,               ,,               ,1,WIN,0
210937,4,1570736,211207788,10264565,1-11-2019,0,597.22,0,               ,,               ,1,WIN,0
210970,4,1570757,211207794,10264957,1-11-2019,0,5572.24,0,               ,,               ,1,WIN,0
210967,4,1570754,211205440,10265032,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210922,4,1570723,211206620,10265110,1-11-2019,0,573.12,0,               ,,               ,1,WIN,0
210903,4,1570704,211207190,10264650,1-11-2019,0,350.45,0,               ,,               ,1,WIN,0
210856,4,1570657,211207450,10251738,1-11-2019,0,806.05,0,               ,,               ,1,WIN,0
210866,4,1570667,211207691,10264409,1-11-2019,0,416.64,0,               ,,               ,1,WIN,0
210958,4,1570745,211207717,10264923,1-11-2019,0,406.63,0,               ,,               ,1,WIN,0
210873,4,1570674,211202920,10264727,1-11-2019,0,1383.2,0,               ,,               ,1,WIN,0
210963,4,1570750,211203240,10264744,1-11-2019,0,462.81,0,               ,,               ,1,WIN,0
210959,4,1570746,211203270,10264751,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210921,4,1570722,211203580,10264769,1-11-2019,0,238.09,0,               ,,               ,1,WIN,0
210902,4,1570703,211201610,10264649,1-11-2019,0,406.63,0,               ,,               ,2,WIN,0
210904,5,1570703,211201610,10264649,1-11-2019,0,386.3,0,               ,,               ,1,WIN,0
210960,4,1570747,211201970,10264673,1-11-2019,0,490.9,0,               ,,               ,1,WIN,0
210882,4,1570683,211200573,10264874,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210870,4,1570671,211200880,10264609,1-11-2019,0,350.45,0,               ,,               ,1,WIN,0
210883,4,1570684,120203310,10264351,1-11-2019,0,734.3,0,               ,,               ,1,WIN,0
210919,4,1570720,123203320,10264461,1-11-2019,0,266.18,0,               ,,               ,1,WIN,0
210971,4,1570758,113207020,10264540,1-11-2019,0,662.34,0,               ,,               ,1,WIN,0
210912,4,1570712,111207709,10264262,1-11-2019,0,516.94,0,               ,,               ,1,WIN,0
210918,4,1570719,111207732,10264408,1-11-2019,0,367.5,0,               ,,               ,1,WIN,0
210892,4,1570693,111207693,10264475,1-11-2019,0,714.93,0,               ,,               ,1,WIN,0
210878,4,1570679,111205450,10264485,1-11-2019,0,951.48,0,               ,,               ,1,WIN,0
210964,4,1570751,111205800,10264491,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210973,4,1570760,111203250,10264445,1-11-2019,0,650,0,               ,,               ,1,WIN,0
210934,4,1570734,111204200,10264431,1-11-2019,0,378.54,0,               ,,               ,1,WIN,0
210865,4,1570666,111203020,10264393,1-11-2019,0,199.5,0,               ,,               ,1,WIN,0
210917,4,1570718,111202220,10264354,1-11-2019,0,738.98,0,               ,,               ,1,WIN,0
210864,4,1570665,111202620,10264375,1-11-2019,0,546.39,0,               ,,               ,1,WIN,0
210929,4,1570729,111200740,10264284,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210907,4,1570707,111200500,10264259,1-11-2019,0,703.54,0,               ,,               ,1,WIN,0
210888,4,1570689,111200020,10265911,1-11-2019,0,210,0,               ,,               ,1,WIN,0
210898,4,1570699,111200140,10264225,1-11-2019,0,434.72,0,               ,,               ,1,WIN,0
210900,4,1570701,111200380,10264249,1-11-2019,0,252.87,0,               ,,               ,1,WIN,0
211097,4,1570878,111200340,10264245,1-14-2019,0,294.27,0,               ,,               ,1,WIN,0
211039,4,1570820,111200301,10264243,1-14-2019,0,845.3,0,               ,,               ,1,WIN,0
211170,4,1570951,111200150,10264227,1-14-2019,0,735.7,0,               ,,               ,1,WIN,0
211189,4,1570970,111200260,10264235,1-14-2019,0,532.36,0,               ,,               ,2,WIN,0
211037,4,1570818,111200801,10264369,1-14-2019,0,294.27,0,               ,,               ,1,WIN,0
211047,4,1570828,111202360,10264361,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211048,4,1570829,111202370,10264362,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211158,4,1570939,111202310,10264359,1-14-2019,0,484.85,0,               ,,               ,1,WIN,0
211017,4,1570799,111202860,10264385,1-14-2019,0,350.45,0,               ,,               ,1,WIN,0
211073,4,1570854,111202900,10264388,1-14-2019,0,1017.5,0,               ,,               ,1,WIN,0
211125,4,1570906,111202920,10264389,1-14-2019,0,1060.55,0,               ,,               ,1,WIN,0
210991,4,1570773,111202940,10264390,1-14-2019,0,406.63,0,               ,,               ,1,WIN,0
211032,4,1570813,111201060,10264323,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211049,4,1570830,111200930,10264309,1-14-2019,0,822.55,0,               ,,               ,1,WIN,0
211104,4,1570885,111200990,10264317,1-14-2019,0,266.18,0,               ,,               ,1,WIN,0
211061,4,1570842,111201020,10264320,1-14-2019,0,406.63,0,               ,,               ,1,WIN,0
211106,4,1570887,111204700,10264447,1-14-2019,0,632.66,0,               ,,               ,1,WIN,0
211076,4,1570857,111203210,10264505,1-14-2019,0,588.54,0,               ,,               ,1,WIN,0
211117,4,1570898,111203410,10266334,1-14-2019,0,220,0,               ,,               ,1,WIN,0
211101,4,1570882,111206500,10264520,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211052,4,1570833,111204760,10264456,1-14-2019,0,406.63,0,               ,,               ,1,WIN,0
210984,4,1570766,111205430,10264484,1-14-2019,0,14341.84,0,               ,,               ,1,WIN,0
211024,4,1570805,111207705,10264462,1-14-2019,0,4617.16,0,               ,,               ,1,WIN,0
210985,4,1570767,111206900,10264535,1-14-2019,0,238.09,0,               ,,               ,1,WIN,0
211070,4,1570851,111207733,10264474,1-14-2019,0,757.08,0,               ,,               ,1,WIN,0
211177,4,1570958,111207725,10264285,1-14-2019,0,809.86,0,               ,,               ,1,WIN,0
211066,4,1570847,114204150,10264378,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211030,4,1570811,114204520,10264440,1-14-2019,0,567.66,0,               ,,               ,1,WIN,0
211025,4,1570806,113206080,10264508,1-14-2019,0,1930.94,0,               ,,               ,1,WIN,0
211144,4,1570925,113206300,10264516,1-14-2019,0,367.5,0,               ,,               ,1,WIN,0
211152,4,1570933,113206360,10264517,1-14-2019,0,809.76,0,               ,,               ,1,WIN,0
211029,4,1570810,113206460,10264519,1-14-2019,0,1230.9,0,               ,,               ,1,WIN,0
211002,4,1570784,115203600,10264420,1-14-2019,0,420,0,               ,,               ,1,WIN,0
211178,4,1570959,113200670,10264276,1-14-2019,0,760.62,0,               ,,               ,1,WIN,0
211138,4,1570919,113200720,10264281,1-14-2019,0,315,0,               ,,               ,1,WIN,0
211094,4,1570875,113205770,10264489,1-14-2019,0,367.5,0,               ,,               ,1,WIN,0
211079,4,1570860,211200150,10264566,1-14-2019,0,359.61,0,               ,,               ,1,WIN,0
211120,4,1570901,115206100,10264509,1-14-2019,0,1052.68,0,               ,,               ,1,WIN,0
211028,4,1570809,115206440,10264518,1-14-2019,0,1862.8,0,               ,,               ,1,WIN,0
211128,4,1570909,211200351,10264767,1-14-2019,0,238.09,0,               ,,               ,1,WIN,0
211084,4,1570865,211200420,10264576,1-14-2019,0,462.81,0,               ,,               ,1,WIN,0
211093,4,1570874,211200300,10264580,1-14-2019,0,481.57,0,               ,,               ,1,WIN,0
210989,4,1570771,211200850,10264608,1-14-2019,0,406.63,0,               ,,               ,1,WIN,0
211018,4,1570800,211200500,10264594,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211155,4,1570936,211200990,10265147,1-14-2019,0,526.34,0,               ,,               ,1,WIN,0
211116,4,1570897,211201021,10264613,1-14-2019,0,462.81,0,               ,,               ,1,WIN,0
211148,4,1570929,211201240,10264632,1-14-2019,0,774.42,0,               ,,               ,1,WIN,0
211068,4,1570849,211201600,10264648,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211108,4,1570889,211201572,10264864,1-14-2019,0,330.06,0,               ,,               ,1,WIN,0
211014,4,1570796,211203350,10264750,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211010,4,1570792,211203900,10264791,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211114,4,1570895,211203910,10264797,1-14-2019,0,462.81,0,               ,,               ,1,WIN,0
211088,4,1570869,211203950,10264792,1-14-2019,0,404.69,0,               ,,               ,1,WIN,0
211008,4,1570790,211204020,10264802,1-14-2019,0,322.36,0,               ,,               ,1,WIN,0
211180,4,1570961,211204110,10264812,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211007,4,1570789,211202630,10264690,1-14-2019,0,931.4,0,               ,,               ,1,WIN,0
211015,4,1570797,211204560,10264850,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211013,4,1570795,211204376,10264833,1-14-2019,0,430,0,               ,,               ,1,WIN,0
211009,4,1570791,211204171,10264817,1-14-2019,0,561.78,0,               ,,               ,1,WIN,0
211090,4,1570871,211204730,10264952,1-14-2019,0,526.34,0,               ,,               ,1,WIN,0
211133,4,1570914,211204790,10264964,1-14-2019,0,210,0,               ,,               ,1,WIN,0
210988,4,1570770,211205040,10264981,1-14-2019,0,266.18,0,               ,,               ,1,WIN,0
211065,4,1570846,211205340,10264995,1-14-2019,0,378.54,0,               ,,               ,1,WIN,0
211078,4,1570859,211207732,10264801,1-14-2019,0,699.9,0,               ,,               ,1,WIN,0
211176,4,1570957,211207743,10265153,1-14-2019,0,526.34,0,               ,,               ,1,WIN,0
211074,4,1570855,211207686,10264412,1-14-2019,0,662.34,0,               ,,               ,1,WIN,0
211147,4,1570928,211207714,10264960,1-14-2019,0,278.85,0,               ,,               ,1,WIN,0
211102,4,1570883,211207420,10264796,1-14-2019,0,430,0,               ,,               ,1,WIN,0
211183,4,1570964,211206380,10265064,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211164,4,1570945,211206430,10265073,1-14-2019,0,308.3,0,               ,,               ,1,WIN,0
210995,4,1570777,211206720,10265129,1-14-2019,0,238.09,0,               ,,               ,1,WIN,0
211041,4,1570822,211206790,10265138,1-14-2019,0,466.36,0,               ,,               ,1,WIN,0
211059,4,1570840,211205661,10265010,1-14-2019,0,300,0,               ,,               ,1,WIN,0
211023,4,1570804,211205740,10265022,1-14-2019,0,294.27,0,               ,,               ,1,WIN,0
210983,4,1570765,211205810,10265364,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211181,4,1570962,211207782,10264993,1-14-2019,0,526.34,0,               ,,               ,1,WIN,0
211044,4,1570825,211207757,10264811,1-14-2019,0,378.54,0,               ,,               ,1,WIN,0
211016,4,1570798,211207854,10265056,1-14-2019,0,210,0,               ,,               ,1,WIN,0
210996,4,1570778,211207851,10264908,1-14-2019,0,845.3,0,               ,,               ,1,WIN,0
211127,4,1570908,211207802,10264881,1-14-2019,0,526.34,0,               ,,               ,1,WIN,0
211060,4,1570841,211207810,10264637,1-14-2019,0,322.36,0,               ,,               ,1,WIN,0
211067,4,1570848,211207822,10264659,1-14-2019,0,1017.5,0,               ,,               ,1,WIN,0
211134,4,1570915,311200040,10265168,1-14-2019,0,490.9,0,               ,,               ,1,WIN,0
210979,4,1570761,311200180,10265176,1-14-2019,0,200,0,               ,,               ,1,WIN,0
211019,4,0.01570801,311200210,10265178,1-14-2019,0,210,0,               ,,               ,2,WIN,0
211020,4,1570801,311200210,10265178,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211003,4,1570785,214200330,10264582,1-14-2019,0,8105.68,0,               ,,               ,1,WIN,0
210999,4,1570781,311200400,10265192,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211089,4,1570870,311201590,10265276,1-14-2019,0,350.45,0,               ,,               ,1,WIN,0
211185,4,1570966,311201680,10265266,1-14-2019,0,418,0,               ,,               ,1,WIN,0
211131,4,1570912,311200810,10265225,1-14-2019,0,266.18,0,               ,,               ,1,WIN,0
211126,4,1570907,311200820,10265227,1-14-2019,0,210,0,               ,,               ,1,WIN,0
210998,4,1570780,311202170,10265301,1-14-2019,0,774.42,0,               ,,               ,1,WIN,0
211004,4,1570786,311202070,10265293,1-14-2019,0,210,0,               ,,               ,1,WIN,0
211137,4,1570918,311202140,10265300,1-14-2019,0,266.18,0,               ,,               ,1,WIN,0
